player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Sory Kaba,16,gn GUI,FW,28-028,67,20,1,1,9,11,4,20,2,0,0.0,2,100.0,15,54,22,1,2,0,4,1,19,5,3,2023-2024
   Javier Muñoz,5,es ESP,LW,28-178,23,8,0,0,8,0,0,8,0,0,,0,,6,34,9,0,0,0,0,0,7,2,3,2023-2024
Sandro Ramírez,9,es ESP,"LW,FW",28-047,78,35,1,1,11,23,8,35,4,2,50.0,2,50.0,27,178,111,7,3,4,1,0,32,14,3,2023-2024
   Francisco Jesús Crespo García,24,es ESP,FW,27-027,12,6,0,1,3,2,0,6,1,1,100.0,0,0.0,4,41,32,1,0,0,0,0,4,1,3,2023-2024
Munir El Haddadi,17,ma MAR,RW,27-358,90,31,0,1,19,11,3,31,0,0,,0,,18,36,12,0,0,0,5,1,22,5,3,2023-2024
Jonathan Viera,21,es ESP,LM,33-308,78,64,0,6,38,21,2,64,1,0,0.0,0,0.0,41,148,75,2,1,0,3,2,51,5,3,2023-2024
   Benito Ramírez,11,es ESP,LM,28-045,12,11,0,1,4,6,0,11,0,0,,0,,7,29,16,1,1,0,0,0,6,0,3,2023-2024
Kirian Rodríguez,20,es ESP,CM,27-173,78,63,3,15,38,10,0,63,1,1,100.0,0,0.0,34,128,68,0,1,0,1,0,41,0,3,2023-2024
   Omenuke Mfulu,22,cd COD,CM,29-158,12,7,0,2,4,1,0,7,0,0,,0,,3,16,5,0,0,0,0,0,4,0,3,2023-2024
Enzo Loiodice,12,fr FRA,RM,22-271,90,45,0,4,34,7,0,45,1,0,0.0,1,100.0,23,86,17,0,0,0,3,1,25,1,3,2023-2024
Sergi Cardona,3,es ESP,LB,24-048,64,44,6,12,25,9,0,44,0,0,,0,,19,90,53,2,1,0,1,0,17,2,3,2023-2024
   Saúl Coco,23,gq EQG,CB,24-197,26,21,4,16,5,0,0,21,1,0,0.0,0,0.0,9,90,49,0,0,0,0,0,11,0,3,2023-2024
Mika Màrmol,15,es ESP,"CB,LB",21-054,90,68,6,33,29,6,0,68,3,0,0.0,2,66.7,43,235,134,1,1,0,0,0,48,1,3,2023-2024
Álex Suárez,4,es ESP,CB,30-160,90,64,5,28,37,1,1,64,0,0,,0,,33,166,78,1,0,0,0,0,34,0,3,2023-2024
Julian Araujo,28,mx MEX,RB,22-012,90,59,2,15,36,9,0,59,0,0,,0,,25,101,33,1,1,0,2,0,29,2,3,2023-2024
Álvaro Vallés,13,es ESP,GK,26-031,90,58,29,58,0,0,0,58,0,0,,0,,42,124,79,0,0,0,0,0,44,0,3,2023-2024
Carlos Fernández,9,es ESP,FW,27-095,45,12,0,4,6,2,1,12,4,1,25.0,3,75.0,8,23,8,0,0,0,1,1,9,1,3,2023-2024
   Umar Sadiq,19,ng NGA,FW,26-204,45,6,0,0,3,4,1,6,2,1,50.0,1,50.0,4,34,17,1,1,1,0,0,4,1,3,2023-2024
Ander Barrenetxea,7,es ESP,LW,21-241,45,26,1,4,11,12,1,26,2,1,50.0,1,50.0,19,95,28,1,0,0,2,3,21,3,3,2023-2024
   Mikel Oyarzabal,10,es ESP,LW,26-126,45,23,0,1,12,10,2,23,0,0,,0,,14,54,12,0,0,0,1,1,19,6,3,2023-2024
Takefusa Kubo,14,jp JPN,"RW,RM",22-082,74,36,0,5,17,14,5,36,3,2,66.7,1,33.3,28,212,101,4,0,3,1,0,24,7,3,2023-2024
   Mohamed Ali Cho,11,fr FRA,RW,19-218,16,12,0,0,5,7,1,12,3,0,0.0,2,66.7,5,47,30,2,1,1,2,1,4,1,3,2023-2024
Brais Méndez,23,es ESP,"AM,RW",26-230,74,48,2,7,22,20,2,48,3,2,66.7,1,33.3,20,64,37,0,1,0,2,0,32,4,3,2023-2024
   Arsen Zakharyan,12,ru RUS,LM,20-091,16,8,0,2,2,4,0,8,0,0,,0,,1,15,9,0,0,0,0,0,3,1,3,2023-2024
Mikel Merino,8,es ESP,"DM,LM,RM",27-064,90,51,4,5,40,6,2,51,3,2,66.7,1,33.3,30,125,40,1,1,0,2,1,38,3,3,2023-2024
Martín Zubimendi,4,es ESP,"CM,DM",24-204,90,64,3,15,38,11,2,64,0,0,,0,,36,134,37,0,1,0,0,0,44,1,3,2023-2024
Aihen Muñoz,3,es ESP,LB,26-009,90,49,5,14,30,6,0,49,1,1,100.0,0,0.0,22,127,45,3,1,0,0,0,22,1,3,2023-2024
Robin Le Normand,24,es ESP,CB,26-287,90,52,6,30,22,0,0,52,0,0,,0,,33,194,116,1,0,0,0,0,35,0,3,2023-2024
Igor Zubeldia,5,es ESP,CB,26-148,90,68,7,35,34,0,0,68,0,0,,0,,46,230,134,0,0,0,0,0,42,0,3,2023-2024
Hamari Traoré,18,ml MLI,RB,31-210,90,55,3,22,32,4,0,55,3,3,100.0,0,0.0,29,125,62,1,1,0,1,0,23,1,3,2023-2024
Álex Remiro,1,es ESP,GK,28-154,90,53,40,53,0,0,0,53,0,0,,0,,36,194,89,0,0,0,1,0,33,0,3,2023-2024
Iago Aspas,10,es ESP,FW,36-024,90,36,1,2,20,14,4,36,1,0,0.0,0,0.0,28,103,36,1,2,0,3,0,27,6,3,2023-2024
Jørgen Strand Larsen,18,no NOR,FW,23-200,76,31,0,8,11,12,5,31,0,0,,0,,21,60,34,1,0,1,3,0,25,4,3,2023-2024
   Renato Tapia,5,pe PER,CM,28-028,14,13,0,0,12,1,0,13,0,0,,0,,7,22,11,0,0,0,0,0,8,0,3,2023-2024
Jonathan Bamba,17,ci CIV,"CM,FW",27-152,90,43,0,8,17,20,5,43,4,2,50.0,2,50.0,33,175,89,4,0,4,4,0,31,7,3,2023-2024
Luca de la Torre,14,us USA,CM,25-094,80,34,1,5,19,11,3,34,0,0,,0,,26,117,61,2,2,0,1,0,23,3,3,2023-2024
   Miguel Rodríguez,29,es ESP,CM,20-118,10,2,0,1,1,1,0,2,1,0,0.0,1,100.0,1,8,0,0,0,0,0,0,1,0,3,2023-2024
Fran Beltrán,8,es ESP,CM,24-203,90,47,2,11,27,9,0,47,1,0,0.0,1,100.0,26,126,45,0,0,0,1,1,28,0,3,2023-2024
Franco Cervi,11,ar ARG,LB,29-091,44,23,2,6,12,5,1,23,0,0,,0,,15,75,42,0,2,0,0,0,14,5,3,2023-2024
   Manu Sánchez,23,es ESP,LB,23-001,46,31,0,8,11,12,2,31,2,0,0.0,2,100.0,16,79,54,1,0,0,1,1,15,1,3,2023-2024
Unai Núñez,4,es ESP,CB,26-207,90,61,10,29,28,4,1,61,1,1,100.0,0,0.0,36,162,65,0,1,0,0,0,41,0,3,2023-2024
Carl Starfelt,2,se SWE,CB,28-085,90,32,6,22,10,0,0,32,0,0,,0,,16,60,10,0,0,0,0,0,18,0,3,2023-2024
Joseph Aidoo,15,gh GHA,CB,27-330,90,51,4,22,27,3,0,51,0,0,,0,,29,161,86,1,0,0,0,0,26,0,3,2023-2024
Óscar Mingueza,3,es ESP,RB,24-104,90,60,1,14,21,25,1,60,1,1,100.0,0,0.0,40,206,126,1,3,0,2,0,39,6,3,2023-2024
Iván Villar,13,es ESP,GK,26-047,90,26,24,26,0,0,0,26,0,0,,0,,11,51,36,0,0,0,0,0,3,0,3,2023-2024
Vinicius Júnior,7,br BRA,FW,23-044,17,6,0,1,3,4,1,6,2,2,100.0,0,0.0,4,78,75,2,1,1,1,0,4,1,3,2023-2024
   Joselu,14,es ESP,FW,33-151,73,21,0,1,9,12,3,21,1,0,0.0,1,100.0,17,35,13,0,1,0,4,0,18,5,3,2023-2024
Rodrygo,11,br BRA,FW,22-228,90,54,0,1,27,28,8,53,11,8,72.7,2,18.2,45,316,131,5,3,4,4,2,45,12,3,2023-2024
Jude Bellingham,5,eng ENG,AM,20-057,90,50,1,4,27,20,2,50,2,1,50.0,1,50.0,41,261,115,3,1,0,3,0,44,5,3,2023-2024
Eduardo Camavinga,12,fr FRA,LM,20-288,61,62,0,11,40,12,1,62,3,2,66.7,0,0.0,54,248,123,2,3,1,1,0,49,3,3,2023-2024
   Toni Kroos,8,de GER,LM,33-233,29,32,0,2,24,6,0,32,0,0,,0,,24,68,29,0,0,0,0,0,24,0,3,2023-2024
Federico Valverde,15,uy URU,RM,25-034,90,101,2,11,68,22,3,101,0,0,,0,,75,429,225,5,4,1,1,0,76,2,3,2023-2024
Aurélien Tchouaméni,18,fr FRA,DM,23-210,61,72,2,6,51,16,1,72,1,0,0.0,0,0.0,56,287,133,2,3,1,1,0,55,0,3,2023-2024
   Luka Modrić,10,hr CRO,DM,37-350,29,24,0,4,17,3,0,24,0,0,,0,,16,62,28,2,0,0,0,3,20,2,3,2023-2024
Fran Garcia,20,es ESP,LB,24-011,79,53,2,12,19,23,0,53,3,1,33.3,2,66.7,43,209,71,3,0,0,1,0,43,6,3,2023-2024
   Nacho,6,es ESP,LB,33-219,11,8,0,0,7,1,1,8,0,0,,0,,5,8,1,0,0,0,2,0,4,0,3,2023-2024
David Alaba,4,at AUT,CB,31-062,90,94,16,34,54,7,1,94,0,0,,0,,70,392,282,3,1,0,1,0,66,0,3,2023-2024
Antonio Rüdiger,22,de GER,CB,30-175,90,77,9,27,48,2,1,77,0,0,,0,,57,249,121,1,0,0,0,0,61,0,3,2023-2024
Dani Carvajal,2,es ESP,RB,31-226,90,87,7,24,42,22,2,87,2,1,50.0,0,0.0,55,206,92,0,0,0,1,4,51,6,3,2023-2024
Kepa Arrizabalaga,25,es ESP,GK,28-326,90,34,34,34,0,0,0,34,0,0,,0,,28,110,80,0,0,0,0,0,23,0,3,2023-2024
Roger Martí,21,es ESP,FW,32-235,88,29,0,1,11,18,9,29,0,0,,0,,18,80,36,0,4,0,4,2,21,5,3,2023-2024
   Fede San Emeterio,24,es ESP,FW,26-163,1,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,3,2023-2024
Chris Ramos,16,es ESP,FW,26-220,68,23,1,2,6,15,2,23,1,0,0.0,0,0.0,11,58,37,1,1,0,0,2,21,4,3,2023-2024
   Maxi Gómez,25,uy URU,FW,27-012,22,5,0,1,3,1,1,5,0,0,,0,,0,0,0,0,0,0,0,0,2,0,3,2023-2024
Darwin Machís,18,ve VEN,LM,30-200,68,38,1,4,10,24,2,38,5,3,60.0,1,20.0,25,164,75,3,3,0,1,2,24,7,3,2023-2024
   Rubén Sobrino,7,es ESP,"RM,LM",31-086,22,12,2,3,5,4,0,12,0,0,,0,,7,23,5,0,0,0,0,0,7,1,3,2023-2024
Gonzalo Escalante,17,ar ARG,CM,30-152,90,39,4,8,20,11,3,39,0,0,,0,,12,64,37,0,1,0,0,1,22,0,3,2023-2024
Rubén Alcaraz,4,es ESP,CM,32-117,88,62,4,11,37,14,0,62,0,0,,0,,38,132,76,0,0,0,0,0,41,3,3,2023-2024
   Álex Fernández,8,es ESP,CM,30-315,2,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,3,2023-2024
Iván Alejo,11,es ESP,RM,28-197,84,30,0,4,9,17,2,30,3,1,33.3,1,33.3,22,163,98,6,1,1,1,1,22,10,3,2023-2024
   Lucas,33,br BRA,LM,22-155,6,3,0,0,2,1,0,3,1,0,0.0,1,100.0,2,5,0,0,0,0,0,1,3,1,3,2023-2024
Javi Hernández ,15,es ESP,LB,25-116,90,58,1,13,31,15,3,58,0,0,,0,,15,133,80,1,0,0,0,0,23,1,3,2023-2024
Fali,3,es ESP,CB,30-014,90,53,3,19,32,2,0,53,1,1,100.0,0,0.0,27,229,167,5,2,0,0,0,28,0,3,2023-2024
Luis Hernández,23,es ESP,CB,34-134,90,59,4,19,33,8,1,59,0,0,,0,,30,166,128,1,1,0,0,0,36,0,3,2023-2024
Isaac Carcelen,20,es ESP,RB,30-125,90,51,3,14,26,11,0,51,1,1,100.0,0,0.0,26,121,68,2,2,0,1,0,32,3,3,2023-2024
Jeremías Ledesma,1,ar ARG,GK,30-194,90,18,12,18,0,0,0,18,0,0,,0,,6,39,17,0,0,0,0,0,5,0,3,2023-2024
Luis Javier Suárez,9,co COL,"FW,LM",25-267,88,19,2,2,11,6,2,19,0,0,,0,,7,68,21,1,1,1,3,0,11,2,3,2023-2024
   Léo Baptistão,12,br BRA,LM,31-000,2,0,0,0,0,0,0,0,0,0,,0,,1,4,0,0,0,0,0,0,1,0,3,2023-2024
Arnau Puigmal,8,es ESP,LW,22-228,45,16,0,4,9,3,0,16,1,0,0.0,1,100.0,7,29,17,0,0,0,2,0,8,2,3,2023-2024
   Largie Ramazani,7,be BEL,"RM,LW",22-180,45,17,0,4,10,3,0,17,6,2,33.3,3,50.0,10,58,25,0,0,0,2,0,6,1,3,2023-2024
Adri Embarba,10,es ESP,RW,31-111,72,31,1,4,14,13,0,31,2,2,100.0,0,0.0,23,203,120,6,3,0,3,0,23,6,3,2023-2024
   Lucas Robertone,5,ar ARG,CM,26-161,18,9,0,3,4,2,0,9,0,0,,0,,2,15,4,0,0,0,0,0,3,0,3,2023-2024
Sergio Arribas,19,es ESP,AM,21-330,51,24,0,2,12,11,2,24,1,0,0.0,1,100.0,17,126,69,3,2,2,1,1,17,2,3,2023-2024
   Kaiky,2,br BRA,CB,19-226,39,18,4,10,7,1,1,18,0,0,,0,,5,25,6,0,0,0,0,0,5,0,3,2023-2024
Dion Lopy,6,sn SEN,DM,21-205,72,43,1,13,27,3,0,43,1,1,100.0,0,0.0,32,254,84,1,2,0,0,0,33,0,3,2023-2024
   Ibrahima Koné,23,ml MLI,FW,24-071,18,9,0,0,7,2,0,9,2,0,0.0,2,100.0,4,7,1,0,0,0,0,0,8,3,3,2023-2024
Iddrisu Baba,4,gh GHA,"DM,CM",27-216,90,50,2,19,31,2,0,50,3,3,100.0,0,0.0,33,195,82,0,1,0,1,0,31,1,3,2023-2024
Sergio Akieme,15,es ESP,LB,25-253,90,51,6,20,20,12,0,51,4,2,50.0,2,50.0,25,153,60,2,2,0,3,1,23,4,3,2023-2024
Édgar González,3,es ESP,CB,26-147,49,36,5,19,18,1,0,36,0,0,,0,,23,133,69,1,0,0,1,0,22,0,3,2023-2024
Juan Brandáriz,21,es ESP,CB,24-177,90,46,8,29,15,2,0,46,0,0,,0,,30,147,63,0,0,0,0,0,33,0,3,2023-2024
Pubill,18,es ESP,RB,20-067,90,60,4,25,26,10,1,60,0,0,,0,,37,253,126,4,2,1,1,0,33,2,3,2023-2024
Luís Maximiano,25,pt POR,GK,24-233,90,41,33,39,2,0,0,41,0,0,,0,,26,175,123,0,0,0,0,0,13,0,3,2023-2024
Bryan Zaragoza,26,es ESP,FW,22-123,71,17,0,0,4,13,3,17,2,1,50.0,1,50.0,15,133,83,4,2,3,1,1,16,4,3,2023-2024
   Njegoš Petrović,18,rs SRB,FW,24-039,19,5,0,2,4,0,0,5,0,0,,0,,2,16,7,0,0,0,1,0,2,0,3,2023-2024
Myrto Uzuni,11,al ALB,FW,28-087,89,18,0,0,9,10,2,17,3,2,66.7,1,33.3,7,58,0,0,1,0,3,0,7,2,3,2023-2024
   Alberto Perea,22,es ESP,FW,32-250,1,3,0,0,1,2,0,3,1,0,0.0,0,0.0,2,3,1,0,0,0,0,0,2,0,3,2023-2024
José Callejón,9,es ESP,LM,36-196,82,32,1,8,16,9,3,32,3,1,33.3,1,33.3,18,82,34,1,0,0,3,0,25,5,3,2023-2024
