player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Gorka Guruzeta,12,es ESP,FW,27-004,67,2,2,0,2,0,0,0,,0,1,0,1,0,2,1,0,5,2023-2024
   Asier Villalibre,20,es ESP,FW,25-351,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2023-2024
Álex Berenguer,7,es ESP,LW,28-074,62,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,5,2023-2024
   Iker Muniain,10,es ESP,LW,30-271,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2023-2024
Iñaki Williams,9,gh GHA,RW,29-093,90,1,1,0,0,1,0,0,,0,2,0,2,0,1,1,0,5,2023-2024
Oihan Sancet,8,es ESP,AM,23-144,80,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,5,2023-2024
   Ander Herrera,21,es ESP,AM,34-033,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2023-2024
Iñigo Ruiz de Galarreta,16,es ESP,DM,30-041,80,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2023-2024
   Unai Gómez,30,es ESP,DM,20-114,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2023-2024
Mikel Vesga,6,es ESP,DM,30-118,90,2,0,0,1,1,2,5,40.0,3,0,0,0,0,2,0,0,5,2023-2024
Yuri Berchiche,17,es ESP,LB,33-218,90,1,1,0,0,1,0,1,0.0,1,0,0,0,1,2,0,0,5,2023-2024
Aitor Paredes,4,es ESP,CB,23-140,67,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,5,2023-2024
   Yeray Álvarez,5,es ESP,CB,28-235,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,2023-2024
Daniel Vivian,3,es ESP,CB,24-063,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,2,0,5,2023-2024
Óscar de Marcos,18,es ESP,RB,34-155,90,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,5,2023-2024
Unai Simón,1,es ESP,GK,26-097,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2023-2024
Roger Martí,21,es ESP,FW,32-256,58,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,5,2023-2024
   Darwin Machís,18,ve VEN,FW,30-221,32,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,5,2023-2024
Chris Ramos,16,es ESP,FW,26-241,76,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,5,2023-2024
   Álvaro Negredo,9,es ESP,FW,38-027,14,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,5,2023-2024
Rubén Sobrino,7,es ESP,LM,31-107,58,1,0,1,0,0,1,3,33.3,2,1,0,1,0,1,0,0,5,2023-2024
   Maxi Gómez,25,uy URU,LM,27-033,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2023-2024
Gonzalo Escalante,17,ar ARG,CM,30-173,90,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,5,1,5,2023-2024
Rubén Alcaraz,4,es ESP,CM,32-138,77,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,3,0,5,2023-2024
   Álex Fernández,8,es ESP,CM,30-336,13,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,5,2023-2024
Iván Alejo,11,es ESP,RM,28-218,58,2,1,0,1,1,0,2,0.0,2,1,0,1,0,2,0,0,5,2023-2024
   Roberto Navarro,27,es ESP,RM,21-157,32,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,5,2023-2024
Javi Hernández ,15,es ESP,LB,25-137,90,1,1,1,0,0,1,2,50.0,1,2,2,0,0,1,7,0,5,2023-2024
Fali,3,es ESP,CB,30-035,90,1,1,1,0,0,0,0,,0,2,0,2,5,6,8,0,5,2023-2024
Luis Hernández,23,es ESP,CB,34-155,90,2,1,1,1,0,1,3,33.3,2,0,0,0,1,3,4,0,5,2023-2024
Isaac Carcelen,20,es ESP,RB,30-146,90,3,1,2,1,0,2,2,100.0,0,3,1,2,1,4,4,0,5,2023-2024
Jeremías Ledesma,1,ar ARG,GK,30-215,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,5,2023-2024
Hugo Duro,9,es ESP,FW,23-310,82,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,2,0,5,2023-2024
   Hugo Guillamón,6,es ESP,LM,23-228,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2023-2024
Sergi Canós,7,es ESP,LW,26-226,58,2,0,1,1,0,1,1,100.0,0,1,1,0,0,2,0,0,5,2023-2024
   Diego López,16,es ESP,"LW,FW",21-126,32,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5,2023-2024
Francisco Perez,23,es ESP,RW,21-007,90,2,1,0,1,1,1,3,33.3,2,2,0,2,1,3,1,0,5,2023-2024
Domingos André Ribeiro Almeida,10,pt POR,AM,23-109,69,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,5,2023-2024
   Selim Amallah,19,ma MAR,"LW,AM",26-305,21,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,0,5,2023-2024
