player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Amath,23,sn SEN,FW,27-033,45,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,9,2,1,0,2,2023-2024
   Sergi Darder,10,es ESP,"CM,FW",29-239,45,0,0,0,0,0,0,0,0,37,2,0,1,0.0,0.0,0.0,4,0,22,29,75.9,3,25,7,2,1,2,2023-2024
Vedat Muriqi,7,xk KVX,FW,29-116,90,0,0,0,0,1,0,0,0,34,1,0,0,0.0,0.0,0.1,3,0,15,24,62.5,3,20,2,0,0,2,2023-2024
Manu Morlanes,8,es ESP,CM,24-218,45,0,0,0,0,1,0,0,0,11,2,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,6,0,0,0,2,2023-2024
   Samu Costa,12,pt POR,CM,22-264,45,0,0,0,0,0,0,0,0,37,3,0,0,0.0,0.0,0.0,0,0,24,30,80.0,2,24,2,0,0,2,2023-2024
Omar Mascarell,5,es ESP,CM,30-197,71,0,0,0,0,0,0,1,0,28,1,1,0,0.0,0.0,0.0,0,0,23,25,92.0,1,24,1,0,0,2,2023-2024
   Javier Llabrés,34,es ESP,LM,20-341,19,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,0,0,3,8,37.5,0,5,1,1,1,2,2023-2024
Dani Rodríguez,14,es ESP,CM,35-073,62,0,0,0,0,0,0,0,0,18,2,0,0,0.0,0.0,0.0,1,0,11,17,64.7,1,7,1,0,0,2,2023-2024
   Cyle Larin,17,ca CAN,FW,28-123,28,0,0,0,0,3,0,0,0,5,1,0,0,0.2,0.2,0.0,0,0,0,0,,0,2,0,0,0,2,2023-2024
Jaume Costa,11,es ESP,LB,35-153,90,0,0,0,0,0,0,0,0,51,2,0,1,0.0,0.0,0.0,0,0,38,45,84.4,3,27,2,3,0,2,2023-2024
Copete,6,es ESP,CB,23-312,90,0,0,0,0,0,0,0,0,58,4,3,2,0.0,0.0,0.1,2,0,41,47,87.2,3,42,0,2,0,2,2023-2024
Antonio Raillo,21,es ESP,CB,31-314,44,0,0,0,0,2,1,0,0,17,1,1,1,0.0,0.0,0.0,1,0,9,10,90.0,3,8,2,0,0,2,2023-2024
   Giovanni González,20,uy URU,"CB,RB",28-332,46,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.1,2,0,27,33,81.8,3,24,1,2,1,2,2023-2024
Martin Valjent,24,sk SVK,CB,27-250,90,0,0,0,0,0,0,1,0,41,3,0,1,0.0,0.0,0.0,0,0,24,27,88.9,3,15,0,0,0,2,2023-2024
Pablo Maffeo,15,es ESP,"RB,RM",26-037,90,0,0,0,0,0,0,0,0,37,3,1,1,0.0,0.0,0.0,1,0,16,30,53.3,2,26,9,4,1,2,2023-2024
Predrag Rajković,1,rs SRB,GK,27-291,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,26,32,81.3,0,18,0,0,0,2,2023-2024
Alexander Sørloth,11,no NOR,FW,27-256,90,0,0,0,0,5,0,0,0,35,1,0,1,0.2,0.2,0.0,3,1,20,22,90.9,1,22,3,2,1,2,2023-2024
Ben Brereton,9,cl CHI,LW,24-122,76,0,0,0,0,0,0,1,0,25,1,0,0,0.0,0.0,0.2,2,0,21,22,95.5,7,16,1,2,1,2,2023-2024
   Ilias Akhomach,27,es ESP,"RW,LW",19-124,14,0,0,0,0,1,0,0,0,12,2,0,1,0.1,0.1,0.0,2,0,7,7,100.0,0,7,1,3,2,2,2023-2024
Gerard Moreno,7,es ESP,RW,31-133,75,1,0,0,0,2,1,0,0,50,1,0,1,0.9,0.9,0.1,3,0,30,39,76.9,4,38,0,3,2,2,2023-2024
   Denis Suárez,22,es ESP,"LW,RW",29-224,15,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.2,2,0,11,14,78.6,1,13,0,1,0,2,2023-2024
Alex Baena,16,es ESP,LM,22-029,77,0,0,0,0,4,1,1,0,53,0,1,0,0.5,0.5,0.1,4,0,35,45,77.8,3,36,3,0,0,2,2023-2024
   Santi Comesaña,4,es ESP,LM,26-317,13,0,0,0,0,0,0,1,0,12,0,0,0,0.0,0.0,0.1,1,0,9,9,100.0,0,4,0,0,0,2,2023-2024
Daniel Parejo,10,es ESP,CM,34-124,90,0,0,0,0,0,0,0,0,64,1,0,0,0.0,0.0,0.0,1,0,59,61,96.7,9,35,0,0,0,2,2023-2024
Ramón Terrats,20,es ESP,RM,22-304,66,0,0,0,0,2,0,1,0,47,2,0,0,0.1,0.1,0.0,1,0,32,36,88.9,1,32,1,2,0,2,2023-2024
   Étienne Capoue,6,fr FRA,RM,35-038,24,0,0,0,0,1,1,0,0,21,0,0,2,0.2,0.2,0.0,2,0,14,17,82.4,2,14,3,2,2,2,2023-2024
Alfonso Pedraza,24,es ESP,LB,27-131,90,0,0,0,0,0,0,0,0,68,3,0,0,0.0,0.0,0.2,2,0,49,59,83.1,3,40,2,3,0,2,2023-2024
Jorge Cuenca,5,es ESP,CB,23-274,90,0,0,0,0,0,0,0,0,67,1,1,1,0.0,0.0,0.0,0,0,52,53,98.1,4,42,1,1,0,2,2023-2024
Matteo Gabbia,2,it ITA,CB,23-301,66,0,0,0,0,0,0,0,0,56,2,0,2,0.0,0.0,0.0,0,0,42,45,93.3,2,43,1,0,0,2,2023-2024
   Raúl Albiol,3,es ESP,CB,37-348,24,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,4,0,0,0,2,2023-2024
Juan Foyth,8,ar ARG,RB,25-218,90,0,0,0,0,0,0,0,0,93,1,1,0,0.0,0.0,0.1,3,0,79,87,90.8,9,63,1,0,0,2,2023-2024
Filip Jørgensen,13,dk DEN,GK,21-124,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,20,31,64.5,0,18,0,0,0,2,2023-2024
Domingos André Ribeiro Almeida,10,pt POR,FW,23-080,55,0,0,0,0,0,0,0,0,21,2,1,2,0.0,0.0,0.0,0,0,5,12,41.7,0,15,0,3,1,2,2023-2024
   Javier Guerra,8,es ESP,"FW,CM",20-229,35,0,0,0,0,1,0,0,0,26,0,1,1,0.0,0.0,0.0,1,0,14,19,73.7,3,16,4,2,2,2,2023-2024
Hugo Duro,9,es ESP,FW,23-281,81,0,0,0,0,1,1,0,0,12,0,0,0,0.1,0.1,0.4,1,0,7,8,87.5,1,6,0,0,0,2,2023-2024
   Hugo González,30,es ESP,"FW,LM",20-192,9,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,6,0,1,0,2,2023-2024
Diego López,16,es ESP,LM,21-097,69,0,0,0,0,1,1,0,0,24,2,0,3,0.1,0.1,0.0,2,0,13,16,81.3,5,14,2,1,0,2,2023-2024
   Pablo Gozalbez,27,es ESP,"LM,FW",22-110,21,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,8,0,1,0,2,2023-2024
