player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Amath,23,sn SEN,FW,27-033,45,13,0,3,8,3,1,13,1,0,0.0,1,100.0,9,96,72,2,2,1,3,1,8,1,2,2023-2024
   Sergi Darder,10,es ESP,"CM,FW",29-239,45,37,1,2,21,14,0,37,2,1,50.0,1,50.0,25,286,174,7,4,0,2,0,25,3,2,2023-2024
Vedat Muriqi,7,xk KVX,FW,29-116,90,34,2,4,18,14,4,34,0,0,,0,,20,107,54,2,2,0,3,1,25,3,2,2023-2024
Manu Morlanes,8,es ESP,CM,24-218,45,11,1,2,7,2,1,11,0,0,,0,,6,28,4,0,0,0,0,2,7,1,2,2023-2024
   Samu Costa,12,pt POR,CM,22-264,45,37,3,6,23,9,0,37,0,0,,0,,24,126,58,2,1,0,1,0,24,2,2,2023-2024
Omar Mascarell,5,es ESP,CM,30-197,71,28,2,8,18,3,0,28,0,0,,0,,24,117,36,1,1,0,0,0,22,0,2,2023-2024
   Javier Llabrés,34,es ESP,LM,20-341,19,11,0,0,3,8,3,11,1,1,100.0,0,0.0,5,48,13,1,0,0,1,0,6,2,2,2023-2024
Dani Rodríguez,14,es ESP,CM,35-073,62,18,0,0,9,9,0,18,0,0,,0,,7,54,33,1,1,0,0,1,7,1,2,2023-2024
   Cyle Larin,17,ca CAN,FW,28-123,28,5,0,0,0,5,3,5,0,0,,0,,2,2,0,0,0,0,1,0,3,1,2,2023-2024
Jaume Costa,11,es ESP,LB,35-153,90,51,5,11,21,19,1,51,3,0,0.0,1,33.3,27,111,46,2,1,0,0,1,28,2,2,2023-2024
Copete,6,es ESP,CB,23-312,90,58,9,23,32,3,0,58,2,0,0.0,2,100.0,42,256,118,0,0,0,0,0,38,0,2,2023-2024
Antonio Raillo,21,es ESP,CB,31-314,44,17,4,10,5,2,1,17,0,0,,0,,8,63,48,2,0,0,0,0,8,0,2,2023-2024
   Giovanni González,20,uy URU,"CB,RB",28-332,46,34,0,2,21,11,0,34,2,1,50.0,1,50.0,24,72,48,1,0,0,0,0,25,6,2,2023-2024
Martin Valjent,24,sk SVK,CB,27-250,90,41,8,23,19,0,0,41,0,0,,0,,15,57,31,0,0,0,1,0,18,0,2,2023-2024
Pablo Maffeo,15,es ESP,"RB,RM",26-037,90,37,0,4,14,21,2,37,4,1,25.0,1,25.0,26,281,178,9,5,1,1,2,27,5,2,2023-2024
Predrag Rajković,1,rs SRB,GK,27-291,90,37,27,36,1,0,0,37,0,0,,0,,18,109,48,0,0,0,0,0,12,0,2,2023-2024
Alexander Sørloth,11,no NOR,FW,27-256,90,35,1,3,8,24,7,35,2,1,50.0,1,50.0,22,169,68,3,1,2,3,1,29,9,2,2023-2024
Ben Brereton,9,cl CHI,LW,24-122,76,25,1,2,11,13,1,25,2,1,50.0,1,50.0,16,124,53,1,4,1,0,1,22,6,2,2023-2024
   Ilias Akhomach,27,es ESP,"RW,LW",19-124,14,12,1,4,2,6,0,12,3,2,66.7,1,33.3,7,63,22,1,1,0,1,1,7,0,2,2023-2024
Gerard Moreno,7,es ESP,RW,31-133,75,50,1,8,21,21,5,50,3,2,66.7,1,33.3,38,154,36,0,1,0,2,4,40,5,2,2023-2024
   Denis Suárez,22,es ESP,"LW,RW",29-224,15,17,0,1,10,6,2,17,1,0,0.0,1,100.0,13,42,19,0,0,0,0,0,14,3,2,2023-2024
Alex Baena,16,es ESP,LM,22-029,77,53,0,4,22,27,4,53,0,0,,0,,36,170,81,3,2,1,3,2,44,8,2,2023-2024
   Santi Comesaña,4,es ESP,LM,26-317,13,12,0,2,5,5,0,12,0,0,,0,,4,19,12,0,0,0,2,2,10,1,2,2023-2024
Daniel Parejo,10,es ESP,CM,34-124,90,64,2,5,47,13,0,64,0,0,,0,,35,92,41,0,0,0,0,1,41,2,2,2023-2024
Ramón Terrats,20,es ESP,RM,22-304,66,47,0,2,25,20,2,47,2,0,0.0,2,100.0,32,123,54,1,3,0,1,1,35,2,2,2023-2024
   Étienne Capoue,6,fr FRA,RM,35-038,24,21,2,3,10,9,2,21,2,2,100.0,0,0.0,14,93,69,3,2,1,1,0,17,2,2,2023-2024
Alfonso Pedraza,24,es ESP,LB,27-131,90,68,3,14,39,18,1,68,3,0,0.0,2,66.7,40,226,89,2,4,0,1,1,39,7,2,2023-2024
Jorge Cuenca,5,es ESP,CB,23-274,90,67,8,20,46,1,0,67,1,0,0.0,1,100.0,42,214,135,1,1,0,0,1,44,0,2,2023-2024
Matteo Gabbia,2,it ITA,CB,23-301,66,56,5,19,37,0,0,56,0,0,,0,,43,200,143,1,0,0,0,0,45,0,2,2023-2024
   Raúl Albiol,3,es ESP,CB,37-348,24,11,5,8,3,0,0,11,0,0,,0,,4,26,0,0,0,0,0,1,6,0,2,2023-2024
