player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Sergio Asenjo,es ESP,28-227,90,4,2,2,50.0,1.0,2,4,50.0,19,6,15.8,27.4,4,25.0,38.3,5,0,0.0,3,25.0,23,2017-2018
Fernando Pacheco,es ESP,25-268,90,6,1,5,83.3,1.2,18,34,52.9,15,0,100.0,59.6,19,100.0,61.8,25,0,0.0,3,17.8,23,2017-2018
Roberto,es ESP,32-000,90,1,1,0,0.0,0.2,8,21,38.1,14,2,78.6,54.3,10,100.0,66.4,13,1,7.7,0,9.3,23,2017-2018
Jan Oblak,si SVN,25-034,90,3,0,3,100.0,0.9,5,26,19.2,21,3,71.4,47.6,11,100.0,55.6,21,2,9.5,0,6.3,23,2017-2018
Iván Cuéllar,es ESP,33-259,90,6,1,5,83.3,0.7,15,33,45.5,28,2,82.1,52.0,10,100.0,68.1,31,0,0.0,0,13.0,23,2017-2018
Marko Dmitrović,rs SRB,26-017,90,0,0,0,,0.0,14,30,46.7,28,1,78.6,54.3,10,80.0,64.6,13,1,7.7,3,18.7,23,2017-2018
Keylor Navas,cr CRC,31-057,90,3,2,1,33.3,0.9,3,9,33.3,20,5,20.0,29.7,6,83.3,58.8,11,0,0.0,0,12.5,23,2017-2018
Gerónimo Rulli,ar ARG,25-266,90,8,5,3,37.5,2.6,9,17,52.9,34,7,41.2,35.8,5,60.0,41.6,14,1,7.1,2,12.8,23,2017-2018
Sergio Rico,es ESP,24-163,90,6,0,5,100.0,2.2,7,17,41.2,22,4,50.0,36.2,8,75.0,55.5,19,0,0.0,1,17.0,23,2017-2018
Yassine Bounou,ma MAR,26-312,90,2,1,1,50.0,1.2,5,16,31.3,18,0,61.1,41.2,7,71.4,53.9,14,0,0.0,0,13.0,23,2017-2018
Marc-André ter Stegen,de GER,25-287,90,1,0,1,100.0,0.1,3,5,60.0,28,4,10.7,24.4,8,25.0,32.8,4,0,0.0,4,26.0,23,2017-2018
Vicente Guaita,es ESP,31-032,90,6,0,6,100.0,1.4,5,29,17.2,22,1,95.5,61.5,8,100.0,65.0,17,1,5.9,0,10.0,23,2017-2018
Rubén Blanco,es ESP,22-201,90,2,2,0,0.0,1.2,2,4,50.0,36,6,11.1,28.7,0,,,4,1,25.0,0,13.7,23,2017-2018
Diego López,es ESP,36-100,90,6,2,4,66.7,2.1,10,28,35.7,20,2,85.0,54.6,11,100.0,58.7,26,0,0.0,0,14.5,23,2017-2018
Neto,br BRA,28-207,90,1,1,0,0.0,0.1,1,5,20.0,13,3,38.5,38.3,2,0.0,25.0,16,0,0.0,0,,23,2017-2018
Oier Olazábal,es ESP,28-150,90,8,3,5,75.0,2.7,2,22,9.1,18,4,72.2,45.2,10,90.0,64.2,14,1,7.1,2,23.0,23,2017-2018
Rubén,es ESP,33-235,90,4,1,3,75.0,1.3,4,13,30.8,19,4,52.6,39.2,4,75.0,55.3,8,0,0.0,0,2.0,23,2017-2018
Antonio Adán,es ESP,30-275,90,2,0,2,100.0,0.1,2,18,11.1,18,2,44.4,36.2,15,66.7,46.9,25,0,0.0,0,3.0,23,2017-2018
Yassine Bounou,ma MAR,26-317,90,5,0,5,100.0,0.7,8,22,36.4,24,2,54.2,44.0,10,90.0,63.1,15,0,0.0,0,9.3,24,2017-2018
Iván Cuéllar,es ESP,33-265,90,5,3,2,60.0,2.3,3,15,20.0,13,2,69.2,46.0,6,100.0,64.3,15,1,6.7,2,18.0,24,2017-2018
