player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Wissam Ben Yedder,9,fr FRA,FW,27-125,90,0,0,0,1,1,0,2,0,0,0,0,0,4,1,3,25.0,16,2017-2018
Joaquín Correa,11,ar ARG,LW,23-124,79,0,0,0,3,5,0,0,0,3,0,0,0,5,0,0,,16,2017-2018
   Luis Muriel,20,co COL,LW,26-243,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,16,2017-2018
Pablo Sarabia,17,es ESP,RW,25-218,90,0,0,0,2,1,2,8,1,1,0,0,0,9,0,2,0.0,16,2017-2018
Éver Banega,10,ar ARG,LM,29-169,90,0,0,0,0,1,0,9,1,2,0,0,0,11,0,0,,16,2017-2018
Guido Pizarro,14,ar ARG,CM,27-292,90,0,0,0,1,1,0,0,1,3,0,0,0,6,4,2,66.7,16,2017-2018
Ganso,19,br BRA,RM,28-064,66,0,0,0,1,0,0,0,0,1,0,0,0,5,0,2,0.0,16,2017-2018
   Franco Vázquez,22,ar ARG,RM,28-296,24,1,0,0,1,1,0,0,0,1,0,0,0,1,2,1,66.7,16,2017-2018
Sergio Escudero,18,es ESP,LB,28-104,90,0,0,0,1,3,0,0,2,2,0,0,0,3,1,0,100.0,16,2017-2018
Clément Lenglet,5,fr FRA,CB,22-181,90,1,0,0,5,0,0,0,0,1,0,0,0,2,0,1,0.0,16,2017-2018
Simon Kjær,4,dk DEN,CB,28-264,90,0,0,0,5,0,0,1,2,3,0,0,0,7,4,1,80.0,16,2017-2018
Gabriel Mercado,25,ar ARG,RB,30-272,75,0,0,0,2,0,1,2,2,1,0,0,0,8,1,0,100.0,16,2017-2018
   Jesús Navas,16,es ESP,RB,32-024,15,0,0,0,0,0,1,2,0,1,0,0,0,2,0,1,0.0,16,2017-2018
