player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Miguel Ángel Guerrero,9,es ESP,FW,27-058,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,2017-2018
Alexander,11,ar ARG,"LW,LM",28-330,90,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,3,2017-2018
Omar Ramos,23,es ESP,RW,29-225,61,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,3,2017-2018
   Nabil El Zhar,10,ma MAR,"RW,RM",31-012,29,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,3,2017-2018
Javier Eraso,17,es ESP,AM,27-170,52,0,0,0,0,0,0,0,,0,2,1,1,2,2,0,0,3,2017-2018
   Erik Morán,4,es ESP,"AM,DM,CM",26-106,38,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,3,2017-2018
Gabriel,8,br BRA,"DM,AM",23-355,83,3,3,1,2,0,1,1,100.0,0,0,0,0,1,4,0,0,3,2017-2018
   Claudio Beauvue,12,gp GLP,"FW,AM",29-145,7,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,3,2017-2018
Rubén Pérez,21,es ESP,"DM,CM",28-135,90,3,2,0,3,0,2,3,66.7,1,0,0,0,4,7,1,0,3,2017-2018
Diego Rico,15,es ESP,LB,24-197,90,1,0,1,0,0,1,1,100.0,0,1,0,1,2,3,5,0,3,2017-2018
Martín Mantovani,5,ar ARG,CB,33-063,90,1,0,1,0,0,0,0,,0,2,1,1,2,3,0,0,3,2017-2018
Ezequiel Muñoz,19,ar ARG,CB,26-335,90,4,4,1,3,0,2,3,66.7,1,0,0,0,4,8,0,0,3,2017-2018
Joseba Zaldúa,20,es ESP,RB,25-076,90,2,1,1,1,0,0,0,,0,0,0,0,0,2,1,0,3,2017-2018
Iván Cuéllar,1,es ESP,GK,33-104,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,3,2017-2018
Jorge Molina,19,es ESP,FW,35-139,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,3,2017-2018
Gaku Shibasaki,10,jp JPN,FW,25-103,62,2,2,0,1,1,0,0,,0,0,0,0,1,3,0,0,3,2017-2018
   Álvaro Jiménez,7,es ESP,"RM,RW,FW",22-112,28,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,3,2017-2018
Amath,23,sn SEN,LM,21-054,77,2,2,1,1,0,1,5,20.0,4,2,0,2,1,3,0,0,3,2017-2018
   Sergio Mora,14,es ESP,"CM,LM",38-009,13,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,3,2017-2018
Mauro Arambarri,18,uy URU,CM,21-343,88,1,0,1,0,0,0,3,0.0,3,1,0,1,3,4,2,0,3,2017-2018
   Bruno González,4,es ESP,"CB,CM",27-107,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,2017-2018
Markel Bergara,5,es ESP,CM,31-126,90,6,4,4,2,0,1,1,100.0,0,0,0,0,3,9,1,0,3,2017-2018
Fayçal Fajr,21,ma MAR,"RM,FW,LW,LM",29-038,90,1,0,0,1,0,0,2,0.0,2,0,0,0,1,2,2,0,3,2017-2018
Vitorino Antunes,3,pt POR,LB,30-160,90,3,3,1,2,0,3,5,60.0,2,0,0,0,2,5,2,0,3,2017-2018
Cala,16,es ESP,CB,27-286,90,1,1,0,1,0,0,0,,0,1,0,1,2,3,10,0,3,2017-2018
Djené,2,tg TOG,CB,25-251,90,4,3,3,1,0,1,1,100.0,0,1,0,1,2,6,4,0,3,2017-2018
Damián Suárez,22,uy URU,RB,29-134,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0,3,2017-2018
Vicente Guaita,13,es ESP,GK,30-241,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,2017-2018
Karim Benzema,9,fr FRA,FW,29-264,27,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,3,2017-2018
   Gareth Bale,11,wls WAL,FW,28-055,63,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,3,2017-2018
Marcelo,12,br BRA,LW,29-120,88,2,1,1,0,1,0,2,0.0,2,0,0,0,1,3,1,0,3,2017-2018
Lucas Vázquez,17,es ESP,RW,26-070,71,3,2,2,1,0,0,1,0.0,1,1,0,1,0,3,0,0,3,2017-2018
   Mateo Kovačić,23,hr CRO,"RW,DM",23-126,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,2017-2018
Marco Asensio,20,es ESP,"AM,RW",21-231,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,2017-2018
Toni Kroos,8,de GER,DM,27-248,90,1,1,0,1,0,1,1,100.0,0,2,1,1,0,1,0,0,3,2017-2018
Marcos Llorente,18,es ESP,DM,22-222,61,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,3,2017-2018
   Isco,22,es ESP,"DM,AM",25-141,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,2017-2018
Theo Hernández,15,fr FRA,LB,19-338,90,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,1,0,3,2017-2018
Sergio Ramos,4,es ESP,CB,31-163,90,0,0,0,0,0,0,0,,0,1,0,1,3,3,2,0,3,2017-2018
Nacho,6,es ESP,CB,27-234,90,2,1,2,0,0,0,0,,0,1,0,1,3,5,0,0,3,2017-2018
Dani Carvajal,2,es ESP,RB,25-241,90,2,2,2,0,0,1,2,50.0,1,3,1,2,1,3,3,1,3,2017-2018
Kiko Casilla,13,es ESP,GK,30-342,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,2017-2018
Álex Alegría,17,es ESP,FW,24-334,54,2,2,0,1,1,0,1,0.0,1,1,0,1,0,2,2,0,3,2017-2018
   Emmanuel Boateng,21,gh GHA,FW,21-109,36,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,3,2017-2018
Ivi,14,es ESP,LW,23-072,67,1,0,1,0,0,0,2,0.0,2,0,0,0,1,2,1,0,3,2017-2018
   Samu García,7,es ESP,LW,27-058,23,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,3,2017-2018
Jason,23,es ESP,RW,23-065,90,2,2,2,0,0,2,3,66.7,1,2,0,2,2,4,2,0,3,2017-2018
Jefferson Lerma,8,co COL,CM,22-319,90,3,2,3,0,0,1,1,100.0,0,1,0,1,7,10,2,0,3,2017-2018
Rober,4,es ESP,CM,22-205,90,1,0,1,0,0,0,1,0.0,1,3,1,2,1,2,3,0,3,2017-2018
José Campaña,24,es ESP,CM,24-101,90,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,3,2017-2018
Toño,3,es ESP,LB,27-306,90,2,2,2,0,0,0,1,0.0,1,0,0,0,0,2,2,0,3,2017-2018
Chema,6,es ESP,CB,25-190,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,3,2017-2018
Sergio Postigo,15,es ESP,CB,28-309,90,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,9,0,3,2017-2018
Iván López,2,es ESP,RB,24-017,19,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,3,2017-2018
   Pedro López Muñoz,19,es ESP,RB,33-312,71,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,1,0,3,2017-2018
Raúl Fernández,1,es ESP,GK,29-180,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,3,2017-2018
Simone Zaza,9,it ITA,FW,26-076,90,3,2,0,2,1,0,0,,0,0,0,0,0,3,3,0,3,2017-2018
Rodrigo,19,es ESP,FW,26-187,69,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,3,2017-2018
   Santi Mina,22,es ESP,FW,21-276,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,2017-2018
Andreas Pereira,11,br BRA,LM,21-251,60,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,2017-2018
   Gonçalo Guedes,7,pt POR,LM,20-284,30,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,3,2017-2018
