player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Cristhian Stuani,7,uy URU,FW,31-170,90,22,1,2,13,7,2,22,0,0,,0,,7,19,4,0,0,0,2,0,18,4,30,2017-2018
Borja García,24,es ESP,AM,27-149,82,51,0,8,20,23,2,51,3,1,33.3,2,66.7,24,96,37,1,2,0,2,0,37,4,30,2017-2018
   David Timor,16,es ESP,"CM,AM",28-165,8,12,0,2,6,4,0,12,0,0,,0,,4,14,4,0,0,0,0,0,9,0,30,2017-2018
Portu,9,es ESP,AM,25-314,76,22,0,1,6,15,7,22,1,0,0.0,1,100.0,9,87,69,3,0,1,1,1,14,4,30,2017-2018
   Anthony Lozano,19,hn HON,AM,24-340,14,6,1,5,0,1,0,6,0,0,,0,,1,20,20,1,1,0,0,0,4,0,30,2017-2018
Álex Granell,6,es ESP,CM,29-241,90,76,0,15,41,20,0,76,0,0,,0,,29,137,71,2,0,0,0,0,45,2,30,2017-2018
Pere Pons,8,es ESP,"CM,AM",25-039,90,57,1,19,26,12,0,57,2,2,100.0,0,0.0,26,115,61,0,2,0,0,2,38,0,30,2017-2018
Aday,11,es ESP,WB,30-105,90,63,1,17,24,23,2,63,1,0,0.0,1,100.0,31,175,109,4,2,1,2,0,44,11,30,2017-2018
Pablo Maffeo,25,es ESP,WB,20-262,90,68,6,20,25,23,1,68,1,1,100.0,0,0.0,22,158,60,2,2,0,2,1,29,6,30,2017-2018
Juanpe,15,es ESP,CB,26-335,90,38,2,28,10,0,0,38,0,0,,0,,12,44,30,0,0,0,1,0,24,0,30,2017-2018
Bernardo Espinosa,2,co COL,CB,28-263,90,45,5,33,10,2,2,45,0,0,,0,,14,42,30,0,0,0,0,0,23,0,30,2017-2018
Jonás Ramalho,4,es ESP,CB,24-294,90,41,8,31,11,0,0,41,1,1,100.0,0,0.0,18,73,41,0,0,0,0,1,19,0,30,2017-2018
Yassine Bounou,13,ma MAR,GK,26-360,90,32,30,32,0,0,0,32,0,0,,0,,14,130,113,0,0,0,0,0,6,0,30,2017-2018
Roger Martí,9,es ESP,FW,27-087,90,28,0,0,11,17,6,28,2,2,100.0,0,0.0,22,84,41,2,1,1,6,2,23,8,30,2017-2018
Emmanuel Boateng,21,gh GHA,FW,21-312,63,24,1,3,9,12,6,24,1,1,100.0,0,0.0,12,63,24,1,0,2,1,1,15,5,30,2017-2018
