player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Carlos Bacca,9,co COL,FW,31-155,90,16,23,69.6,227,37,8,10,80.0,7,10,70.0,1,1,100.0,0,0.1,0.1,2,2,0,0,1,23,2017-2018
Roger Martínez,24,co COL,FW,23-232,57,12,16,75.0,125,30,9,9,100.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,1,23,2017-2018
   Enes Ünal,15,tr TUR,FW,20-276,33,4,6,66.7,77,14,2,4,50.0,1,1,100.0,1,1,100.0,0,0.0,0.0,1,1,0,0,1,23,2017-2018
Pablo Fornals,8,es ESP,AM,21-353,65,25,38,65.8,334,101,14,20,70.0,10,14,71.4,0,0,,0,0.0,0.0,1,1,1,0,1,23,2017-2018
   Denis Cheryshev,7,ru RUS,"LM,AM",27-046,25,16,24,66.7,264,88,9,10,90.0,5,9,55.6,1,2,50.0,0,0.2,0.3,3,2,4,2,5,23,2017-2018
Manu Trigueros,14,es ESP,"LM,CM",26-116,90,83,95,87.4,1691,592,32,34,94.1,36,39,92.3,14,18,77.8,0,0.1,0.3,3,22,2,0,23,23,2017-2018
Samu Castillejo,10,es ESP,RM,23-023,90,32,50,64.0,589,194,13,14,92.9,16,24,66.7,3,12,25.0,0,0.2,0.1,2,2,2,0,6,23,2017-2018
Javi Fuego,19,es ESP,"DM,CM",34-037,78,37,52,71.2,681,294,13,15,86.7,20,24,83.3,4,7,57.1,0,0.0,0.0,0,8,0,0,6,23,2017-2018
   Dani Raba,28,es ESP,CM,22-104,12,13,17,76.5,257,51,3,4,75.0,5,6,83.3,3,3,100.0,0,0.1,0.1,2,0,0,0,0,23,2017-2018
Jaume Costa,11,es ESP,LB,29-329,90,72,89,80.9,1248,480,37,39,94.9,25,34,73.5,9,13,69.2,0,0.4,0.6,5,8,6,3,10,23,2017-2018
Víctor Ruiz,6,es ESP,CB,29-016,90,66,71,93.0,1315,606,21,22,95.5,40,43,93.0,4,5,80.0,0,0.0,0.2,1,9,1,1,12,23,2017-2018
