player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Jan Oblak,si SVN,24-259,90,0,0,0,,0.0,9,19,47.4,18,3,61.1,41.8,8,100.0,58.9,10,0,0.0,0,2.0,6,2017-2018
Sergio Rico,es ESP,24-022,90,4,2,2,50.0,1.1,2,5,40.0,13,4,23.1,27.8,6,33.3,39.2,9,0,0.0,0,10.8,6,2017-2018
Fernando Pacheco,es ESP,25-128,90,7,2,5,71.4,1.3,10,22,45.5,23,4,52.2,39.7,13,76.9,51.4,27,2,7.4,0,9.0,6,2017-2018
Keylor Navas,cr CRC,30-282,90,3,1,2,66.7,0.8,2,7,28.6,15,4,20.0,39.5,4,100.0,52.0,10,0,0.0,0,10.0,6,2017-2018
Roberto,es ESP,31-225,90,7,3,4,71.4,2.9,8,14,57.1,17,5,58.8,43.2,4,100.0,56.5,14,2,14.3,0,8.0,6,2017-2018
Kepa Arrizabalaga,es ESP,22-355,90,7,3,4,57.1,2.2,4,19,21.1,31,5,51.6,41.4,6,50.0,48.7,17,1,5.9,0,10.5,6,2017-2018
Gorka Iraizoz,es ESP,36-201,90,5,3,4,40.0,2.3,9,15,60.0,25,7,48.0,39.1,4,75.0,54.3,6,1,16.7,2,14.8,6,2017-2018
Marc-André ter Stegen,de GER,25-146,90,2,0,2,100.0,0.5,5,13,38.5,38,6,18.4,26.2,9,66.7,43.6,15,0,0.0,0,3.0,6,2017-2018
Pau López,es ESP,22-285,90,6,1,5,83.3,1.5,10,19,52.6,14,6,50.0,40.1,14,85.7,60.1,22,0,0.0,1,16.0,6,2017-2018
Costel Pantilimon,ro ROU,30-235,90,5,4,2,40.0,2.9,12,19,63.2,23,2,56.5,39.0,11,54.5,44.7,13,0,0.0,0,9.8,6,2017-2018
Vicente Guaita,es ESP,30-257,90,1,0,1,100.0,0.2,8,20,40.0,14,0,85.7,53.5,8,100.0,68.0,12,0,0.0,1,26.0,6,2017-2018
Mariano Barbosa,ar ARG,33-059,90,8,4,4,50.0,3.1,8,20,40.0,21,3,47.6,36.7,10,100.0,62.7,16,0,0.0,2,19.7,6,2017-2018
Leandro Chichizola,ar ARG,27-181,90,3,2,1,33.3,1.8,2,3,66.7,26,7,11.5,23.2,5,0.0,25.6,6,1,16.7,1,19.5,6,2017-2018
Iván Cuéllar,es ESP,33-120,90,3,0,3,100.0,0.5,14,27,51.9,26,1,80.8,51.7,6,100.0,62.2,13,2,15.4,2,19.2,6,2017-2018
Marko Dmitrović,rs SRB,25-243,90,6,4,2,33.3,2.0,12,28,42.9,35,5,68.6,48.1,5,80.0,55.8,4,1,25.0,5,26.4,6,2017-2018
Rubén Blanco,es ESP,22-061,90,0,0,0,,0.0,3,26,11.5,39,4,59.0,46.5,7,42.9,42.4,19,0,0.0,0,5.7,6,2017-2018
Gerónimo Rulli,ar ARG,25-127,90,4,3,1,25.0,2.1,2,5,40.0,18,4,16.7,26.4,4,50.0,42.3,14,1,7.1,2,16.6,6,2017-2018
Jaume Doménech,es ESP,26-323,90,6,2,4,66.7,2.4,8,14,57.1,22,4,31.8,34.2,8,87.5,53.6,22,0,0.0,0,8.5,6,2017-2018
Antonio Adán,es ESP,30-135,90,1,0,1,100.0,0.0,3,8,37.5,22,3,27.3,27.2,12,16.7,28.7,14,1,7.1,0,14.7,6,2017-2018
Raúl Fernández,es ESP,29-196,90,6,4,2,33.3,2.3,13,22,59.1,16,1,75.0,47.6,10,100.0,66.1,9,1,11.1,0,12.4,6,2017-2018
