player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Raúl Fernández,es ESP,29-222,90,5,1,4,80.0,0.6,12,18,66.7,18,3,55.6,41.9,8,100.0,60.8,13,0,0.0,0,11.5,9,2017-2018
Vicente Guaita,es ESP,30-284,90,1,1,0,0.0,0.4,3,18,16.7,22,4,40.9,35.9,9,100.0,69.9,11,0,0.0,0,13.0,9,2017-2018
Antonio Adán,es ESP,30-161,90,3,0,3,100.0,0.9,5,10,50.0,29,5,31.0,33.2,6,16.7,29.5,11,1,9.1,0,11.2,9,2017-2018
Fernando Pacheco,es ESP,25-156,90,5,2,4,60.0,1.0,5,12,41.7,13,8,30.8,31.2,11,72.7,52.9,16,0,0.0,0,,9,2017-2018
Neto,br BRA,28-094,90,5,0,5,100.0,0.7,5,22,22.7,27,9,55.6,40.1,11,63.6,46.7,14,2,14.3,0,9.5,9,2017-2018
Sergio Rico,es ESP,24-050,90,8,4,4,50.0,4.0,6,11,54.5,9,5,22.2,25.6,11,81.8,54.7,12,0,0.0,0,11.5,9,2017-2018
Marc-André ter Stegen,de GER,25-174,90,5,0,5,100.0,0.4,2,7,28.6,35,6,14.3,25.7,4,50.0,50.8,13,1,7.7,2,13.9,9,2017-2018
Andrés Prieto,es ESP,24-004,90,4,2,2,50.0,2.2,7,18,38.9,14,2,71.4,43.0,8,100.0,55.3,8,0,0.0,0,5.7,9,2017-2018
Mariano Barbosa,ar ARG,33-087,90,5,0,5,100.0,1.1,5,10,50.0,21,6,33.3,33.4,7,42.9,37.3,8,0,0.0,0,10.0,9,2017-2018
Leandro Chichizola,ar ARG,27-209,90,9,4,6,55.6,2.5,3,11,27.3,32,8,25.0,29.3,13,23.1,34.2,11,1,9.1,3,17.0,9,2017-2018
Sergio Álvarez,es ESP,31-080,90,2,1,1,50.0,0.7,6,8,75.0,21,2,38.1,36.8,3,0.0,29.0,9,0,0.0,0,,9,2017-2018
Jan Oblak,si SVN,24-288,90,8,0,8,100.0,0.9,6,25,24.0,23,0,82.6,50.6,8,75.0,49.3,18,2,11.1,0,6.0,9,2017-2018
Iván Cuéllar,es ESP,33-148,90,1,0,1,100.0,0.2,5,20,25.0,20,2,70.0,50.1,7,85.7,60.7,20,0,0.0,0,8.3,9,2017-2018
Kepa Arrizabalaga,es ESP,23-019,90,4,1,3,75.0,1.3,8,20,40.0,29,6,48.3,41.6,10,60.0,49.6,10,1,10.0,1,14.8,9,2017-2018
Kiko Casilla,es ESP,31-020,90,2,0,2,100.0,0.4,2,5,40.0,31,10,12.9,29.7,9,11.1,31.1,24,0,0.0,1,12.2,9,2017-2018
Marko Dmitrović,rs SRB,25-271,90,7,3,5,57.1,2.0,7,24,29.2,22,4,72.7,54.1,8,100.0,72.4,11,1,9.1,3,13.9,9,2017-2018
Gerónimo Rulli,ar ARG,25-156,90,1,1,0,0.0,0.6,7,10,70.0,50,3,18.0,26.9,6,16.7,35.2,6,3,50.0,1,12.5,9,2017-2018
Pau López,es ESP,22-314,90,5,1,4,80.0,1.3,10,24,41.7,22,3,63.6,43.1,10,100.0,63.7,23,3,13.0,0,6.4,9,2017-2018
Francis Uzoho,ng NGA,18-360,90,6,2,4,83.3,2.6,5,13,38.5,11,2,63.6,38.9,8,75.0,45.4,11,0,0.0,1,23.0,9,2017-2018
Yassine Bounou,ma MAR,26-201,90,6,1,5,100.0,2.6,10,25,40.0,21,0,81.0,49.0,8,100.0,62.8,27,0,0.0,1,19.0,9,2017-2018
