player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Miguel Ángel Guerrero,9,es ESP,FW,27-282,75,0,0,0,0,1,0,0,0,25,0,0,1,0.0,0.0,0.1,4,0,17,19,89.5,3,14,0,2,1,34,2017-2018
   Claudio Beauvue,12,gp GLP,FW,30-004,15,0,0,0,0,1,0,0,0,2,0,0,0,0.1,0.1,0.0,0,0,0,1,0.0,0,2,0,0,0,34,2017-2018
Nordin Amrabat,7,ma MAR,LW,31-020,88,0,0,0,0,2,0,0,0,44,1,0,0,0.1,0.1,0.0,3,0,25,36,69.4,5,35,6,1,0,34,2017-2018
   Raúl García,14,es ESP,LW,28-355,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0,34,2017-2018
Nabil El Zhar,10,ma MAR,RW,31-236,90,0,0,0,0,3,0,0,0,50,0,1,0,0.2,0.2,0.0,4,0,29,41,70.7,7,38,4,7,5,34,2017-2018
Javier Eraso,17,es ESP,AM,28-029,69,0,0,0,0,2,0,0,0,41,1,0,0,0.4,0.4,0.0,2,0,24,32,75.0,2,20,0,2,1,34,2017-2018
   Darko Brašanac,24,rs SRB,AM,26-067,21,0,0,0,0,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,1,0,0,34,2017-2018
Rubén Pérez,21,es ESP,DM,28-359,90,0,0,0,0,0,0,0,0,59,3,1,0,0.0,0.0,0.0,2,0,41,52,78.8,5,19,1,1,1,34,2017-2018
Gabriel,8,br BRA,DM,24-214,90,0,0,0,0,1,0,0,0,76,2,4,3,0.0,0.0,0.0,1,0,40,57,70.2,4,32,1,4,4,34,2017-2018
Diego Rico,15,es ESP,LB,25-056,90,0,0,0,0,2,0,0,0,95,1,4,1,0.0,0.0,0.4,3,0,63,87,72.4,13,42,2,2,1,34,2017-2018
Dimitris Siovas,22,gr GRE,CB,29-216,90,0,0,0,0,0,0,0,0,45,2,1,1,0.0,0.0,0.0,0,0,32,36,88.9,3,17,0,0,0,34,2017-2018
Unai Bustinza,3,es ESP,CB,26-077,90,0,0,0,0,0,0,0,0,48,1,3,1,0.0,0.0,0.0,2,0,30,39,76.9,4,12,3,0,0,34,2017-2018
Joseba Zaldúa,20,es ESP,RB,25-300,90,0,0,0,0,1,0,0,0,81,1,5,3,0.1,0.1,0.1,3,0,51,65,78.5,4,22,1,3,1,34,2017-2018
Iván Cuéllar,1,es ESP,GK,33-328,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,23,36,63.9,0,14,0,0,0,34,2017-2018
Adrián López,15,es ESP,FW,30-102,90,0,0,0,0,2,0,1,0,25,0,0,0,0.3,0.3,0.0,2,0,11,21,52.4,1,8,0,0,0,34,2017-2018
Lucas Pérez,7,es ESP,FW,29-222,90,0,0,0,0,3,2,0,0,33,1,0,0,0.6,0.6,0.5,5,0,16,20,80.0,3,15,2,2,0,34,2017-2018
Emre Çolak,8,tr TUR,AM,26-335,69,0,0,0,0,1,0,1,0,36,0,0,0,0.0,0.0,0.1,4,0,24,33,72.7,4,22,1,2,2,34,2017-2018
   Borja Valle,19,es ESP,AM,25-285,21,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,7,9,77.8,1,6,0,0,0,34,2017-2018
Celso Borges,22,cr CRC,"LM,RM",29-328,78,0,0,0,0,0,0,0,0,55,4,0,1,0.0,0.0,0.1,2,0,28,45,62.2,2,31,1,0,0,34,2017-2018
   Florin Andone,10,ro ROU,RM,25-009,12,0,0,0,0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,2,4,50.0,0,2,1,0,0,34,2017-2018
Guilherme,20,br BRA,"RM,DM",27-015,90,0,0,0,0,1,0,0,0,62,8,4,2,0.2,0.2,0.4,1,0,29,38,76.3,3,19,0,2,1,34,2017-2018
Pedro Mosquera,5,es ESP,DM,29-364,55,0,0,0,0,0,0,0,0,31,3,0,3,0.0,0.0,0.0,0,0,15,23,65.2,0,10,0,0,0,34,2017-2018
   Federico Valverde,17,uy URU,LM,19-272,35,0,0,0,0,1,0,0,0,17,2,0,1,0.0,0.0,0.0,1,0,7,12,58.3,1,7,0,1,1,34,2017-2018
Luisinho,16,pt POR,LB,32-350,90,0,0,0,0,0,0,0,0,68,7,1,0,0.0,0.0,0.0,1,0,41,59,69.5,1,30,0,4,4,34,2017-2018
Fabian Schär,24,ch SUI,CB,26-121,90,0,0,0,0,2,0,0,0,58,2,4,2,0.0,0.0,0.0,0,0,25,40,62.5,1,19,0,0,0,34,2017-2018
