player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Leandro Chichizola,ar ARG,27-327,90,5,2,3,60.0,2.5,1,11,9.1,31,2,32.3,35.0,8,12.5,32.9,10,0,0.0,6,28.7,24,2017-2018
Sergio Rico,es ESP,24-169,90,3,1,2,100.0,1.0,5,20,25.0,27,3,51.9,40.1,7,85.7,57.6,20,1,5.0,0,11.0,24,2017-2018
Marko Dmitrović,rs SRB,26-024,90,6,2,4,66.7,2.8,10,23,43.5,28,1,67.9,49.2,4,100.0,78.3,1,0,0.0,4,21.6,24,2017-2018
Marc-André ter Stegen,de GER,25-293,90,3,0,3,100.0,0.6,8,25,32.0,45,4,26.7,31.6,17,76.5,50.3,18,0,0.0,0,11.0,24,2017-2018
Fernando Pacheco,es ESP,25-275,90,0,0,0,,0.0,3,9,33.3,14,4,35.7,31.6,5,80.0,51.6,9,0,0.0,0,6.0,24,2017-2018
Rubén,es ESP,33-240,90,3,1,2,66.7,0.4,11,18,61.1,15,4,60.0,37.9,10,90.0,57.3,22,2,9.1,1,14.0,24,2017-2018
Roberto,es ESP,32-007,90,3,2,1,66.7,1.4,6,30,20.0,22,0,95.5,58.3,9,100.0,64.2,14,0,0.0,0,,24,2017-2018
Neto,br BRA,28-213,90,3,1,2,66.7,1.1,2,9,22.2,17,8,41.2,38.7,6,33.3,38.2,29,2,6.9,0,4.7,24,2017-2018
Gerónimo Rulli,ar ARG,25-274,90,0,0,1,,0.0,5,9,55.6,42,6,7.1,24.0,8,75.0,41.3,8,3,37.5,1,11.6,24,2017-2018
Oier Olazábal,es ESP,28-157,90,4,3,0,50.0,2.4,8,22,36.4,18,2,66.7,44.2,10,100.0,70.7,15,2,13.3,0,13.3,24,2017-2018
Jan Oblak,si SVN,25-042,90,0,0,0,,0.0,6,10,60.0,14,3,35.7,34.1,7,71.4,49.9,9,0,0.0,0,15.0,24,2017-2018
Kepa Arrizabalaga,es ESP,23-138,90,4,2,2,50.0,1.7,8,18,44.4,26,7,30.8,37.0,13,76.9,56.4,11,1,9.1,0,8.3,24,2017-2018
Diego López,es ESP,36-107,90,2,1,1,50.0,0.5,1,9,11.1,22,7,31.8,33.3,4,50.0,43.0,9,2,22.2,1,11.0,24,2017-2018
Sergio Asenjo,es ESP,28-235,90,3,1,2,66.7,0.6,8,22,36.4,27,7,48.1,39.1,9,100.0,68.0,25,4,16.0,0,8.2,24,2017-2018
Antonio Adán,es ESP,30-281,90,9,5,4,44.4,2.3,3,11,27.3,24,3,37.5,34.0,2,100.0,54.0,12,1,8.3,0,4.0,24,2017-2018
Keylor Navas,cr CRC,31-065,90,5,3,3,40.0,2.2,3,14,21.4,15,4,40.0,40.4,11,72.7,52.2,17,0,0.0,1,38.0,24,2017-2018
Vicente Guaita,es ESP,31-040,90,1,0,1,100.0,0.3,4,19,21.1,18,3,72.2,50.6,6,100.0,68.5,10,1,10.0,1,13.3,24,2017-2018
Rubén Blanco,es ESP,22-209,90,5,3,2,40.0,2.1,7,16,43.8,35,6,37.1,37.5,5,60.0,54.6,7,0,0.0,3,23.8,24,2017-2018
Iván Cuéllar,es ESP,33-270,90,7,3,4,71.4,3.5,7,18,38.9,23,5,52.2,43.2,6,100.0,64.5,10,0,0.0,1,34.0,16,2017-2018
Kiko Casilla,es ESP,31-142,90,3,1,2,66.7,1.1,3,10,30.0,16,3,37.5,37.8,11,36.4,37.5,14,0,0.0,0,16.0,16,2017-2018
