player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Simone Zaza,9,it ITA,FW,26-086,66,0,0,0,0,1,0,0,0,2,0,0,0,1,3,2,60.0,5,2017-2018
   Rodrigo,19,es ESP,FW,26-197,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,5,2017-2018
Santi Mina,22,es ESP,FW,21-286,90,0,0,0,0,2,0,0,0,2,0,0,0,5,3,7,30.0,5,2017-2018
Gonçalo Guedes,7,pt POR,"LM,RM",20-294,90,0,0,0,1,2,0,0,0,4,0,0,0,3,1,3,25.0,5,2017-2018
Daniel Parejo,10,es ESP,CM,28-156,72,0,0,0,0,1,2,3,0,0,0,0,0,10,0,0,,5,2017-2018
   Nemanja Maksimović,6,rs SRB,CM,22-236,18,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,5,2017-2018
Geoffrey Kondogbia,16,cf CTA,CM,24-216,64,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,100.0,5,2017-2018
   Andreas Pereira,11,br BRA,"CM,LM",21-261,26,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,100.0,5,2017-2018
Carlos Soler,18,es ESP,"RM,CM",20-260,90,0,0,0,1,1,0,2,1,3,0,0,0,5,1,0,100.0,5,2017-2018
Toni Lato,26,es ESP,LB,19-302,90,0,0,0,1,0,0,1,0,2,0,0,0,4,1,0,100.0,5,2017-2018
Jeison Murillo,4,co COL,CB,25-115,90,0,0,0,2,1,0,0,3,1,0,0,0,2,2,1,66.7,5,2017-2018
Gabriel Paulista,5,br BRA,CB,26-297,90,0,0,0,1,0,0,0,4,1,0,0,0,7,0,0,,5,2017-2018
Martín Montoya,21,es ESP,RB,26-158,90,0,0,0,1,0,0,4,1,6,0,0,0,4,0,0,,5,2017-2018
Neto,13,br BRA,GK,28-062,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,5,2017-2018
Diego Rolán,24,uy URU,FW,24-179,90,0,0,0,0,3,0,1,1,0,0,0,0,5,0,2,0.0,5,2017-2018
Jony,21,es ESP,LM,26-072,90,0,0,0,0,1,0,17,1,0,0,0,0,5,0,0,,5,2017-2018
Recio,14,es ESP,CM,26-251,90,0,0,0,0,2,0,2,1,0,0,0,0,5,1,1,50.0,5,2017-2018
Zdravko Kuzmanović,6,rs SRB,CM,29-362,90,0,0,0,0,0,0,1,2,1,0,0,0,9,0,0,,5,2017-2018
Álex Mula,28,es ESP,RM,21-058,60,0,0,0,1,0,0,4,2,0,0,0,0,5,1,1,50.0,5,2017-2018
   Juanpi,10,ve VEN,RM,23-238,30,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,5,2017-2018
Esteban Rolón,5,ar ARG,DM,22-178,60,0,0,0,1,0,0,0,4,1,0,0,0,3,1,0,100.0,5,2017-2018
   Javier Ontiveros,17,es ESP,DM,20-010,30,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,,5,2017-2018
Federico Ricca,15,uy URU,LB,22-292,90,1,0,0,2,0,0,2,2,1,0,0,0,5,3,1,75.0,5,2017-2018
Diego González,3,es ESP,CB,22-234,69,0,0,0,1,0,0,0,4,0,0,0,0,5,3,5,37.5,5,2017-2018
   Paul Baysse,22,fr FRA,CB,29-124,21,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0,5,2017-2018
Luis Hernández,4,es ESP,CB,28-158,90,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,50.0,5,2017-2018
Cifu,12,es ESP,RB,26-349,90,0,0,0,4,1,0,7,2,1,0,0,0,3,1,2,33.3,5,2017-2018
Roberto,1,es ESP,GK,31-221,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,2017-2018
Lionel Messi,10,ar ARG,FW,30-087,90,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,5,2017-2018
Denis Suárez,6,es ESP,LW,23-256,90,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,,5,2017-2018
