player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Rubén,es ESP,33-246,90,1,0,1,100.0,0.3,3,14,21.4,11,0,81.8,52.0,9,55.6,55.6,12,0,0.0,0,11.0,25,2017-2018
Diego López,es ESP,36-112,90,5,0,4,100.0,1.5,6,22,27.3,16,4,68.8,50.3,13,84.6,57.1,18,1,5.6,0,11.0,25,2017-2018
Rubén Blanco,es ESP,22-214,90,2,0,2,100.0,0.1,7,29,24.1,28,4,50.0,42.1,19,78.9,62.0,28,1,3.6,1,16.5,25,2017-2018
Marko Dmitrović,rs SRB,26-031,90,3,2,1,33.3,1.6,9,28,32.1,24,0,83.3,56.3,8,100.0,76.6,9,0,0.0,8,24.7,25,2017-2018
Keylor Navas,cr CRC,31-071,90,5,0,5,100.0,0.9,4,5,80.0,20,7,5.0,26.2,10,40.0,41.1,10,1,10.0,2,24.0,25,2017-2018
Fernando Pacheco,es ESP,25-282,90,10,4,6,70.0,4.0,8,22,36.4,18,4,61.1,44.0,12,91.7,62.4,14,0,0.0,0,2.0,25,2017-2018
Iván Cuéllar,es ESP,33-273,90,0,0,0,,0.0,9,24,37.5,20,1,90.0,54.0,6,100.0,64.0,12,1,8.3,4,20.8,25,2017-2018
Leandro Chichizola,ar ARG,27-334,90,2,0,2,100.0,0.7,5,15,33.3,50,8,26.0,33.6,13,15.4,32.5,18,2,11.1,2,14.6,25,2017-2018
Marc-André ter Stegen,de GER,25-300,90,4,1,3,75.0,1.4,4,8,50.0,35,7,11.4,26.0,9,44.4,39.4,8,0,0.0,5,18.4,25,2017-2018
Yassine Bounou,ma MAR,26-325,90,13,6,7,53.8,4.3,3,14,21.4,18,2,50.0,44.8,5,100.0,73.0,6,1,16.7,2,17.0,25,2017-2018
Sergio Asenjo,es ESP,28-242,90,3,0,1,100.0,2.0,7,16,43.8,22,4,63.6,44.6,2,100.0,62.0,17,1,5.9,1,15.3,25,2017-2018
Vicente Guaita,es ESP,31-046,90,4,1,3,75.0,1.3,6,21,28.6,25,2,76.0,49.6,2,100.0,55.5,3,0,0.0,2,22.0,25,2017-2018
Kepa Arrizabalaga,es ESP,23-145,90,4,1,2,75.0,1.8,13,23,56.5,27,3,63.0,43.2,7,85.7,57.0,16,3,18.8,0,5.3,25,2017-2018
Roberto,es ESP,32-015,90,5,2,3,60.0,1.0,10,23,43.5,16,2,87.5,51.8,9,100.0,62.0,22,1,4.5,2,20.0,25,2017-2018
Neto,br BRA,28-221,90,3,1,2,66.7,1.8,4,18,22.2,17,2,70.6,49.3,8,75.0,55.5,13,0,0.0,0,,25,2017-2018
Toño Ramírez,es ESP,31-094,90,4,2,2,50.0,1.7,5,16,31.3,40,0,30.0,32.3,5,80.0,55.4,12,0,0.0,0,8.0,25,2017-2018
Sergio Rico,es ESP,24-177,90,8,5,3,50.0,4.0,1,3,33.3,18,7,11.1,22.5,5,20.0,31.4,9,0,0.0,2,15.2,25,2017-2018
Jan Oblak,si SVN,25-049,90,5,2,3,60.0,1.7,5,14,35.7,13,2,53.8,37.5,11,63.6,52.0,14,0,0.0,1,25.0,25,2017-2018
Oier Olazábal,es ESP,28-165,90,5,2,4,60.0,1.9,5,16,31.3,14,2,71.4,48.5,6,100.0,63.5,9,0,0.0,2,25.5,25,2017-2018
Antonio Adán,es ESP,30-289,90,2,0,2,100.0,0.4,5,8,62.5,28,4,3.6,20.5,10,70.0,53.5,17,1,5.9,0,9.0,25,2017-2018
