player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Maxi Gómez,7,uy URU,FW,21-278,90,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,38,2017-2018
Iago Aspas,10,es ESP,FW,30-291,66,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,38,2017-2018
   Lucas Boyé,9,ar ARG,FW,22-080,24,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0,38,2017-2018
Jozabed,16,es ESP,LM,27-072,85,1,1,0,0,1,0,0,,0,2,0,2,3,4,0,0,38,2017-2018
   Daniel Molina Orta,37,es ESP,LM,22-066,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,2017-2018
Nemanja Radoja,6,rs SRB,CM,25-102,90,3,2,1,1,1,1,1,100.0,0,1,0,1,0,3,2,0,38,2017-2018
Stanislav Lobotka,14,sk SVK,CM,23-175,90,4,3,3,1,0,1,5,20.0,4,1,1,0,1,5,1,0,38,2017-2018
Daniel Wass,18,dk DEN,RM,28-353,90,2,2,1,0,1,1,1,100.0,0,1,0,1,0,2,0,0,38,2017-2018
Jonny Castro,19,es ESP,LB,24-077,66,3,3,0,2,1,1,1,100.0,0,0,0,0,0,3,0,0,38,2017-2018
   Róbert Mazáň,15,sk SVK,LB,24-099,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,2017-2018
Sergi Gómez,20,es ESP,CB,26-052,90,5,4,5,0,0,2,3,66.7,1,1,1,0,0,5,2,0,38,2017-2018
Facundo Roncaglia,24,ar ARG,CB,31-098,90,1,0,1,0,0,1,2,50.0,1,2,1,1,3,4,3,0,38,2017-2018
Hugo Mallo,2,es ESP,RB,26-331,90,8,6,6,2,0,3,3,100.0,0,0,0,0,3,11,1,0,38,2017-2018
Sergio Álvarez,1,es ESP,GK,31-289,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,2017-2018
Armando Sadiku,7,al ALB,FW,26-357,58,1,1,0,1,0,0,0,,0,2,1,1,0,1,1,0,38,2017-2018
   Giampaolo Pazzini,17,it ITA,FW,33-290,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,2017-2018
José Luis Morales,11,es ESP,FW,30-300,74,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,38,2017-2018
   Enis Bardhi,10,mk MKD,FW,22-321,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,2017-2018
