player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Sergi Enrich,9,es ESP,FW,27-201,90,0,0,0,0,2,1,0,0,44,1,0,1,0.2,0.2,0.0,1,0,21,32,65.6,2,31,1,2,0,4,2017-2018
Kiké,17,es ESP,FW,27-294,76,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,1,0,11,16,68.8,0,18,0,2,1,4,2017-2018
   Gonzalo Escalante,5,ar ARG,"CM,FW",24-172,14,0,0,0,0,0,0,0,0,10,0,2,0,0.0,0.0,0.0,0,0,3,8,37.5,0,4,0,0,0,4,2017-2018
Takashi Inui,8,jp JPN,LM,29-105,90,0,1,0,0,1,0,0,0,47,2,1,5,0.0,0.0,0.1,3,1,18,29,62.1,2,27,4,5,2,4,2017-2018
Dani García,14,es ESP,CM,27-114,90,0,0,0,0,2,1,1,0,58,3,4,0,0.0,0.0,0.0,0,0,35,42,83.3,6,30,0,1,0,4,2017-2018
Joan Jordán,24,es ESP,"CM,FW",23-071,86,0,0,0,0,1,0,0,0,47,1,1,0,0.0,0.0,0.1,2,0,29,42,69.0,2,26,1,1,1,4,2017-2018
   Charles,19,br BRA,FW,33-164,4,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,4,2017-2018
Bebé,10,cv CPV,RM,27-065,61,0,0,0,0,1,0,0,0,37,2,3,1,0.0,0.0,0.2,4,0,15,27,55.6,0,16,1,3,1,4,2017-2018
   Anaitz Arbilla,18,es ESP,"RB,RM",30-123,29,0,0,0,0,0,0,0,0,28,2,1,1,0.0,0.0,0.0,0,0,15,24,62.5,1,7,0,0,0,4,2017-2018
José Ángel,15,es ESP,LB,28-010,90,0,0,0,0,1,0,0,0,64,4,1,0,0.0,0.0,0.0,0,0,34,53,64.2,7,35,3,3,1,4,2017-2018
Álex Gálvez,3,es ESP,CB,28-101,90,1,0,0,0,1,1,0,0,55,3,5,2,0.1,0.1,0.0,1,1,25,39,64.1,1,26,1,0,0,4,2017-2018
Paulo Oliveira,12,pt POR,CB,25-250,90,0,0,0,0,1,1,1,0,45,0,2,1,0.1,0.1,0.0,0,0,22,33,66.7,0,24,0,0,0,4,2017-2018
Ander Capa,7,es ESP,"RB,RM",25-219,90,0,0,0,0,0,0,0,0,56,3,2,0,0.0,0.0,0.0,2,0,28,44,63.6,3,33,5,3,3,4,2017-2018
Marko Dmitrović,25,rs SRB,GK,25-234,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,13,35,37.1,0,19,0,0,0,4,2017-2018
Miguel Ángel Guerrero,9,es ESP,FW,27-065,90,0,0,0,0,0,0,1,0,23,0,2,0,0.0,0.0,0.0,0,0,10,18,55.6,0,9,2,1,1,4,2017-2018
Naranjo,18,es ESP,"LM,CM",23-049,80,0,0,0,0,1,1,0,0,19,0,0,2,0.0,0.0,0.0,0,0,6,13,46.2,1,6,1,0,0,4,2017-2018
   Nordin Amrabat,25,ma MAR,CM,30-168,10,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,1,0,0,4,2017-2018
Gabriel,8,br BRA,CM,23-362,90,0,0,0,0,0,0,0,0,40,2,0,1,0.0,0.0,0.0,0,0,17,30,56.7,5,13,1,2,1,4,2017-2018
Darko Brašanac,24,rs SRB,CM,25-215,90,0,0,0,0,1,0,1,0,37,3,2,2,0.1,0.1,0.1,4,0,16,23,69.6,2,13,2,1,0,4,2017-2018
Omar Ramos,23,es ESP,RM,29-232,60,0,0,0,0,2,1,0,0,29,2,0,1,0.2,0.2,0.0,2,0,12,18,66.7,1,14,4,6,2,4,2017-2018
   Claudio Beauvue,12,gp GLP,FW,29-152,30,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,1,5,20.0,0,1,0,0,0,4,2017-2018
Diego Rico,15,es ESP,LB,24-204,90,0,0,0,0,0,0,1,0,60,6,3,2,0.0,0.0,0.1,3,0,18,46,39.1,3,17,0,1,1,4,2017-2018
Dimitris Siovas,22,gr GRE,CB,28-364,90,0,0,0,0,0,0,1,0,55,1,1,0,0.0,0.0,0.0,0,0,21,45,46.7,1,8,1,1,1,4,2017-2018
Martín Mantovani,5,ar ARG,CB,33-070,90,0,0,0,0,1,0,0,0,43,0,3,0,0.1,0.1,0.0,0,0,20,36,55.6,0,10,0,0,0,4,2017-2018
Ezequiel Muñoz,19,ar ARG,CB,26-342,12,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,0,0,0,0,4,2017-2018
   Mauro dos Santos,16,ar ARG,CB,28-070,78,0,0,0,0,0,0,1,0,21,2,0,2,0.0,0.0,0.0,0,0,8,12,66.7,0,3,0,0,0,4,2017-2018
Unai Bustinza,3,es ESP,RB,25-225,90,0,0,0,0,0,0,0,0,54,4,1,0,0.0,0.0,0.0,0,0,25,41,61.0,2,11,1,2,1,4,2017-2018
Iván Cuéllar,1,es ESP,GK,33-111,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,1,0,13,43,30.2,0,22,0,0,0,4,2017-2018
Álex Alegría,17,es ESP,FW,24-341,58,0,0,0,0,2,0,0,0,25,1,0,2,0.0,0.0,0.0,0,0,14,17,82.4,0,13,0,0,0,4,2017-2018
   Samu García,7,es ESP,FW,27-065,32,0,0,0,0,1,0,0,0,12,1,0,1,0.1,0.1,0.0,0,0,5,7,71.4,0,6,0,0,0,4,2017-2018
Ivi,14,es ESP,LW,23-079,90,0,0,0,0,1,0,0,0,42,0,2,2,0.0,0.0,0.0,1,0,18,28,64.3,1,31,7,5,1,4,2017-2018
Jason,23,es ESP,RW,23-072,90,0,0,0,0,1,0,0,0,43,0,1,1,0.6,0.6,0.0,0,0,19,33,57.6,3,24,1,7,3,4,2017-2018
Enis Bardhi,10,mk MKD,AM,22-076,90,1,0,0,0,1,1,1,0,48,3,2,1,0.1,0.1,0.0,1,0,24,33,72.7,0,25,2,4,0,4,2017-2018
Jefferson Lerma,8,co COL,DM,22-326,45,0,0,0,0,1,0,0,0,33,1,0,0,0.0,0.0,0.0,2,1,28,32,87.5,3,18,0,0,0,4,2017-2018
   Rober,4,es ESP,DM,22-212,45,0,0,0,0,0,0,0,0,25,1,1,0,0.0,0.0,0.0,1,0,17,21,81.0,1,13,0,0,0,4,2017-2018
José Campaña,24,es ESP,DM,24-108,81,0,0,0,0,1,1,0,0,52,0,1,1,0.0,0.0,0.0,3,1,37,46,80.4,10,40,4,3,3,4,2017-2018
   Cheick Doukouré,5,ci CIV,DM,25-005,9,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,4,2017-2018
