player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Sergio Rico,es ESP,24-105,90,2,0,2,100.0,0.2,0,3,0.0,16,8,12.5,21.4,6,16.7,36.8,14,0,0.0,0,14.5,16,2017-2018
Oier Olazábal,es ESP,28-092,90,6,0,6,100.0,2.0,12,31,38.7,26,1,76.9,50.1,11,100.0,60.2,17,1,5.9,0,5.5,16,2017-2018
Iago Herrerín,es ESP,29-325,90,2,0,2,100.0,0.5,17,29,58.6,29,3,58.6,41.6,12,100.0,65.7,15,0,0.0,1,18.0,16,2017-2018
Gerónimo Rulli,ar ARG,25-210,90,1,0,1,100.0,0.2,6,17,35.3,42,3,31.0,34.0,5,80.0,48.2,15,1,6.7,0,9.0,16,2017-2018
Marko Dmitrović,rs SRB,25-326,90,3,1,2,66.7,1.1,12,29,41.4,28,0,92.9,58.1,3,100.0,64.0,8,0,0.0,5,24.7,16,2017-2018
Neto,br BRA,28-150,90,3,2,1,33.3,0.7,8,25,32.0,13,2,69.2,45.7,16,100.0,62.0,28,0,0.0,0,9.0,16,2017-2018
Jan Oblak,si SVN,24-343,90,0,0,0,,0.0,6,17,35.3,26,5,50.0,40.4,4,100.0,60.3,10,0,0.0,0,18.0,16,2017-2018
Fernando Pacheco,es ESP,25-212,90,3,1,2,66.7,0.8,9,22,40.9,13,1,76.9,42.8,12,100.0,57.3,20,0,0.0,4,19.0,16,2017-2018
Yassine Bounou,ma MAR,26-256,90,0,0,0,,0.0,12,34,35.3,27,0,92.6,56.4,10,90.0,59.4,16,1,6.3,0,3.7,16,2017-2018
Vicente Guaita,es ESP,30-341,90,2,1,1,50.0,0.5,3,13,23.1,18,1,55.6,37.8,4,75.0,61.5,7,0,0.0,0,10.5,16,2017-2018
Rubén Blanco,es ESP,22-145,90,5,1,4,80.0,1.6,5,16,31.3,37,3,37.8,34.9,3,66.7,49.3,6,0,0.0,0,8.0,16,2017-2018
Sergio Asenjo,es ESP,28-172,90,3,0,3,100.0,1.2,3,13,23.1,11,2,45.5,41.8,8,100.0,67.4,19,2,10.5,0,7.5,16,2017-2018
Raúl Lizoain,es ESP,26-324,90,3,2,1,33.3,1.4,1,3,33.3,21,8,9.5,25.1,7,14.3,31.4,8,4,50.0,0,7.9,16,2017-2018
Pau López,es ESP,23-004,90,5,2,2,60.0,2.0,5,17,29.4,19,2,57.9,40.7,8,75.0,53.9,17,0,0.0,0,18.0,16,2017-2018
Marc-André ter Stegen,de GER,25-231,90,3,0,3,100.0,0.1,1,3,33.3,37,7,2.7,21.3,3,66.7,43.3,12,0,0.0,1,14.4,16,2017-2018
Rubén,es ESP,33-178,90,11,4,6,63.6,5.1,6,12,50.0,17,7,29.4,34.7,8,87.5,59.9,7,0,0.0,0,11.5,16,2017-2018
Roberto,es ESP,31-311,90,4,2,2,50.0,1.1,6,16,37.5,21,2,57.1,40.9,5,80.0,57.2,9,1,11.1,1,14.3,16,2017-2018
Antonio Adán,es ESP,30-219,90,2,0,2,100.0,0.0,4,16,25.0,31,6,29.0,32.3,11,63.6,46.5,21,0,0.0,2,21.5,16,2017-2018
Oier Olazábal,es ESP,28-096,90,2,0,2,100.0,0.4,6,20,30.0,19,2,63.2,47.7,10,80.0,57.8,13,0,0.0,3,29.3,17,2017-2018
Iván Cuéllar,es ESP,33-206,90,3,0,3,100.0,0.8,12,29,41.4,29,3,72.4,47.3,8,100.0,67.0,31,3,9.7,1,11.0,17,2017-2018
