player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Santi Mina,22,es ESP,FW,22-030,73,3,2,1,2,0,2,2,100.0,0,1,0,1,0,3,0,0,18,2017-2018
   Luciano Vietto,8,ar ARG,FW,24-032,17,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,18,2017-2018
Rodrigo,19,es ESP,FW,26-306,90,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,18,2017-2018
Gonçalo Guedes,7,pt POR,LM,21-038,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,18,2017-2018
Geoffrey Kondogbia,16,cf CTA,CM,24-325,90,3,2,0,3,0,1,1,100.0,0,0,0,0,1,4,5,0,18,2017-2018
Daniel Parejo,10,es ESP,CM,28-265,90,2,2,0,2,0,1,4,25.0,3,1,1,0,2,4,2,0,18,2017-2018
Andreas Pereira,11,br BRA,RM,22-005,81,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,18,2017-2018
   Nemanja Maksimović,6,rs SRB,RM,22-345,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2017-2018
José Luis Gayà,14,es ESP,LB,22-226,90,2,1,1,1,0,1,1,100.0,0,0,0,0,1,3,4,0,18,2017-2018
Gabriel Paulista,5,br BRA,CB,27-041,90,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,7,0,18,2017-2018
Ezequiel Garay,24,ar ARG,CB,31-088,90,1,1,0,1,0,0,0,,0,1,0,1,2,3,1,0,18,2017-2018
Nacho Vidal,30,es ESP,RB,22-347,66,3,3,2,0,1,3,5,60.0,2,1,1,0,1,4,2,0,18,2017-2018
   Rúben Vezo,3,pt POR,RB,23-256,24,3,2,1,1,1,1,1,100.0,0,0,0,0,0,3,2,0,18,2017-2018
Neto,13,br BRA,GK,28-171,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,2017-2018
Cristhian Stuani,7,uy URU,FW,31-086,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,18,2017-2018
Portu,9,es ESP,"FW,AM,WB",25-230,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,18,2017-2018
Álex Granell,6,es ESP,CM,29-157,45,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,18,2017-2018
   Borja García,24,es ESP,AM,27-065,45,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0,18,2017-2018
David Timor,16,es ESP,CM,28-081,90,5,1,2,1,2,2,2,100.0,0,1,1,0,1,6,4,0,18,2017-2018
Pere Pons,8,es ESP,CM,24-320,90,4,1,2,2,0,1,3,33.3,2,0,0,0,1,5,0,0,18,2017-2018
Johan Mojica,3,co COL,WB,25-138,73,1,0,1,0,0,0,0,,0,0,0,0,2,3,1,0,18,2017-2018
   Marlos Moreno,17,co COL,"AM,WB",21-108,17,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0,18,2017-2018
