player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Luuk de Jong,19,nl NED,FW,29-003,90,0,0,0,1,0,1,0,0,1,0,0,0,3,4,2,66.7,3,2019-2020
Nolito,8,es ESP,LW,32-319,78,0,0,0,3,1,1,1,0,2,0,0,0,4,1,3,25.0,3,2019-2020
   Rony Lopes,7,pt POR,LW,23-245,12,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,3,2019-2020
Munir El Haddadi,11,ma MAR,RW,23-363,54,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,3,2019-2020
   Bryan Gil,30,es ESP,RW,18-200,36,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0.0,3,2019-2020
Éver Banega,10,ar ARG,LM,31-062,90,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,,3,2019-2020
Fernando,25,br BRA,CM,32-036,90,1,0,0,3,0,0,0,2,2,0,0,0,7,4,1,80.0,3,2019-2020
Joan Jordán,24,es ESP,RM,25-055,69,0,0,0,2,0,0,6,1,1,0,0,0,7,1,0,100.0,3,2019-2020
   Franco Vázquez,22,ar ARG,RM,30-189,21,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,3,2019-2020
Sergio Reguilón,23,es ESP,LB,22-257,90,0,0,0,1,1,0,3,1,1,0,0,0,7,0,1,0.0,3,2019-2020
Daniel Carriço,6,pt POR,CB,31-026,90,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,50.0,3,2019-2020
Diego Carlos,20,br BRA,CB,26-168,90,1,0,0,1,1,0,1,0,1,0,0,0,3,4,0,100.0,3,2019-2020
Jesús Navas,16,es ESP,RB,33-282,90,0,0,0,1,2,0,11,1,1,0,0,0,4,0,2,0.0,3,2019-2020
Tomáš Vaclík,1,cz CZE,GK,30-154,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,3,2019-2020
Gabriel Fernández,19,uy URU,FW,25-109,52,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,20.0,3,2019-2020
   Santi Mina,22,es ESP,"FW,LM",23-266,38,0,0,0,3,1,0,0,0,0,0,0,0,2,2,2,50.0,3,2019-2020
Iago Aspas,10,es ESP,FW,32-029,90,0,0,0,2,4,0,1,2,1,0,0,0,2,2,1,66.7,3,2019-2020
Denis Suárez,6,es ESP,"LM,CM",25-236,90,0,0,0,1,2,0,1,2,2,0,0,0,3,0,1,0.0,3,2019-2020
Fran Beltrán,8,es ESP,"CM,RB",20-208,90,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,,3,2019-2020
Stanislav Lobotka,14,sk SVK,CM,24-278,90,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,,3,2019-2020
Brais Méndez,23,es ESP,RM,22-235,90,1,0,0,2,1,0,0,3,1,0,0,0,1,2,3,40.0,3,2019-2020
Lucas Olaza,15,uy URU,LB,25-040,90,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,50.0,3,2019-2020
Néstor Araujo,4,mx MEX,CB,28-001,75,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,33.3,3,2019-2020
