player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Ante Budimir,22,hr CRO,FW,28-053,74,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2019-2020
   Abdón Prats,9,es ESP,FW,26-280,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-2020
Aleix Febas,23,es ESP,FW,23-223,83,26,25,1,0,1,0,0,0,0,0,0,0,21,0,0,4,2019-2020
   Álex Alegría,10,es ESP,FW,26-338,7,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2019-2020
Lago Junior,11,ci CIV,LM,28-256,90,30,26,3,0,0,0,3,3,0,0,0,0,22,1,1,4,2019-2020
Salva Sevilla,8,es ESP,CM,35-179,90,56,43,12,5,0,0,6,3,4,3,1,0,47,1,0,4,2019-2020
Iddrisu Baba,12,gh GHA,CM,23-234,90,37,34,3,3,0,0,1,0,0,0,0,0,28,0,0,4,2019-2020
Dani Rodríguez,14,es ESP,RM,31-099,62,17,17,0,0,0,1,1,0,0,0,0,0,17,0,0,4,2019-2020
   Takefusa Kubo,26,jp JPN,RM,18-101,28,8,8,0,0,0,0,1,0,0,0,0,0,1,0,0,4,2019-2020
Baba Rahman,18,gh GHA,LB,25-073,90,52,38,13,0,0,0,5,13,0,0,0,0,34,1,0,4,2019-2020
Antonio Raillo,21,es ESP,CB,27-340,90,26,24,1,1,0,0,0,0,0,0,0,0,19,1,0,4,2019-2020
Martin Valjent,24,sk SVK,CB,23-276,90,27,25,2,2,0,0,0,0,0,0,0,0,22,0,0,4,2019-2020
Joan Sastre Vanrell,2,es ESP,RB,22-136,90,43,31,12,1,0,0,6,11,0,0,0,0,26,0,1,4,2019-2020
Manolo Reina,1,es ESP,GK,34-165,90,28,17,11,4,0,0,0,0,0,0,0,0,17,0,0,4,2019-2020
Iñaki Williams,9,gh GHA,"FW,LW",25-090,84,15,15,0,0,0,0,2,0,0,0,0,0,13,0,0,4,2019-2020
   Larra,12,es ESP,LW,21-270,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-2020
Iñigo Córdoba,11,es ESP,LW,22-184,57,14,14,0,0,0,0,0,0,0,0,0,0,10,0,1,4,2019-2020
   Aritz Aduriz,20,es ESP,FW,38-214,33,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2019-2020
Iker Muniain,10,es ESP,RW,26-268,90,29,29,0,0,0,0,0,0,0,0,0,0,26,0,0,4,2019-2020
Raúl García,22,es ESP,AM,33-064,90,36,35,0,0,0,0,1,0,0,0,0,0,21,1,0,4,2019-2020
Dani García,14,es ESP,DM,29-112,90,37,36,0,0,0,0,0,0,0,0,0,0,30,1,0,4,2019-2020
Unai López,8,es ESP,DM,23-318,51,32,25,7,4,0,3,2,0,2,0,1,0,26,0,0,4,2019-2020
   Beñat Etxebarria,7,es ESP,DM,32-206,39,20,15,5,1,0,0,4,0,4,1,3,0,13,0,0,4,2019-2020
Yuri Berchiche,17,es ESP,LB,29-215,90,42,37,5,1,0,0,0,4,0,0,0,0,35,0,1,4,2019-2020
Iñigo Martínez,4,es ESP,CB,28-119,90,39,37,2,2,0,2,0,0,0,0,0,0,31,0,0,4,2019-2020
Yeray Álvarez,5,es ESP,CB,24-232,90,48,46,2,2,0,0,1,0,0,0,0,0,36,0,0,4,2019-2020
Ander Capa,21,es ESP,RB,27-217,90,34,26,8,1,0,0,4,7,0,0,0,0,23,0,2,4,2019-2020
Unai Simón,1,es ESP,GK,22-094,90,27,11,16,7,0,0,0,0,0,0,0,0,19,0,0,4,2019-2020
Karim Benzema,9,fr FRA,FW,31-269,82,41,37,3,0,0,1,1,0,0,0,0,0,34,1,1,4,2019-2020
   Luka Jović,18,rs SRB,FW,21-265,8,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2019-2020
Vinicius Júnior,25,br BRA,"LM,RW,RM",19-064,90,31,30,0,0,0,0,1,0,0,0,0,0,24,1,0,4,2019-2020
Toni Kroos,8,de GER,"CM,DM",29-253,90,83,79,4,1,0,2,2,0,3,0,1,0,81,0,0,4,2019-2020
James Rodríguez,16,co COL,"CM,LM",28-064,90,75,66,9,2,2,2,7,3,4,0,2,0,58,0,2,4,2019-2020
