player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Karim Benzema,9,fr FRA,FW,31-353,90,36,35,1,0,0,1,1,0,0,0,0,0,27,0,1,16,2019-2020
Vinicius Júnior,25,br BRA,LW,19-148,84,31,31,0,0,1,0,3,0,0,0,0,0,24,0,2,16,2019-2020
   Éder Militão,3,br BRA,LB,21-323,6,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,16,2019-2020
Rodrygo,27,br BRA,RW,18-332,84,39,38,1,0,0,0,4,1,0,0,0,0,33,0,0,16,2019-2020
   Brahim Díaz,21,es ESP,"LM,RW",20-126,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2019-2020
Toni Kroos,8,de GER,LM,29-337,70,61,53,8,3,1,1,6,0,5,4,1,0,47,0,0,16,2019-2020
   Luka Modrić,10,hr CRO,"LM,AM",34-089,20,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,16,2019-2020
Casemiro,14,br BRA,"CM,DM",27-287,90,73,70,3,3,0,1,0,0,0,0,0,0,62,0,1,16,2019-2020
Federico Valverde,15,uy URU,RM,21-138,90,53,53,0,0,1,0,0,0,0,0,0,0,46,0,0,16,2019-2020
Ferland Mendy,23,fr FRA,LB,24-182,82,42,39,3,0,0,0,2,3,0,0,0,0,32,0,2,16,2019-2020
Sergio Ramos,4,es ESP,CB,33-252,90,58,56,2,2,0,0,0,0,0,0,0,0,51,0,0,16,2019-2020
Raphaël Varane,5,fr FRA,CB,26-226,90,50,48,2,2,0,0,0,0,0,0,0,0,41,0,0,16,2019-2020
Dani Carvajal,2,es ESP,RB,27-330,90,75,64,11,0,0,0,2,11,0,0,0,0,62,0,1,16,2019-2020
Thibaut Courtois,13,be BEL,GK,27-210,90,39,28,11,3,0,0,0,0,0,0,0,0,28,0,0,16,2019-2020
Jonathan Calleri,12,ar ARG,FW,26-075,82,22,21,1,0,0,0,1,0,0,0,0,0,10,0,0,16,2019-2020
   Óscar Melendo,14,es ESP,FW,22-106,8,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,16,2019-2020
Wu Lei,7,cn CHN,FW,28-018,64,13,12,1,0,0,0,1,0,0,0,0,0,9,0,0,16,2019-2020
   Víctor Campuzano,31,es ESP,FW,22-190,26,4,3,1,0,0,0,0,1,0,0,0,0,2,0,0,16,2019-2020
Dídac Vilà,17,es ESP,LW,30-181,90,37,24,13,0,0,0,2,13,0,0,0,0,25,0,4,16,2019-2020
Victor Gomez,34,es ESP,RW,19-250,90,40,34,6,0,0,0,4,6,0,0,0,0,29,0,1,16,2019-2020
Sergi Darder,10,es ESP,CM,25-350,90,33,29,4,2,0,1,0,2,0,0,0,0,26,0,1,16,2019-2020
Esteban Granero,23,es ESP,CM,32-158,72,37,26,11,8,0,0,5,0,2,1,1,0,23,0,1,16,2019-2020
   Pol Lozano,26,es ESP,CM,20-062,18,7,6,1,0,0,0,1,0,1,0,1,0,6,0,0,16,2019-2020
Marc Roca,21,es ESP,DM,23-011,90,38,37,1,1,0,0,0,0,0,0,0,0,29,0,1,16,2019-2020
Fernando Calero,24,es ESP,CB,24-084,90,33,32,1,0,0,1,0,1,0,0,0,0,30,0,0,16,2019-2020
Bernardo Espinosa,20,co COL,CB,30-149,90,32,32,0,0,0,0,0,0,0,0,0,0,26,0,0,16,2019-2020
David López,15,es ESP,CB,30-059,90,45,45,0,0,0,1,0,0,0,0,0,0,35,0,2,16,2019-2020
Diego López,13,es ESP,GK,38-034,90,37,22,14,4,0,0,0,0,0,0,0,0,22,1,0,16,2019-2020
Roberto Soldado,9,es ESP,FW,34-194,70,9,8,1,0,0,0,0,0,0,0,0,0,7,0,0,16,2019-2020
   Yan Brice Eteki,8,cm CMR,AM,22-103,20,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,16,2019-2020
Álvaro Vadillo,7,es ESP,LW,25-086,81,35,27,8,3,0,1,9,0,5,0,4,0,21,0,2,16,2019-2020
   Darwin Machís,23,ve VEN,LW,26-303,9,3,2,1,0,0,0,0,0,1,0,0,0,2,0,0,16,2019-2020
Antonio Puertas,10,es ESP,RW,27-289,90,17,17,0,0,0,0,3,0,0,0,0,0,11,0,1,16,2019-2020
Carlos Fernández,24,es ESP,"AM,FW",23-199,90,21,20,1,1,0,0,0,0,0,0,0,0,11,0,0,16,2019-2020
Yangel Herrera,21,ve VEN,DM,21-327,90,39,38,0,0,1,0,0,0,0,0,0,0,28,1,1,16,2019-2020
Maxime Gonalons,4,fr FRA,DM,30-272,90,41,37,4,4,0,0,0,0,0,0,0,0,33,0,1,16,2019-2020
Quini,17,es ESP,LB,30-074,36,16,8,8,0,0,0,1,8,0,0,0,0,10,0,1,16,2019-2020
   Carlos Neva,15,es ESP,LB,23-178,54,29,21,7,1,0,0,5,6,0,0,0,0,19,1,1,16,2019-2020
José Martínez,5,es ESP,CB,26-298,90,35,35,0,0,0,0,0,0,0,0,0,0,26,0,0,16,2019-2020
Domingos Duarte,22,pt POR,CB,24-272,90,43,39,4,4,0,1,0,0,0,0,0,0,34,0,0,16,2019-2020
Víctor Díaz,16,es ESP,RB,31-178,90,44,34,10,1,0,0,3,9,0,0,0,0,28,0,1,16,2019-2020
Rui Silva,1,pt POR,GK,25-303,90,29,22,7,0,0,0,0,0,0,0,0,0,18,0,0,16,2019-2020
Lucas Pérez,7,es ESP,FW,31-088,68,9,7,2,1,0,0,2,0,1,1,0,0,3,0,0,16,2019-2020
   Pere Pons,20,es ESP,FW,26-290,22,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,16,2019-2020
Joselu,9,es ESP,FW,29-255,90,26,26,0,0,0,0,0,0,0,0,0,0,14,0,1,16,2019-2020
Luis Rioja,11,es ESP,LM,26-052,58,18,17,1,0,0,0,4,0,0,0,0,0,11,0,0,16,2019-2020
