player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Maxi Gómez,22,uy URU,FW,23-184,90,15,13,1,0,0,0,0,0,0,0,0,0,11,1,0,24,2019-2020
Gonçalo Guedes,7,pt POR,FW,23-077,59,26,24,2,0,0,1,1,0,0,0,0,0,21,0,0,24,2019-2020
   Kévin Gameiro,9,fr FRA,FW,32-281,31,14,14,0,0,0,0,0,0,0,0,0,0,8,0,3,24,2019-2020
Carlos Soler,8,es ESP,LM,23-043,79,25,24,1,0,0,0,0,1,0,0,0,0,21,0,0,24,2019-2020
   Denis Cheryshev,11,ru RUS,LM,29-050,11,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,24,2019-2020
Geoffrey Kondogbia,6,cf CTA,CM,26-364,90,76,73,3,3,0,3,0,0,0,0,0,0,62,0,0,24,2019-2020
Daniel Parejo,10,es ESP,CM,30-304,90,102,85,17,6,0,5,9,0,11,2,4,0,84,0,1,24,2019-2020
Ferrán Torres,20,es ESP,RM,19-350,90,45,40,5,2,0,0,8,3,0,0,0,0,32,0,2,24,2019-2020
José Luis Gayà,14,es ESP,LB,24-265,90,54,46,8,0,0,1,6,8,0,0,0,0,34,0,2,24,2019-2020
Eliaquim Mangala,4,fr FRA,CB,29-001,90,54,52,2,2,0,0,0,0,0,0,0,0,50,0,0,24,2019-2020
Gabriel Paulista,5,br BRA,CB,29-080,89,85,84,1,1,0,0,1,0,0,0,0,0,70,0,0,24,2019-2020
   Mouctar Diakhaby,12,gn GUI,CB,23-057,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,24,2019-2020
Daniel Wass,18,dk DEN,RB,30-259,90,88,78,10,1,0,0,5,9,0,0,0,0,66,0,1,24,2019-2020
Jaume Doménech,1,es ESP,GK,29-101,90,30,22,8,3,0,0,0,0,0,0,0,0,23,0,0,24,2019-2020
Ángel Correa,10,ar ARG,"FW,LM",24-342,90,16,16,0,0,0,0,0,0,0,0,0,0,11,0,0,24,2019-2020
Vitolo,20,es ESP,FW,30-104,90,42,42,0,0,0,0,0,0,0,0,0,0,31,0,1,24,2019-2020
Saúl Ñíguez,8,es ESP,"LM,LB",25-085,90,41,34,6,1,0,0,0,4,0,0,0,0,31,1,0,24,2019-2020
Koke,6,es ESP,CM,28-037,76,49,44,5,3,0,0,2,0,2,1,0,0,42,0,0,24,2019-2020
   Yannick Carrasco,21,be BEL,CM,26-163,14,5,4,1,0,0,0,2,0,1,1,0,0,1,0,0,24,2019-2020
