player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Roberto Soldado,9,es ESP,FW,34-201,70,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.0,1,0,12,19,63.2,2,15,0,1,1,17,2019-2020
   Adrián Ramos,20,co COL,FW,33-326,20,0,0,0,0,2,0,0,0,14,2,0,0,0.1,0.1,0.0,1,0,5,9,55.6,2,8,0,0,0,17,2019-2020
Álvaro Vadillo,7,es ESP,"LW,RW",25-093,90,0,0,0,0,2,0,0,0,52,2,1,1,0.1,0.1,0.3,7,0,28,42,66.7,2,34,5,4,2,17,2019-2020
Antonio Puertas,10,es ESP,RW,27-296,52,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,1,0,10,12,83.3,0,15,1,2,0,17,2019-2020
   Darwin Machís,23,ve VEN,LW,26-310,38,1,0,0,0,2,1,0,0,11,0,0,0,0.4,0.4,0.0,3,0,7,9,77.8,2,9,1,1,1,17,2019-2020
Carlos Fernández,24,es ESP,AM,23-206,90,0,0,0,0,4,1,1,0,41,0,0,1,0.2,0.2,0.0,1,0,15,25,60.0,1,30,1,3,0,17,2019-2020
Maxime Gonalons,4,fr FRA,DM,30-279,74,0,0,0,0,2,1,1,0,37,5,1,1,0.1,0.1,0.0,0,0,18,26,69.2,1,23,2,1,1,17,2019-2020
   Yan Brice Eteki,8,cm CMR,DM,22-110,16,0,0,0,0,1,0,1,0,12,1,0,1,0.0,0.0,0.0,0,0,4,7,57.1,0,7,1,3,2,17,2019-2020
Yangel Herrera,21,ve VEN,DM,21-334,90,0,0,0,0,2,0,0,0,45,6,1,3,0.1,0.1,0.0,7,1,26,33,78.8,5,30,1,0,0,17,2019-2020
Carlos Neva,15,es ESP,LB,23-185,90,0,0,0,0,2,1,1,0,49,0,1,1,0.1,0.1,0.1,2,0,31,43,72.1,4,26,2,1,0,17,2019-2020
José Martínez,5,es ESP,CB,26-305,90,0,0,0,0,0,0,0,0,49,2,1,2,0.0,0.0,0.0,0,0,28,40,70.0,1,29,1,0,0,17,2019-2020
