player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Joselu,9,es ESP,FW,29-317,82,0,0,0,2,1,0,0,0,1,0,0,0,3,5,3,62.5,23,2019-2020
   Martin Agirregabiria,21,es ESP,CB,23-273,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,23,2019-2020
Oliver Burke,24,sct SCO,"LM,RM",22-306,70,0,0,0,0,1,0,3,1,1,0,0,0,4,1,0,100.0,23,2019-2020
   Édgar Méndez,16,es ESP,"RM,LM",30-036,20,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,100.0,23,2019-2020
Manu García,19,es ESP,CM,33-287,90,1,0,0,5,2,0,0,2,1,0,0,0,6,3,1,75.0,23,2019-2020
Víctor Camarasa,10,es ESP,CM,25-255,90,0,0,0,0,1,1,1,1,0,0,0,0,5,0,2,0.0,23,2019-2020
Aleix Vidal,18,es ESP,"RM,LM",30-170,90,1,0,0,0,2,0,2,0,0,0,0,0,2,0,0,,23,2019-2020
Ljubomir Fejsa,15,rs SRB,DM,31-177,45,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0.0,23,2019-2020
   Lucas Pérez,7,es ESP,FW,31-150,45,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,23,2019-2020
Rubén Duarte,3,es ESP,LB,24-112,90,0,0,0,0,0,0,2,1,1,0,0,0,10,4,4,50.0,23,2019-2020
Lisandro Magallán,6,ar ARG,CB,26-133,90,0,0,0,1,0,0,0,0,0,0,0,0,7,7,4,63.6,23,2019-2020
Víctor Laguardia,5,es ESP,CB,30-094,90,0,0,0,1,0,0,0,0,1,0,0,0,3,2,5,28.6,23,2019-2020
Ximo Navarro,23,es ESP,RB,30-015,90,1,0,0,4,1,0,1,1,0,0,0,0,5,4,2,66.7,23,2019-2020
