player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Maxi Gómez,22,uy URU,FW,23-184,90,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,24,2019-2020
Gonçalo Guedes,7,pt POR,FW,23-077,59,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0,24,2019-2020
   Kévin Gameiro,9,fr FRA,FW,32-281,31,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,24,2019-2020
Carlos Soler,8,es ESP,LM,23-043,79,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,24,2019-2020
   Denis Cheryshev,11,ru RUS,LM,29-050,11,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,24,2019-2020
Geoffrey Kondogbia,6,cf CTA,CM,26-364,90,4,4,2,2,0,0,1,0.0,1,1,0,1,5,9,1,0,24,2019-2020
Daniel Parejo,10,es ESP,CM,30-304,90,2,1,2,0,0,1,3,33.3,2,1,1,0,0,2,2,0,24,2019-2020
Ferrán Torres,20,es ESP,RM,19-350,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,24,2019-2020
José Luis Gayà,14,es ESP,LB,24-265,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,4,0,24,2019-2020
Eliaquim Mangala,4,fr FRA,CB,29-001,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,24,2019-2020
Gabriel Paulista,5,br BRA,CB,29-080,89,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,3,0,24,2019-2020
   Mouctar Diakhaby,12,gn GUI,CB,23-057,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Daniel Wass,18,dk DEN,RB,30-259,90,3,1,1,1,1,3,4,75.0,1,0,0,0,2,5,2,0,24,2019-2020
Jaume Doménech,1,es ESP,GK,29-101,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Ángel Correa,10,ar ARG,"FW,LM",24-342,90,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,24,2019-2020
Vitolo,20,es ESP,FW,30-104,90,2,1,1,1,0,1,3,33.3,2,0,0,0,0,2,1,0,24,2019-2020
Saúl Ñíguez,8,es ESP,"LM,LB",25-085,90,5,4,4,1,0,4,9,44.4,5,2,0,2,1,6,4,0,24,2019-2020
Koke,6,es ESP,CM,28-037,76,1,1,0,1,0,0,2,0.0,2,1,1,0,3,4,0,0,24,2019-2020
   Yannick Carrasco,21,be BEL,CM,26-163,14,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,24,2019-2020
Thomas Partey,5,gh GHA,CM,26-246,90,2,0,0,1,1,2,3,66.7,1,3,1,2,3,5,0,0,24,2019-2020
Marcos Llorente,14,es ESP,RM,25-015,90,2,0,1,0,1,1,2,50.0,1,2,0,2,0,2,1,0,24,2019-2020
Renan Lodi,12,br BRA,LB,21-312,52,4,3,3,0,1,3,6,50.0,3,0,0,0,0,4,0,0,24,2019-2020
   Šime Vrsaljko,24,hr CRO,RB,28-035,38,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,1,0,24,2019-2020
Felipe,18,br BRA,CB,30-274,90,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,10,0,24,2019-2020
Stefan Savić,15,me MNE,CB,29-037,90,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,2,0,24,2019-2020
Santiago Arias,4,co COL,"RB,LB",28-032,65,2,0,1,1,0,1,1,100.0,0,1,0,1,1,3,1,0,24,2019-2020
   Álvaro Morata,9,es ESP,FW,27-114,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,24,2019-2020
Jan Oblak,13,si SVN,GK,27-038,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Ante Budimir,22,hr CRO,FW,28-208,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,24,2019-2020
Dani Rodríguez,14,es ESP,"LW,AM",31-254,90,4,4,2,2,0,2,2,100.0,0,2,1,1,0,4,1,0,24,2019-2020
Cucho,29,co COL,"RW,LW",20-301,90,3,2,0,3,0,2,3,66.7,1,2,0,2,0,3,1,0,24,2019-2020
Aleix Febas,23,es ESP,AM,24-013,51,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,24,2019-2020
   Takefusa Kubo,26,jp JPN,RW,18-256,39,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,24,2019-2020
Salva Sevilla,8,es ESP,DM,35-334,90,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,1,0,24,2019-2020
Iddrisu Baba,12,gh GHA,DM,24-024,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0,24,2019-2020
Lumor Agbenyenu,3,gh GHA,LB,23-184,27,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0,24,2019-2020
   Leonardo Koutris,18,gr GRE,LB,24-207,63,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,6,0,24,2019-2020
Antonio Raillo,21,es ESP,CB,28-130,90,0,0,0,0,0,0,0,,0,2,2,0,0,0,2,0,24,2019-2020
Martin Valjent,24,sk SVK,CB,24-066,90,0,0,0,0,0,0,0,,0,1,1,0,3,3,3,0,24,2019-2020
Alejandro Pozo Pozo,7,es ESP,RB,20-358,83,0,0,0,0,0,0,1,0.0,1,1,0,1,3,3,1,0,24,2019-2020
   Aleksandar Sedlar,20,rs SRB,RB,28-064,7,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,24,2019-2020
Manolo Reina,1,es ESP,GK,34-320,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Lucas Pérez,7,es ESP,FW,31-158,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,24,2019-2020
Joselu,9,es ESP,FW,29-325,90,1,0,0,0,1,0,2,0.0,2,1,0,1,0,1,2,0,24,2019-2020
Oliver Burke,24,sct SCO,"LM,RM",22-314,56,2,2,0,2,0,2,2,100.0,0,1,0,1,0,2,2,0,24,2019-2020
   Édgar Méndez,16,es ESP,"WB,RM",30-044,34,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,24,2019-2020
Ljubomir Fejsa,15,rs SRB,CM,31-185,90,3,2,0,3,0,1,2,50.0,1,0,0,0,1,4,2,0,24,2019-2020
Víctor Camarasa,10,es ESP,CM,25-263,90,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,1,0,24,2019-2020
Aleix Vidal,18,es ESP,"RM,LM,WB",30-178,76,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,24,2019-2020
   Martin Agirregabiria,21,es ESP,WB,23-281,14,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0,24,2019-2020
Rubén Duarte,3,es ESP,"LB,CB",24-120,90,1,0,0,1,0,0,1,0.0,1,1,0,1,2,3,0,0,24,2019-2020
Lisandro Magallán,6,ar ARG,CB,26-141,67,1,1,1,0,0,0,0,,0,1,0,1,1,2,2,0,24,2019-2020
   Manu García,19,es ESP,CM,33-295,23,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,24,2019-2020
Víctor Laguardia,5,es ESP,CB,30-102,90,3,2,2,1,0,3,3,100.0,0,0,0,0,1,4,5,0,24,2019-2020
Ximo Navarro,23,es ESP,"RB,CB",30-023,90,1,1,0,1,0,0,1,0.0,1,1,1,0,1,2,6,0,24,2019-2020
Fernando Pacheco,1,es ESP,GK,27-273,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,24,2019-2020
Antoine Griezmann,17,fr FRA,FW,28-331,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,24,2019-2020
Ansu Fati,31,es ESP,LW,17-107,84,2,1,2,0,0,0,0,,0,0,0,0,0,2,1,0,24,2019-2020
   Arturo Vidal,22,cl CHI,LW,32-269,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Lionel Messi,10,ar ARG,RW,32-236,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Arthur Melo,8,br BRA,LM,23-187,74,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
   Ivan Rakitić,4,hr CRO,LM,31-342,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,24,2019-2020
Sergio Busquets,5,es ESP,CM,31-214,90,3,3,1,2,0,1,2,50.0,1,4,1,3,1,4,1,1,24,2019-2020
Frenkie de Jong,21,nl NED,RM,22-279,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,24,2019-2020
Jordi Alba,18,es ESP,LB,30-331,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
   Junior Firpo,24,es ESP,LB,23-177,69,1,1,1,0,0,0,0,,0,2,1,1,1,2,1,0,24,2019-2020
Samuel Umtiti,23,fr FRA,CB,26-093,90,1,0,1,0,0,0,0,,0,1,1,0,5,6,0,0,24,2019-2020
Gerard Piqué,3,es ESP,CB,33-013,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,24,2019-2020
Sergi Roberto,20,es ESP,RB,28-008,90,2,2,1,1,0,0,0,,0,0,0,0,2,4,1,0,24,2019-2020
Marc-André ter Stegen,1,de GER,GK,27-291,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,24,2019-2020
Jaime Mata,7,es ESP,FW,31-114,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,24,2019-2020
Jorge Molina,19,es ESP,FW,37-299,51,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,24,2019-2020
   Ángel Rodríguez,9,es ESP,FW,32-295,39,2,1,0,0,2,0,1,0.0,1,0,0,0,0,2,0,0,24,2019-2020
Marc Cucurella,15,es ESP,"LM,LB",21-208,90,2,1,1,1,0,1,1,100.0,0,4,1,3,0,2,0,0,24,2019-2020
Nemanja Maksimović,20,rs SRB,CM,25-020,90,3,2,0,3,0,0,1,0.0,1,0,0,0,3,6,0,0,24,2019-2020
Mauro Arambarri,18,uy URU,CM,24-138,90,4,2,0,3,1,2,4,50.0,2,1,0,1,5,9,1,0,24,2019-2020
Oghenekaro Etebo,5,ng NGA,RM,24-098,66,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,0,0,24,2019-2020
   Amath,11,sn SEN,RM,23-214,24,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0,24,2019-2020
Mathías Olivera,17,uy URU,LB,22-107,51,1,1,0,1,0,1,1,100.0,0,2,0,2,0,1,0,0,24,2019-2020
   Kenedy,25,br BRA,LM,24-007,39,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,24,2019-2020
Xabier Etxeita,16,es ESP,CB,32-107,90,3,2,1,2,0,3,5,60.0,2,1,1,0,2,5,1,0,24,2019-2020
Djené,2,tg TOG,CB,28-046,90,2,2,1,1,0,1,3,33.3,2,1,0,1,3,5,0,0,24,2019-2020
Allan Nyom,12,cm CMR,RB,31-281,90,1,1,0,1,0,0,1,0.0,1,2,1,1,1,2,0,0,24,2019-2020
David Soria,13,es ESP,GK,26-317,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,24,2019-2020
Paco Alcácer,17,es ESP,FW,26-169,75,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,24,2019-2020
   Samuel Chukwueze,11,ng NGA,FW,20-269,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Moi Gómez,23,es ESP,"LW,LM",25-237,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,24,2019-2020
Gerard Moreno,7,es ESP,"RW,RM",27-314,90,1,1,1,0,0,1,4,25.0,3,2,1,1,1,2,2,0,24,2019-2020
Santi Cazorla,8,es ESP,AM,35-064,89,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,24,2019-2020
   Pau Torres,4,es ESP,"AM,CB",23-030,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Vicente Iborra,10,es ESP,DM,32-030,45,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,24,2019-2020
   Andre-Frank Zambo Anguissa,19,cm CMR,"DM,CM",24-091,45,2,2,1,0,1,2,3,66.7,1,1,1,0,1,3,1,0,24,2019-2020
Manu Trigueros,14,es ESP,"DM,CM",28-121,90,2,2,1,1,0,1,4,25.0,3,4,2,2,0,2,1,0,24,2019-2020
Rubén Peña,20,es ESP,LB,28-212,90,2,1,1,1,0,0,2,0.0,2,3,1,2,0,2,4,0,24,2019-2020
Ramiro Funes Mori,6,ar ARG,CB,28-347,90,2,0,1,1,0,0,0,,0,1,0,1,0,2,3,0,24,2019-2020
Raúl Albiol,3,es ESP,CB,34-164,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,24,2019-2020
Mario Gaspar,2,es ESP,RB,29-083,90,0,0,0,0,0,0,0,,0,1,1,0,3,3,3,0,24,2019-2020
Sergio Asenjo,1,es ESP,GK,30-232,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Borja Mayoral,21,es ESP,FW,22-316,70,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
   José Luis Morales,11,es ESP,"FW,RM",32-207,20,1,1,0,0,1,1,1,100.0,0,1,0,1,1,2,0,0,24,2019-2020
Roger Martí,9,es ESP,FW,29-043,90,1,0,0,1,0,0,3,0.0,3,0,0,0,0,1,1,0,24,2019-2020
Enis Bardhi,10,mk MKD,LM,24-228,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,24,2019-2020
Nikola Vukčević,17,me MNE,CM,28-064,80,1,1,0,0,1,0,0,,0,0,0,0,1,2,1,0,24,2019-2020
   Sergio León,7,es ESP,"CM,FW",31-040,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
José Campaña,24,es ESP,CM,26-260,90,0,0,0,0,0,0,3,0.0,3,1,1,0,0,0,1,0,24,2019-2020
Rubén Rochina,16,es ESP,RM,28-329,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Carlos Clerc,19,es ESP,LB,27-359,88,1,0,0,1,0,1,1,100.0,0,1,1,0,0,1,0,0,24,2019-2020
   Toño,3,es ESP,LB,30-100,2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,24,2019-2020
Rúben Vezo,14,pt POR,CB,25-296,90,2,1,2,0,0,0,0,,0,0,0,0,2,4,5,0,24,2019-2020
Sergio Postigo,15,es ESP,CB,31-103,90,2,2,1,0,1,1,1,100.0,0,4,1,3,0,2,6,0,24,2019-2020
Jorge Miramón,20,es ESP,RB,30-258,90,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,3,0,24,2019-2020
Aitor Fernández,13,es ESP,GK,28-288,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,24,2019-2020
Carlos Fernández,24,es ESP,FW,23-269,90,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0,24,2019-2020
Álvaro Vadillo,7,es ESP,"LM,RW,RM",25-156,70,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,24,2019-2020
   Fede Vico,14,es ESP,AM,25-226,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,2019-2020
Maxime Gonalons,4,fr FRA,"CM,DM",30-342,90,1,0,0,1,0,0,2,0.0,2,1,0,1,1,2,2,1,24,2019-2020
Yangel Herrera,21,ve VEN,"CM,DM",22-032,90,4,3,0,3,1,0,2,0.0,2,2,0,2,3,7,0,0,24,2019-2020
Gil Bastião Dias,17,pt POR,RM,23-140,52,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,24,2019-2020
   Darwin Machís,23,ve VEN,"LW,LM",27-008,38,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,24,2019-2020
