player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Roberto Soldado,9,es ESP,FW,35-023,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0.0,30,2019-2020
   Darwin Machís,23,ve VEN,LW,27-133,45,0,0,0,1,2,0,7,0,0,0,0,0,1,0,3,0.0,30,2019-2020
Antonio Puertas,10,es ESP,"RW,LW",28-119,90,0,0,0,0,1,0,5,0,1,0,0,0,8,0,1,0.0,30,2019-2020
Fede Vico,14,es ESP,"RW,AM",25-351,60,0,0,0,0,0,0,4,0,0,0,0,0,5,1,0,100.0,30,2019-2020
   Ramon Azeez,12,ng NGA,"DM,AM",27-190,30,0,0,0,2,2,0,0,3,0,0,0,0,5,1,1,50.0,30,2019-2020
Carlos Fernández,24,es ESP,"AM,FW",24-028,90,0,0,0,2,1,0,1,0,0,0,0,0,2,0,4,0.0,30,2019-2020
Yan Brice Eteki,8,cm CMR,DM,22-298,60,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,,30,2019-2020
   Antonio Cortés,18,es ESP,"FW,DM",20-064,30,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,30,2019-2020
Yangel Herrera,21,ve VEN,DM,22-157,90,0,0,0,3,5,0,1,1,1,0,0,0,8,3,3,50.0,30,2019-2020
Carlos Neva,15,es ESP,LB,24-007,76,0,0,0,0,0,0,4,2,0,0,0,0,8,1,1,50.0,30,2019-2020
   Gil Bastião Dias,17,pt POR,LB,23-265,14,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,,30,2019-2020
Germán Sánchez,6,es ESP,CB,33-190,90,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,75.0,30,2019-2020
Domingos Duarte,22,pt POR,CB,25-101,90,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,100.0,30,2019-2020
Víctor Díaz,16,es ESP,RB,32-007,82,0,0,0,1,0,0,6,1,0,0,0,0,3,2,0,100.0,30,2019-2020
   Dimitri Foulquier,2,fr FRA,RB,27-088,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,30,2019-2020
Rui Silva,1,pt POR,GK,26-133,90,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,100.0,30,2019-2020
Carlos Bacca,9,co COL,FW,33-285,54,0,0,0,1,2,0,0,0,0,0,0,0,1,2,1,66.7,30,2019-2020
   Paco Alcácer,17,es ESP,FW,26-294,36,0,0,0,0,1,1,0,1,0,0,0,0,2,1,3,25.0,30,2019-2020
Gerard Moreno,7,es ESP,FW,28-073,80,0,0,0,1,1,0,0,0,1,0,0,0,7,1,4,20.0,30,2019-2020
   Santi Cazorla,8,es ESP,FW,35-189,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,30,2019-2020
Javier Ontiveros,24,es ESP,LM,22-284,64,0,0,0,1,1,0,0,1,2,0,0,0,6,1,1,50.0,30,2019-2020
