player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Sergi Guardiola,7,es ESP,FW,28-118,67,0,0,0,5,0,0,1,0,0,0,0,0,1,1,2,33.3,6,2019-2020
   Enes Ünal,9,tr TUR,FW,22-137,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0.0,6,2019-2020
Sandro Ramírez,20,es ESP,FW,24-077,90,1,0,0,3,3,0,4,2,2,0,0,0,4,1,3,25.0,6,2019-2020
Toni Villa,19,es ESP,LM,24-260,72,0,0,0,1,2,0,0,2,0,0,0,0,6,1,0,100.0,6,2019-2020
   Pablo Hervías,11,es ESP,"RM,LM",26-200,18,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,100.0,6,2019-2020
Fede San Emeterio,16,es ESP,CM,22-192,90,0,0,0,3,1,0,0,0,1,0,0,0,3,0,2,0.0,6,2019-2020
Rubén Alcaraz,14,es ESP,CM,28-146,90,1,0,0,2,1,0,4,0,0,0,0,0,7,1,0,100.0,6,2019-2020
Óscar Plano,10,es ESP,"RM,LM",28-225,90,0,0,0,2,3,0,1,0,1,0,0,0,13,1,2,33.3,6,2019-2020
Nacho,22,es ESP,LB,30-201,90,0,0,0,1,0,0,2,0,1,0,0,0,5,3,2,60.0,6,2019-2020
Mohammed Salisu,27,gh GHA,CB,20-160,90,0,0,0,1,0,0,0,1,0,0,0,0,5,3,2,60.0,6,2019-2020
Kiko Olivas,4,es ESP,CB,31-034,90,1,0,0,1,2,0,0,1,0,0,0,0,5,1,2,33.3,6,2019-2020
Javi Moyano,17,es ESP,RB,33-213,90,0,0,0,0,2,0,1,1,0,0,0,0,4,2,1,66.7,6,2019-2020
Jordi Masip,1,es ESP,GK,30-264,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,2019-2020
Adrián Ramos,20,co COL,FW,33-245,56,0,0,0,1,1,0,0,0,1,0,0,0,2,2,0,100.0,6,2019-2020
   Darwin Machís,23,ve VEN,LW,26-229,34,0,0,0,2,0,0,0,1,1,0,0,0,3,0,3,0.0,6,2019-2020
Carlos Fernández,24,es ESP,FW,23-125,90,0,0,0,2,1,1,0,1,1,0,0,0,3,2,3,40.0,6,2019-2020
Álvaro Vadillo,7,es ESP,"LM,RW",25-012,90,0,0,0,3,1,0,7,0,1,0,0,0,3,0,2,0.0,6,2019-2020
Ángel Montoro,19,es ESP,"CM,DM",31-091,90,0,0,0,2,2,0,1,1,1,0,0,0,7,0,0,,6,2019-2020
