player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
José Luis Morales,11,es ESP,FW,32-328,71,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,50.0,29,2019-2020
   Sergio León,7,es ESP,FW,31-161,19,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,50.0,29,2019-2020
Borja Mayoral,21,es ESP,FW,23-071,90,0,0,0,0,0,2,2,0,0,0,0,0,1,2,2,50.0,29,2019-2020
José Campaña,24,es ESP,LM,27-015,90,0,0,0,0,1,0,5,1,1,0,0,0,4,0,1,0.0,29,2019-2020
Nikola Vukčević,17,me MNE,CM,28-185,60,0,0,0,1,1,0,0,0,1,0,0,0,4,1,0,100.0,29,2019-2020
   Enis Bardhi,10,mk MKD,CM,24-349,30,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,,29,2019-2020
Gonzalo Melero,22,es ESP,CM,26-165,90,0,0,0,3,1,0,0,0,1,0,0,0,5,2,2,50.0,29,2019-2020
Rubén Rochina,16,es ESP,RM,29-084,71,1,0,0,2,2,1,1,1,0,0,0,0,4,1,0,100.0,29,2019-2020
   Hernâni Fortes,8,pt POR,RM,28-300,19,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,,29,2019-2020
Toño,3,es ESP,LB,30-221,86,0,0,0,1,0,0,3,0,2,0,0,0,4,0,0,,29,2019-2020
   Carlos Clerc,19,es ESP,LB,28-115,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,2019-2020
Rúben Vezo,14,pt POR,CB,26-051,90,0,0,0,1,0,0,0,2,2,0,0,0,2,0,1,0.0,29,2019-2020
Bruno González,18,es ESP,CB,30-022,90,0,0,0,2,1,0,0,1,4,0,0,0,10,0,1,0.0,29,2019-2020
Coke,23,es ESP,RB,33-050,60,0,0,0,0,0,0,2,1,0,0,0,0,6,2,1,66.7,29,2019-2020
   Jorge Miramón,20,es ESP,RB,31-013,30,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,,29,2019-2020
Aitor Fernández,13,es ESP,GK,29-043,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,29,2019-2020
Luuk de Jong,19,nl NED,FW,29-293,72,0,0,0,2,0,1,0,0,1,0,0,0,1,4,3,57.1,29,2019-2020
   Youssef En-Nesyri,15,ma MAR,FW,23-014,18,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,,29,2019-2020
Munir El Haddadi,11,ma MAR,LW,24-288,62,0,0,0,0,2,0,1,0,1,0,0,0,5,0,1,0.0,29,2019-2020
   Suso,14,es ESP,"LW,RM",26-209,28,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,29,2019-2020
Lucas Ocampos,5,ar ARG,RW,25-340,83,0,0,0,0,1,0,3,1,1,0,0,0,2,0,0,,29,2019-2020
   Sergio Reguilón,23,es ESP,LB,23-182,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,29,2019-2020
Éver Banega,10,ar ARG,LM,31-352,62,0,0,0,1,3,0,3,1,1,0,0,0,4,0,1,0.0,29,2019-2020
   Óliver Torres,21,es ESP,"LM,CM",25-218,28,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,29,2019-2020
Nemanja Gudelj,17,rs SRB,"CM,DM",28-212,90,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0.0,29,2019-2020
Joan Jordán,24,es ESP,RM,25-345,63,1,0,0,1,3,0,3,0,0,0,0,0,5,0,1,0.0,29,2019-2020
   Fernando,25,br BRA,"RM,CM",32-326,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,29,2019-2020
Sergio Escudero,18,es ESP,"LB,LM",30-287,90,0,0,0,1,0,0,2,2,0,0,0,0,4,1,0,100.0,29,2019-2020
Diego Carlos,20,br BRA,CB,27-092,90,0,0,0,1,0,0,0,0,1,0,0,1,4,2,1,66.7,29,2019-2020
Jules Koundé,12,fr FRA,CB,21-216,90,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,100.0,29,2019-2020
Jesús Navas,16,es ESP,RB,34-207,90,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,,29,2019-2020
Tomáš Vaclík,1,cz CZE,GK,31-078,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,29,2019-2020
Loren Morón,16,es ESP,FW,26-168,70,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0.0,29,2019-2020
   Borja Iglesias,9,es ESP,FW,27-150,20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,29,2019-2020
Joaquín,17,es ESP,LW,38-330,60,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,,29,2019-2020
   Cristian Tello,11,es ESP,LW,28-309,30,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,,29,2019-2020
Nabil Fekir,8,fr FRA,RW,26-333,90,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,50.0,29,2019-2020
Sergio Canales,10,es ESP,LM,29-120,90,0,0,0,0,1,0,3,1,0,0,0,0,3,0,0,,29,2019-2020
Édgar González,32,es ESP,CM,23-075,70,1,0,0,0,2,0,0,0,1,0,0,0,2,4,0,100.0,29,2019-2020
   Diego Lainez,20,mx MEX,CM,20-006,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,29,2019-2020
Andrés Guardado,18,mx MEX,RM,33-261,60,0,0,0,1,0,0,1,0,1,0,0,0,6,0,1,0.0,29,2019-2020
   Carles Aleñá,24,es ESP,RM,22-162,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,2019-2020
Alfonso Pedraza,6,es ESP,LB,24-067,90,1,0,0,3,4,0,4,1,1,0,0,0,5,1,3,25.0,29,2019-2020
