player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Sergio Canales,10,es ESP,CM,28-280,90,3,3,1,0,2,1,1,100.0,0,1,0,1,0,3,1,0,14,2019-2020
Nabil Fekir,8,fr FRA,"RM,FW",26-128,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,14,2019-2020
Édgar González,32,es ESP,DM,22-236,68,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,2,0,14,2019-2020
   Borja Iglesias,9,es ESP,FW,26-310,22,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,14,2019-2020
Álex Moreno,15,es ESP,"LB,LM",26-168,90,1,1,0,1,0,0,3,0.0,3,0,0,0,0,1,2,0,14,2019-2020
Sidnei,12,br BRA,CB,30-092,76,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,4,0,14,2019-2020
   Antonio Barragán,19,es ESP,CB,32-164,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,14,2019-2020
Aïssa Mandi,23,dz ALG,CB,28-032,90,2,1,1,0,1,2,3,66.7,1,1,0,1,3,5,5,0,14,2019-2020
Emerson,22,br BRA,RB,20-313,90,3,2,3,0,0,1,3,33.3,2,0,0,0,1,4,3,0,14,2019-2020
Joel Robles,1,es ESP,GK,29-159,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14,2019-2020
Maxi Gómez,22,uy URU,FW,23-101,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,14,2019-2020
Rodrigo,19,es ESP,FW,28-262,74,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,14,2019-2020
   Carlos Soler,8,es ESP,"LM,RM",22-325,16,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,14,2019-2020
Manu Vallejo,15,es ESP,LM,22-282,64,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,14,2019-2020
   Kévin Gameiro,9,fr FRA,"FW,LM",32-198,26,2,0,1,0,1,1,2,50.0,1,0,0,0,0,2,0,0,14,2019-2020
Daniel Wass,18,dk DEN,CM,30-176,90,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,2,0,14,2019-2020
Daniel Parejo,10,es ESP,CM,30-221,90,2,1,1,1,0,2,5,40.0,3,3,1,2,1,3,0,0,14,2019-2020
Ferrán Torres,20,es ESP,RM,19-267,85,2,1,0,2,0,0,0,,0,0,0,0,1,3,1,0,14,2019-2020
   Lee Kang-in,16,kr KOR,LM,18-277,5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,14,2019-2020
José Luis Gayà,14,es ESP,LB,24-182,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,1,14,2019-2020
Eliaquim Mangala,4,fr FRA,CB,28-283,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,4,0,14,2019-2020
Gabriel Paulista,5,br BRA,CB,28-362,90,2,1,2,0,0,2,2,100.0,0,1,1,0,2,4,5,0,14,2019-2020
Jaume Costa,3,es ESP,RB,31-250,90,4,2,3,1,0,4,7,57.1,3,2,2,0,2,6,2,0,14,2019-2020
Jasper Cillessen,13,nl NED,GK,30-215,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,14,2019-2020
Roberto Soldado,9,es ESP,FW,34-180,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,14,2019-2020
Álvaro Vadillo,7,es ESP,LW,25-072,64,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,14,2019-2020
   Darwin Machís,23,ve VEN,LW,26-289,26,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,0,0,14,2019-2020
Antonio Puertas,10,es ESP,RW,27-275,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,14,2019-2020
Ramon Azeez,12,ng NGA,AM,26-346,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
   Carlos Fernández,24,es ESP,AM,23-185,29,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,14,2019-2020
Maxime Gonalons,4,fr FRA,DM,30-258,90,6,6,2,4,0,2,8,25.0,6,2,0,2,0,6,2,0,14,2019-2020
Ángel Montoro,19,es ESP,DM,31-151,90,4,1,3,1,0,0,2,0.0,2,2,0,2,4,8,4,0,14,2019-2020
Quini,17,es ESP,LB,30-060,90,2,1,2,0,0,1,1,100.0,0,2,0,2,2,4,2,0,14,2019-2020
Germán Sánchez,6,es ESP,CB,32-346,70,2,1,2,0,0,1,1,100.0,0,0,0,0,2,4,4,0,14,2019-2020
   José Martínez,5,es ESP,CB,26-284,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Domingos Duarte,22,pt POR,CB,24-258,90,0,0,0,0,0,0,0,,0,3,3,0,1,1,3,0,14,2019-2020
Víctor Díaz,16,es ESP,RB,31-164,90,3,1,3,0,0,1,1,100.0,0,5,2,3,5,8,7,0,14,2019-2020
Rui Silva,1,pt POR,GK,25-289,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Vitolo,20,es ESP,"FW,RW",30-021,82,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,14,2019-2020
   Darío Poveda,40,es ESP,AM,22-255,8,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,14,2019-2020
Álvaro Morata,9,es ESP,FW,27-031,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,14,2019-2020
Koke,6,es ESP,"LM,DM",27-319,90,0,0,0,0,0,0,3,0.0,3,1,1,0,3,3,0,0,14,2019-2020
Héctor Herrera,16,mx MEX,"CM,DM",29-218,90,2,0,0,2,0,1,3,33.3,2,1,1,0,2,4,0,0,14,2019-2020
Marcos Llorente,14,es ESP,CM,24-297,74,1,1,0,1,0,1,1,100.0,0,2,1,1,0,1,0,0,14,2019-2020
   João Félix,7,pt POR,"RW,AM",20-013,16,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,14,2019-2020
Ángel Correa,10,ar ARG,RM,24-259,54,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,14,2019-2020
   Thomas Lemar,11,fr FRA,"RM,LW",24-011,36,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,14,2019-2020
Renan Lodi,12,br BRA,LB,21-229,90,1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,3,0,14,2019-2020
Mario Hermoso,22,es ESP,CB,24-158,90,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,2,0,14,2019-2020
Felipe,18,br BRA,CB,30-191,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,0,14,2019-2020
Kieran Trippier,23,eng ENG,RB,29-065,90,4,4,3,0,1,3,3,100.0,0,1,0,1,0,4,1,0,14,2019-2020
Jan Oblak,13,si SVN,GK,26-320,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Karim Benzema,9,fr FRA,FW,31-339,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,14,2019-2020
Eden Hazard,7,be BEL,LW,28-320,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Rodrygo,27,br BRA,RW,18-318,66,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,14,2019-2020
   Gareth Bale,11,wls WAL,RW,30-130,24,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,14,2019-2020
Federico Valverde,15,uy URU,LM,21-124,75,2,1,0,1,1,1,2,50.0,1,3,0,3,1,3,0,0,14,2019-2020
   Toni Kroos,8,de GER,LM,29-323,15,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,14,2019-2020
Casemiro,14,br BRA,CM,27-273,90,5,3,3,2,0,2,5,40.0,3,2,1,1,1,6,1,0,14,2019-2020
Luka Modrić,10,hr CRO,RM,34-075,82,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0,14,2019-2020
   Isco,22,es ESP,RM,27-216,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Ferland Mendy,23,fr FRA,LB,24-168,90,1,1,1,0,0,1,3,33.3,2,2,1,1,0,1,1,0,14,2019-2020
Sergio Ramos,4,es ESP,CB,33-238,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,3,2,14,2019-2020
Raphaël Varane,5,fr FRA,CB,26-212,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,6,0,14,2019-2020
Dani Carvajal,2,es ESP,RB,27-316,90,5,3,2,2,1,2,3,66.7,1,1,0,1,1,6,2,0,14,2019-2020
Thibaut Courtois,13,be BEL,GK,27-196,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,14,2019-2020
Willian José,9,br BRA,FW,28-000,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,14,2019-2020
Mikel Oyarzabal,10,es ESP,LW,22-216,79,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,1,0,14,2019-2020
   Alexander Isak,19,se SWE,LW,20-063,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14,2019-2020
Portu,7,es ESP,RW,27-186,72,1,0,0,1,0,0,2,0.0,2,3,1,2,0,1,1,0,14,2019-2020
   Adnan Januzaj,11,be BEL,RW,24-291,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Martin Ødegaard,21,no NOR,AM,20-341,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,14,2019-2020
Mikel Merino,8,es ESP,DM,23-154,90,0,0,0,0,0,0,1,0.0,1,1,0,1,3,3,2,0,14,2019-2020
Igor Zubeldia,5,es ESP,DM,22-238,90,0,0,0,0,0,0,3,0.0,3,3,1,2,0,0,1,0,14,2019-2020
Nacho Monreal,20,es ESP,LB,33-270,90,1,0,1,0,0,0,0,,0,0,0,0,2,3,3,0,14,2019-2020
Diego Llorente,3,es ESP,CB,26-099,90,1,0,1,0,0,0,2,0.0,2,1,0,1,1,2,4,0,14,2019-2020
Aritz Elustondo,6,es ESP,CB,25-240,90,2,2,1,1,0,2,4,50.0,2,2,1,1,1,3,9,0,14,2019-2020
Joseba Zaldúa,2,es ESP,RB,27-152,90,7,5,5,1,1,5,9,55.6,4,1,0,1,0,7,3,0,14,2019-2020
Álex Remiro,1,es ESP,GK,24-244,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,14,2019-2020
Víctor Campuzano,31,es ESP,FW,22-177,86,1,1,0,0,1,0,3,0.0,3,1,0,1,0,1,1,0,14,2019-2020
   Kévin Soni,36,cm CMR,FW,21-221,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Wu Lei,7,cn CHN,FW,28-005,90,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0,14,2019-2020
Sergi Darder,10,es ESP,AM,25-337,90,2,1,0,2,0,1,1,100.0,0,0,0,0,2,4,2,0,14,2019-2020
Marc Roca,21,es ESP,CM,22-363,90,1,1,0,1,0,1,1,100.0,0,1,1,0,1,2,1,0,14,2019-2020
Víctor Sánchez,4,es ESP,CM,32-077,69,1,1,1,0,0,1,4,25.0,3,3,1,2,0,1,0,0,14,2019-2020
   Matías Vargas,22,ar ARG,CM,22-200,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
   Esteban Granero,23,es ESP,CM,32-145,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Adrià Pedrosa,3,es ESP,WB,21-195,90,3,2,0,3,0,0,3,0.0,3,2,0,2,2,5,2,0,14,2019-2020
Victor Gomez,34,es ESP,WB,19-237,90,2,0,1,1,0,2,3,66.7,1,1,0,1,1,3,2,0,14,2019-2020
Fernando Calero,24,es ESP,CB,24-071,90,4,3,2,2,0,2,3,66.7,1,0,0,0,0,4,5,0,14,2019-2020
Bernardo Espinosa,20,co COL,CB,30-136,90,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,5,0,14,2019-2020
David López,15,es ESP,CB,30-046,90,3,0,3,0,0,1,2,50.0,1,0,0,0,5,8,4,0,14,2019-2020
Diego López,13,es ESP,GK,38-021,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,14,2019-2020
Ángel Rodríguez,9,es ESP,FW,32-212,61,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,14,2019-2020
   Jorge Molina,19,es ESP,FW,37-216,29,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,14,2019-2020
Jaime Mata,7,es ESP,FW,31-031,90,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,14,2019-2020
Mathías Olivera,17,uy URU,"LM,LB",22-024,90,2,2,1,0,1,1,1,100.0,0,5,0,5,3,5,2,0,14,2019-2020
Nemanja Maksimović,20,rs SRB,CM,24-302,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,14,2019-2020
Mauro Arambarri,18,uy URU,CM,24-055,90,2,2,1,0,1,2,4,50.0,2,0,0,0,0,2,2,0,14,2019-2020
Jason,23,es ESP,RM,25-141,81,1,1,0,0,1,0,0,,0,0,0,0,3,4,1,0,14,2019-2020
   Francisco Portillo,8,es ESP,RM,29-164,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Marc Cucurella,15,es ESP,"LB,LM",21-125,77,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,14,2019-2020
   Kenedy,25,br BRA,LM,23-289,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14,2019-2020
Leandro Cabrera,6,uy URU,CB,28-160,90,0,0,0,0,0,0,0,,0,1,1,0,7,7,6,0,14,2019-2020
Djené,2,tg TOG,CB,27-328,90,2,1,2,0,0,1,1,100.0,0,0,0,0,1,3,9,0,14,2019-2020
Damián Suárez,22,uy URU,RB,31-211,90,2,1,2,0,0,0,1,0.0,1,0,0,0,2,4,1,0,14,2019-2020
David Soria,13,es ESP,GK,26-234,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,14,2019-2020
Juan Villar,18,es ESP,FW,31-189,71,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,0,0,14,2019-2020
   Adrián López,22,es ESP,FW,31-320,19,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,14,2019-2020
Ezequiel Ávila,9,ar ARG,FW,25-291,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,14,2019-2020
Rubén García,14,es ESP,LM,26-133,70,3,3,2,1,0,1,1,100.0,0,1,0,1,0,3,0,0,14,2019-2020
   Marc Cardona,7,es ESP,LM,24-139,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Fran Mérida,8,es ESP,CM,29-265,90,2,1,1,0,1,0,0,,0,0,0,0,3,5,0,0,14,2019-2020
Darko Brašanac,20,rs SRB,CM,27-285,77,4,2,2,2,0,1,4,25.0,3,0,0,0,1,5,2,0,14,2019-2020
   Iñigo Pérez,21,es ESP,CM,31-310,13,2,2,0,0,2,1,1,100.0,0,0,0,0,1,3,0,0,14,2019-2020
Roberto Torres,10,es ESP,RM,30-262,90,3,2,2,1,0,2,3,66.7,1,1,0,1,0,3,0,0,14,2019-2020
Pervis Estupiñán,30,ec ECU,LB,21-307,90,3,0,1,2,0,2,3,66.7,1,0,0,0,1,4,2,0,14,2019-2020
Facundo Roncaglia,12,ar ARG,CB,32-287,90,1,1,1,0,0,0,1,0.0,1,1,0,1,3,4,1,0,14,2019-2020
David García,5,es ESP,CB,25-283,90,2,0,2,0,0,2,3,66.7,1,0,0,0,1,3,2,0,14,2019-2020
Lillo,16,es ESP,RB,30-242,90,2,1,1,1,0,0,0,,0,1,0,1,0,2,0,0,14,2019-2020
Sergio Herrera,1,es ESP,GK,26-172,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14,2019-2020
Raúl García,22,es ESP,FW,33-136,45,2,2,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0,14,2019-2020
   Kenan Kodro,23,ba BIH,FW,26-097,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Iñigo Córdoba,11,es ESP,"LW,LM",22-256,90,2,2,0,2,0,0,3,0.0,3,2,0,2,2,4,1,0,14,2019-2020
Iñaki Williams,9,gh GHA,"RW,FW",25-162,90,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,1,0,14,2019-2020
Oihan Sancet,34,es ESP,AM,19-213,73,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
   Iñigo Lekue,15,es ESP,RM,26-204,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14,2019-2020
Dani García,14,es ESP,"DM,CM",29-184,90,3,0,2,1,0,1,2,50.0,1,1,0,1,3,6,6,0,14,2019-2020
Unai López,8,es ESP,DM,24-025,63,1,1,0,1,0,1,6,16.7,5,2,0,2,1,2,3,0,14,2019-2020
   Mikel San José,6,es ESP,"CM,DM",30-178,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14,2019-2020
Yuri Berchiche,17,es ESP,LB,29-287,90,2,1,1,0,1,0,0,,0,1,0,1,1,3,2,0,14,2019-2020
Iñigo Martínez,4,es ESP,CB,28-191,90,1,0,1,0,0,0,0,,0,0,0,0,1,2,8,0,14,2019-2020
Yeray Álvarez,5,es ESP,CB,24-304,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0,14,2019-2020
Ander Capa,21,es ESP,RB,27-289,90,3,2,3,0,0,2,4,50.0,2,1,0,1,1,4,4,0,14,2019-2020
Unai Simón,1,es ESP,GK,22-166,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Kiké,17,es ESP,FW,29-364,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,14,2019-2020
Sergi Enrich,9,es ESP,FW,29-271,64,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,14,2019-2020
   Charles,19,br BRA,FW,35-234,26,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,14,2019-2020
Pedro León,21,es ESP,LM,33-000,90,2,1,0,1,1,2,3,66.7,1,0,0,0,0,2,0,0,14,2019-2020
Gonzalo Escalante,5,ar ARG,CM,26-242,90,5,3,0,4,1,2,4,50.0,2,1,0,1,5,10,0,0,14,2019-2020
Papakouli Diop,8,sn SEN,CM,33-250,86,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0,14,2019-2020
   Iván Ramis,4,es ESP,CM,35-030,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Fabián Orellana,14,cl CHI,RM,33-301,90,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,14,2019-2020
José Ángel,15,es ESP,LB,30-080,80,3,3,1,1,1,2,2,100.0,0,1,0,1,3,6,0,0,14,2019-2020
   Pedro Bigas,3,es ESP,LB,29-070,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Anaitz Arbilla,23,es ESP,CB,32-193,90,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,4,0,14,2019-2020
Paulo Oliveira,12,pt POR,CB,27-320,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,14,2019-2020
Pablo de Blasis,16,ar ARG,RB,31-293,90,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0,14,2019-2020
Marko Dmitrović,1,rs SRB,GK,27-304,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,14,2019-2020
Lucas Pérez,7,es ESP,FW,31-075,72,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
   Joselu,9,es ESP,FW,29-242,18,3,3,2,1,0,0,0,,0,0,0,0,0,3,0,0,14,2019-2020
Oliver Burke,24,sct SCO,LW,22-231,90,2,2,1,1,0,0,2,0.0,2,4,0,4,1,3,1,0,14,2019-2020
Borja Sainz,29,es ESP,RW,18-296,64,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,14,2019-2020
   Pere Pons,20,es ESP,AM,26-277,26,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,14,2019-2020
Aleix Vidal,18,es ESP,AM,30-095,90,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,14,2019-2020
Tomás Pina Isla,8,es ESP,DM,32-041,90,2,1,1,1,0,0,0,,0,2,0,2,4,6,8,0,14,2019-2020
Wakaso,22,gh GHA,DM,29-122,89,7,5,3,4,0,1,3,33.3,2,3,1,2,2,9,1,0,14,2019-2020
   Lisandro Magallán,6,ar ARG,DM,26-058,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14,2019-2020
Rubén Duarte,3,es ESP,LB,24-037,90,2,2,2,0,0,1,4,25.0,3,2,1,1,0,2,7,0,14,2019-2020
Rodrigo Ely,4,br BRA,CB,26-021,90,1,0,0,1,0,0,0,,0,1,1,0,3,4,13,0,14,2019-2020
Ximo Navarro,23,es ESP,CB,29-305,90,4,2,2,2,0,0,0,,0,1,1,0,3,7,12,0,14,2019-2020
Martin Agirregabiria,21,es ESP,RB,23-198,90,2,1,1,1,0,1,1,100.0,0,2,2,0,0,2,8,0,14,2019-2020
Fernando Pacheco,1,es ESP,GK,27-190,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Karl Toko Ekambi,17,cm CMR,FW,27-071,76,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,14,2019-2020
   Carlos Bacca,9,co COL,FW,33-077,14,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,14,2019-2020
Samuel Chukwueze,11,ng NGA,"LM,RW,LB",20-186,90,0,0,0,0,0,0,0,,0,3,1,2,1,1,0,0,14,2019-2020
Santi Cazorla,8,es ESP,"CM,DM,LW,RM",34-346,90,4,0,0,3,1,1,3,33.3,2,0,0,0,1,5,0,0,14,2019-2020
Andre-Frank Zambo Anguissa,19,cm CMR,"DM,CM",24-008,90,2,1,0,2,0,1,1,100.0,0,0,0,0,1,3,0,0,14,2019-2020
Gerard Moreno,7,es ESP,"RM,AM,FW",27-231,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0,14,2019-2020
Vicente Iborra,10,es ESP,DM,31-312,56,4,4,0,2,2,2,2,100.0,0,0,0,0,1,5,0,0,14,2019-2020
   Moi Gómez,23,es ESP,"LW,LM",25-154,34,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Xavi Quintillà,16,es ESP,LB,23-093,86,3,1,3,0,0,1,2,50.0,1,1,0,1,0,3,0,0,14,2019-2020
   Javier Ontiveros,24,es ESP,AM,22-076,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2019-2020
Pau Torres,4,es ESP,CB,22-312,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0,14,2019-2020
