player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Lucas Pérez,7,es ESP,FW,31-081,90,36,0,4,15,18,3,35,3,1,33.3,2,66.7,18,95,32,2,1,0,3,2,21,6,15,2019-2020
Joselu,9,es ESP,FW,29-248,90,47,2,3,33,11,4,47,2,0,0.0,2,100.0,22,90,23,1,0,0,2,2,35,2,15,2019-2020
Luis Rioja,11,es ESP,LM,26-045,59,23,0,9,10,5,0,23,1,0,0.0,1,100.0,15,111,41,2,1,0,0,0,10,1,15,2019-2020
   Oliver Burke,24,sct SCO,LM,22-237,31,7,0,2,4,1,1,7,2,2,100.0,0,0.0,6,48,21,1,0,1,1,1,7,4,15,2019-2020
Tomás Pina Isla,8,es ESP,CM,32-047,75,32,5,9,19,4,0,32,0,0,,0,,17,63,30,0,0,0,0,0,18,0,15,2019-2020
   Pere Pons,20,es ESP,CM,26-283,15,12,0,2,9,1,0,12,0,0,,0,,7,10,3,0,0,0,2,0,6,0,15,2019-2020
Wakaso,22,gh GHA,CM,29-128,81,37,0,9,27,1,0,37,2,1,50.0,1,50.0,27,89,24,0,0,0,0,2,27,0,15,2019-2020
   Manu García,19,es ESP,CM,33-218,9,8,0,0,7,1,1,8,0,0,,0,,2,0,0,0,0,0,0,0,6,0,15,2019-2020
Aleix Vidal,18,es ESP,RM,30-101,90,61,3,7,36,19,2,61,4,2,50.0,2,50.0,38,278,149,1,1,1,1,0,38,7,15,2019-2020
Rubén Duarte,3,es ESP,LB,24-043,90,47,2,11,22,14,2,47,0,0,,0,,16,46,36,1,1,0,2,1,20,5,15,2019-2020
Ximo Navarro,23,es ESP,CB,29-311,90,36,6,20,16,1,1,36,1,1,100.0,0,0.0,21,162,41,0,0,0,1,1,19,0,15,2019-2020
Víctor Laguardia,5,es ESP,CB,30-025,90,52,3,35,16,1,1,52,0,0,,0,,34,110,52,1,0,0,0,0,31,0,15,2019-2020
Martin Agirregabiria,21,es ESP,RB,23-204,90,40,0,13,22,5,0,40,1,1,100.0,0,0.0,24,81,29,1,0,0,0,1,29,4,15,2019-2020
Fernando Pacheco,1,es ESP,GK,27-196,90,36,30,36,0,0,0,36,0,0,,0,,12,36,26,0,0,0,0,0,11,0,15,2019-2020
Karim Benzema,9,fr FRA,FW,31-346,90,37,1,2,15,20,3,37,1,0,0.0,1,100.0,26,139,53,2,1,0,1,2,32,7,15,2019-2020
Isco,22,es ESP,LW,27-223,89,68,1,4,35,29,4,68,3,2,66.7,1,33.3,52,318,147,6,3,1,0,1,61,6,15,2019-2020
   Ferland Mendy,23,fr FRA,LB,24-175,1,5,0,3,2,0,0,5,0,0,,0,,1,4,3,0,0,0,0,0,1,0,15,2019-2020
Gareth Bale,11,wls WAL,RW,30-137,66,32,0,6,9,17,2,32,2,1,50.0,1,50.0,14,101,40,2,2,0,1,1,24,6,15,2019-2020
   Rodrygo,27,br BRA,RW,18-325,24,13,0,4,3,7,1,13,1,0,0.0,1,100.0,9,60,41,2,2,0,1,0,8,1,15,2019-2020
Toni Kroos,8,de GER,"LM,CM",29-330,90,99,2,10,72,18,0,99,1,1,100.0,0,0.0,67,253,83,1,1,0,0,0,79,1,15,2019-2020
Casemiro,14,br BRA,CM,27-280,90,70,3,15,47,9,2,70,1,0,0.0,1,100.0,32,95,40,0,0,0,1,0,35,0,15,2019-2020
Luka Modrić,10,hr CRO,RM,34-082,79,65,1,5,36,24,1,65,2,1,50.0,1,50.0,46,243,95,2,3,0,5,2,55,6,15,2019-2020
   Federico Valverde,15,uy URU,"RM,CM",21-131,11,13,0,0,8,5,1,13,0,0,,0,,5,21,4,1,0,1,2,0,8,1,15,2019-2020
Marcelo,12,br BRA,"LB,LW",31-202,90,77,3,9,40,28,1,77,1,1,100.0,0,0.0,49,180,98,1,2,0,2,1,62,16,15,2019-2020
Sergio Ramos,4,es ESP,CB,33-245,90,102,9,38,63,1,1,102,0,0,,0,,62,328,209,3,0,0,0,0,82,0,15,2019-2020
Éder Militão,3,br BRA,CB,21-316,90,76,5,37,37,2,0,76,0,0,,0,,50,228,121,0,1,0,1,0,57,0,15,2019-2020
Dani Carvajal,2,es ESP,RB,27-323,90,92,3,31,38,24,3,92,1,1,100.0,0,0.0,47,157,72,1,0,0,2,0,59,5,15,2019-2020
