player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Adrián López,22,es ESP,FW,32-016,68,20,20,0,0,0,0,1,0,0,0,0,0,14,0,0,21,2019-2020
   Marc Cardona,7,es ESP,FW,24-200,22,7,6,1,0,0,0,0,1,0,0,0,0,4,0,1,21,2019-2020
Ezequiel Ávila,9,ar ARG,FW,25-352,57,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0,21,2019-2020
   Robert Ibáñez,17,es ESP,FW,26-308,33,13,13,0,0,0,0,1,0,0,0,0,0,11,0,0,21,2019-2020
Rubén García,14,es ESP,LM,26-194,90,40,35,5,1,0,2,6,0,4,2,1,0,31,0,1,21,2019-2020
Jon Moncayola,27,es ESP,CM,21-256,90,35,35,0,0,0,1,1,0,0,0,0,0,26,0,1,21,2019-2020
Darko Brašanac,20,rs SRB,CM,27-346,90,34,34,0,0,0,0,1,0,0,0,0,0,25,0,2,21,2019-2020
Roberto Torres,10,es ESP,RM,30-323,68,25,25,0,0,0,0,3,0,0,0,0,0,16,0,0,21,2019-2020
   Iñigo Pérez,21,es ESP,RM,32-006,22,17,16,1,1,0,0,0,0,0,0,0,0,14,0,0,21,2019-2020
Pervis Estupiñán,30,ec ECU,LB,22-003,90,72,55,16,1,0,1,7,14,1,0,0,0,52,1,2,21,2019-2020
David García,5,es ESP,CB,25-344,90,47,44,3,3,0,1,0,0,0,0,0,0,31,0,1,21,2019-2020
Aridane Hernández,23,es ESP,CB,30-307,90,31,29,2,2,0,0,0,0,0,0,0,0,27,0,0,21,2019-2020
Nacho Vidal,2,es ESP,RB,25-000,90,67,52,14,2,0,3,2,12,0,0,0,0,49,1,2,21,2019-2020
Sergio Herrera,1,es ESP,GK,26-233,90,31,23,8,1,0,0,0,0,0,0,0,0,21,0,0,21,2019-2020
Borja Mayoral,21,es ESP,FW,22-294,71,16,16,0,0,0,0,1,0,0,0,0,0,11,0,2,21,2019-2020
