player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Iñaki Williams,9,gh GHA,FW,25-062,87,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,1,2019-2020
   Aritz Aduriz,20,es ESP,FW,38-186,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Iker Muniain,10,es ESP,LW,26-240,90,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,1,2019-2020
Óscar de Marcos,18,es ESP,RW,30-124,65,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,2019-2020
   Oihan Sancet,34,es ESP,"AM,RW",19-113,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Raúl García,22,es ESP,"AM,RW",33-036,90,1,0,0,1,0,0,2,0.0,2,1,0,1,2,3,3,0,1,2019-2020
Dani García,14,es ESP,DM,29-084,90,5,3,1,3,1,4,5,80.0,1,0,0,0,2,7,5,0,1,2019-2020
Unai López,8,es ESP,DM,23-290,80,0,0,0,0,0,0,3,0.0,3,2,0,2,1,1,1,1,1,2019-2020
   Beñat Etxebarria,7,es ESP,DM,32-178,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Yuri Berchiche,17,es ESP,LB,29-187,90,0,0,0,0,0,0,0,,0,0,0,0,4,4,0,0,1,2019-2020
Yeray Álvarez,5,es ESP,CB,24-204,90,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,2,0,1,2019-2020
Unai Núñez,3,es ESP,CB,22-198,90,1,1,1,0,0,1,1,100.0,0,3,2,1,0,1,4,0,1,2019-2020
Ander Capa,21,es ESP,RB,27-189,90,0,0,0,0,0,0,0,,0,3,0,3,1,1,2,0,1,2019-2020
Unai Simón,1,es ESP,GK,22-066,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,2019-2020
Luis Suárez,9,uy URU,FW,32-204,36,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
   Rafinha,12,br BRA,"RW,LM",26-185,54,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,2019-2020
Antoine Griezmann,17,fr FRA,"FW,LW",28-148,90,2,2,1,0,1,2,2,100.0,0,1,0,1,0,2,1,0,1,2019-2020
Ousmane Dembélé,11,fr FRA,"LW,RW",22-093,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,1,1,2019-2020
Carles Aleñá,19,es ESP,LM,21-223,45,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,1,2019-2020
   Ivan Rakitić,4,hr CRO,RM,31-159,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,2019-2020
Frenkie de Jong,21,nl NED,CM,22-096,90,1,0,0,1,0,1,1,100.0,0,0,0,0,2,3,1,0,1,2019-2020
Sergi Roberto,20,es ESP,"RM,LM",27-190,75,1,1,0,0,1,1,2,50.0,1,0,0,0,1,2,0,0,1,2019-2020
   Carles Pérez,27,es ESP,RW,21-181,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Jordi Alba,18,es ESP,LB,30-148,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,1,2019-2020
Clément Lenglet,15,fr FRA,CB,24-060,90,1,1,1,0,0,0,0,,0,1,0,1,0,1,2,0,1,2019-2020
Gerard Piqué,3,es ESP,CB,32-195,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,1,2019-2020
Nélson Semedo,2,pt POR,RB,25-273,90,2,2,0,2,0,1,2,50.0,1,2,0,2,1,3,0,0,1,2019-2020
Marc-André ter Stegen,1,de GER,GK,27-108,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Iago Aspas,10,es ESP,FW,32-016,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,2019-2020
Gabriel Fernández,19,uy URU,FW,25-096,87,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
   Losada,36,es ESP,FW,18-016,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Denis Suárez,6,es ESP,"AM,DM",25-223,90,2,2,1,0,1,1,2,50.0,1,2,0,2,0,2,0,0,1,2019-2020
Brais Méndez,23,es ESP,AM,22-222,90,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,1,0,1,2019-2020
Fran Beltrán,8,es ESP,DM,20-195,82,4,4,2,2,0,0,3,0.0,3,0,0,0,0,4,0,0,1,2019-2020
   Pape Cheikh Diop,24,sn SEN,DM,22-009,8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,2019-2020
Stanislav Lobotka,14,sk SVK,DM,24-265,74,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,1,2019-2020
   Pione Sisto,11,dk DEN,AM,24-194,16,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,0,0,1,2019-2020
Lucas Olaza,15,uy URU,LB,25-027,90,1,0,1,0,0,1,1,100.0,0,2,1,1,1,2,0,0,1,2019-2020
Néstor Araujo,4,mx MEX,CB,27-353,90,2,1,1,1,0,0,1,0.0,1,1,1,0,1,3,2,0,1,2019-2020
David Costas,3,es ESP,CB,24-144,90,1,1,1,0,0,1,2,50.0,1,1,1,0,2,3,1,0,1,2019-2020
Kevin Vázquez,20,es ESP,RB,26-147,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0,1,2019-2020
Rubén Blanco,13,es ESP,GK,24-023,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Karim Benzema,9,fr FRA,FW,31-241,80,1,0,1,0,0,0,0,,0,1,0,1,0,1,2,0,1,2019-2020
   Luka Jović,18,rs SRB,FW,21-237,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Vinicius Júnior,28,br BRA,"LW,LM",19-036,68,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,1,2019-2020
   Lucas Vázquez,17,es ESP,RM,28-047,22,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,1,2019-2020
Gareth Bale,11,wls WAL,"RW,RM,LM",30-032,74,3,1,1,0,2,1,3,33.3,2,1,0,1,0,3,2,0,1,2019-2020
   Isco,22,es ESP,LM,27-118,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Toni Kroos,8,de GER,"LM,CM",29-225,90,2,2,0,1,1,2,5,40.0,3,1,0,1,0,2,0,0,1,2019-2020
Casemiro,14,br BRA,CM,27-175,90,1,1,0,1,0,0,3,0.0,3,1,1,0,2,3,4,0,1,2019-2020
Luka Modrić,10,hr CRO,RM,33-342,55,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Marcelo,12,br BRA,LB,31-097,90,1,1,1,0,0,0,1,0.0,1,0,0,0,2,3,2,0,1,2019-2020
Sergio Ramos,4,es ESP,CB,33-140,90,2,1,1,1,0,2,2,100.0,0,0,0,0,1,3,5,0,1,2019-2020
Raphaël Varane,5,fr FRA,CB,26-114,90,1,1,0,1,0,1,1,100.0,0,1,1,0,1,2,5,0,1,2019-2020
Álvaro Odriozola,19,es ESP,RB,23-246,90,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0,1,2019-2020
Thibaut Courtois,13,be BEL,GK,27-098,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2019-2020
Rodrigo,19,es ESP,FW,28-164,84,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,1,2019-2020
   Denis Cheryshev,11,ru RUS,LM,28-234,6,2,1,0,0,2,0,0,,0,0,0,0,0,2,0,0,1,2019-2020
Kévin Gameiro,9,fr FRA,FW,32-100,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,1,2019-2020
Gonçalo Guedes,7,pt POR,"LM,FW",22-261,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,1,2019-2020
Geoffrey Kondogbia,6,cf CTA,CM,26-183,90,3,2,3,0,0,1,3,33.3,2,2,0,2,0,3,2,0,1,2019-2020
Francis Coquelin,17,fr FRA,CM,28-096,89,3,1,3,0,0,2,4,50.0,2,1,0,1,0,3,1,0,1,2019-2020
