player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Luis Suárez,9,uy URU,FW,32-278,90,38,1,2,13,23,6,38,4,4,100.0,0,0.0,23,152,89,3,3,3,0,2,33,10,11,2019-2020
Ansu Fati,31,es ESP,LW,16-363,62,44,0,3,9,32,7,44,3,2,66.7,1,33.3,32,244,123,4,3,3,1,3,36,10,11,2019-2020
   Antoine Griezmann,17,fr FRA,LW,28-222,28,17,0,2,5,10,2,17,2,1,50.0,1,50.0,11,54,25,1,0,1,0,0,13,4,11,2019-2020
Lionel Messi,10,ar ARG,RW,32-127,90,79,0,5,35,42,5,79,9,7,77.8,2,22.2,58,428,258,10,9,3,1,1,68,5,11,2019-2020
Frenkie de Jong,21,nl NED,LM,22-170,59,53,1,5,26,22,0,53,2,1,50.0,1,50.0,42,299,172,2,9,0,0,2,43,5,11,2019-2020
   Ivan Rakitić,4,hr CRO,LM,31-233,31,47,0,7,35,6,1,47,0,0,,0,,33,178,99,0,1,0,0,1,43,2,11,2019-2020
Sergio Busquets,5,es ESP,CM,31-105,90,92,2,27,53,12,1,92,0,0,,0,,34,129,57,0,1,0,0,0,63,2,11,2019-2020
Arturo Vidal,22,cl CHI,RM,32-160,90,81,3,12,50,19,3,81,0,0,,0,,52,165,87,0,2,0,1,0,64,5,11,2019-2020
Jordi Alba,18,es ESP,LB,30-222,77,73,0,9,32,32,4,73,2,2,100.0,0,0.0,45,296,192,9,2,2,0,1,56,11,11,2019-2020
   Sergi Roberto,20,es ESP,RB,27-264,13,17,2,3,8,6,0,17,0,0,,0,,12,75,60,1,1,0,1,0,13,2,11,2019-2020
Clément Lenglet,15,fr FRA,CB,24-134,90,56,10,25,29,2,2,56,2,0,0.0,2,100.0,33,151,33,0,0,0,0,0,32,0,11,2019-2020
Gerard Piqué,3,es ESP,CB,32-269,90,73,8,36,35,5,0,73,2,1,50.0,1,50.0,42,252,134,1,1,0,0,0,40,1,11,2019-2020
Nélson Semedo,2,pt POR,"RB,LB",25-347,90,72,2,20,43,9,1,72,3,2,66.7,1,33.3,38,193,96,1,0,0,1,1,44,2,11,2019-2020
Marc-André ter Stegen,1,de GER,GK,27-182,90,27,25,27,0,0,0,27,0,0,,0,,7,23,19,0,0,0,0,0,16,0,11,2019-2020
Waldo Rubio,23,es ESP,"FW,LM",24-073,90,40,0,6,15,19,3,40,1,0,0.0,1,100.0,32,210,122,5,3,2,1,1,30,2,11,2019-2020
Sergi Guardiola,7,es ESP,FW,28-153,90,32,1,5,12,15,3,32,2,2,100.0,0,0.0,23,115,32,2,1,2,5,3,27,9,11,2019-2020
Óscar Plano,10,es ESP,"AM,FW",28-260,65,27,1,3,15,9,2,27,0,0,,0,,20,87,21,1,1,1,1,2,20,2,11,2019-2020
   Enes Ünal,9,tr TUR,FW,22-172,25,10,0,2,4,4,1,10,0,0,,0,,7,67,36,2,0,1,1,0,7,0,11,2019-2020
Anuar,8,ma MAR,"CM,LM",24-287,52,28,2,8,19,1,0,28,1,1,100.0,0,0.0,18,106,40,1,0,0,2,0,18,0,11,2019-2020
   Pablo Hervías,11,es ESP,RM,26-235,38,18,0,3,5,10,2,18,2,0,0.0,2,100.0,11,119,101,3,0,1,0,0,12,4,11,2019-2020
Míchel,21,es ESP,"CM,RM",31-092,90,77,5,23,42,12,0,77,2,1,50.0,1,50.0,38,192,57,0,0,0,2,2,40,1,11,2019-2020
Nacho,22,es ESP,WB,30-236,31,22,2,4,10,8,0,22,1,0,0.0,1,100.0,10,39,9,0,0,0,0,0,9,1,11,2019-2020
   Mohammed Salisu,27,gh GHA,CB,20-195,59,27,5,16,12,0,0,27,2,2,100.0,0,0.0,14,73,36,0,0,0,0,1,16,0,11,2019-2020
Pedro Porro,2,es ESP,"RB,WB",20-046,90,54,4,18,26,11,0,54,3,1,33.3,2,66.7,29,156,92,3,2,0,1,2,28,3,11,2019-2020
Federico Barba,3,it ITA,"LB,CB",26-058,90,60,4,14,38,8,0,60,0,0,,0,,29,103,39,1,0,0,1,0,37,2,11,2019-2020
Kiko Olivas,4,es ESP,CB,31-069,90,52,3,25,26,1,1,52,0,0,,0,,30,253,166,0,0,0,0,0,36,0,11,2019-2020
Joaquín Fernández,24,es ESP,"CM,CB,DM",23-151,90,57,2,25,29,3,0,57,1,1,100.0,0,0.0,30,102,44,0,0,0,1,1,40,1,11,2019-2020
Jordi Masip,1,es ESP,GK,30-299,90,31,29,31,0,0,0,31,0,0,,0,,16,83,75,0,0,0,0,0,8,0,11,2019-2020
Lee Kang-in,16,kr KOR,FW,18-253,68,27,0,0,13,14,2,27,4,3,75.0,1,25.0,20,107,49,2,2,1,3,1,25,5,11,2019-2020
   Rubén Sobrino,23,es ESP,FW,27-151,22,10,0,0,4,6,2,10,0,0,,0,,5,19,14,1,1,0,2,2,7,2,11,2019-2020
Maxi Gómez,22,uy URU,FW,23-077,90,18,1,3,9,7,2,18,2,1,50.0,1,50.0,12,33,13,0,0,0,0,0,12,3,11,2019-2020
Carlos Soler,8,es ESP,LM,22-301,57,22,0,5,12,5,1,22,1,1,100.0,0,0.0,13,92,29,1,0,0,0,0,16,2,11,2019-2020
   Manu Vallejo,15,es ESP,LM,22-258,33,14,0,0,5,9,0,14,2,0,0.0,2,100.0,8,40,25,0,0,0,1,1,8,3,11,2019-2020
