player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Sergi Enrich,9,es ESP,FW,29-297,72,15,20,75.0,176,50,12,14,85.7,1,2,50.0,1,3,33.3,0,0.0,0.1,0,0,1,0,2,18,2019-2020
   Quique,7,es ESP,FW,29-218,18,7,9,77.8,97,38,2,3,66.7,2,3,66.7,1,1,100.0,1,0.1,0.0,1,0,2,0,2,18,2019-2020
Kiké,17,es ESP,FW,30-025,36,9,13,69.2,112,0,5,6,83.3,3,5,60.0,0,0,,0,0.0,0.0,0,1,0,0,0,18,2019-2020
   Charles,19,br BRA,FW,35-260,54,17,24,70.8,231,17,10,13,76.9,4,7,57.1,1,1,100.0,0,0.1,0.1,1,0,1,0,2,18,2019-2020
Takashi Inui,22,jp JPN,LM,31-201,90,16,24,66.7,282,50,5,7,71.4,8,9,88.9,1,3,33.3,0,0.3,0.4,2,1,0,0,1,18,2019-2020
Edu Expósito,10,es ESP,CM,23-141,90,24,29,82.8,420,120,13,14,92.9,7,7,100.0,4,7,57.1,1,0.1,0.0,1,1,1,0,2,18,2019-2020
Gonzalo Escalante,5,ar ARG,CM,26-268,83,29,41,70.7,498,128,14,15,93.3,9,17,52.9,5,5,100.0,1,0.8,0.3,3,2,2,1,3,18,2019-2020
   Papakouli Diop,8,sn SEN,CM,33-276,7,4,4,100.0,103,71,1,1,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,1,1,0,0,0,18,2019-2020
Pedro León,21,es ESP,RM,33-026,90,26,37,70.3,417,211,16,20,80.0,7,9,77.8,3,7,42.9,0,0.2,0.3,3,0,0,0,0,18,2019-2020
José Ángel,15,es ESP,LB,30-106,90,31,52,59.6,721,415,7,8,87.5,17,26,65.4,6,15,40.0,0,0.1,0.2,2,4,2,0,7,18,2019-2020
Pedro Bigas,3,es ESP,CB,29-096,90,18,28,64.3,397,234,6,7,85.7,8,11,72.7,4,10,40.0,0,0.0,0.0,0,0,0,0,1,18,2019-2020
Paulo Oliveira,12,pt POR,CB,27-346,90,13,26,50.0,314,199,3,4,75.0,5,9,55.6,4,11,36.4,0,0.0,0.0,0,1,0,0,0,18,2019-2020
Álvaro Tejero,24,es ESP,RB,23-153,90,24,43,55.8,391,240,14,15,93.3,7,17,41.2,3,11,27.3,0,0.0,0.0,0,1,0,0,2,18,2019-2020
Marko Dmitrović,1,rs SRB,GK,27-330,90,12,30,40.0,688,645,1,1,100.0,1,1,100.0,10,28,35.7,0,0.0,0.0,0,3,0,0,0,18,2019-2020
Roberto Soldado,9,es ESP,FW,34-207,90,22,31,71.0,306,59,9,12,75.0,9,12,75.0,0,0,,0,0.6,0.2,3,0,2,2,1,18,2019-2020
Antonio Puertas,10,es ESP,"LW,WB",27-302,75,13,22,59.1,226,105,5,8,62.5,7,10,70.0,1,4,25.0,0,0.8,0.0,1,2,1,1,2,18,2019-2020
   Álex Martínez,3,es ESP,WB,29-130,15,6,10,60.0,156,75,1,1,100.0,3,4,75.0,2,5,40.0,0,0.0,0.0,0,0,0,0,1,18,2019-2020
Álvaro Vadillo,7,es ESP,RW,25-099,55,14,21,66.7,192,80,9,10,90.0,0,2,0.0,3,3,100.0,0,0.2,0.3,1,0,0,0,1,18,2019-2020
   Darwin Machís,23,ve VEN,WB,26-316,35,7,16,43.8,115,63,5,9,55.6,1,2,50.0,1,4,25.0,0,0.1,0.1,1,0,0,0,0,18,2019-2020
Carlos Fernández,24,es ESP,AM,23-212,90,17,33,51.5,227,96,7,15,46.7,4,10,40.0,1,2,50.0,0,0.0,0.0,0,4,0,0,4,18,2019-2020
Maxime Gonalons,4,fr FRA,"DM,CM",30-285,90,26,36,72.2,452,200,11,15,73.3,11,13,84.6,3,5,60.0,0,0.1,0.1,1,1,1,0,3,18,2019-2020
Yan Brice Eteki,8,cm CMR,"DM,CM",22-116,90,14,23,60.9,259,55,6,7,85.7,6,9,66.7,2,4,50.0,0,0.0,0.0,0,0,0,0,1,18,2019-2020
Carlos Neva,15,es ESP,LB,23-191,55,11,20,55.0,258,132,1,3,33.3,9,12,75.0,1,3,33.3,0,0.0,0.0,0,1,0,0,1,18,2019-2020
   Adrián Ramos,20,co COL,FW,33-332,35,9,18,50.0,84,31,8,13,61.5,0,1,0.0,0,0,,0,0.1,0.2,1,2,1,0,1,18,2019-2020
José Martínez,5,es ESP,CB,26-311,90,19,35,54.3,506,178,1,5,20.0,15,19,78.9,3,10,30.0,0,0.0,0.0,0,2,0,0,2,18,2019-2020
Domingos Duarte,22,pt POR,CB,24-285,90,21,34,61.8,417,167,8,9,88.9,11,13,84.6,2,8,25.0,0,0.0,0.0,0,1,0,0,3,18,2019-2020
Víctor Díaz,16,es ESP,"RB,CB",31-191,90,24,37,64.9,608,380,6,6,100.0,10,13,76.9,7,16,43.8,0,0.0,0.0,0,6,0,0,3,18,2019-2020
Rui Silva,1,pt POR,GK,25-316,90,19,45,42.2,1027,993,1,1,100.0,2,2,100.0,16,42,38.1,0,0.0,0.0,0,6,0,0,0,18,2019-2020
Ante Budimir,22,hr CRO,FW,28-152,68,9,12,75.0,109,4,8,9,88.9,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,18,2019-2020
   Pablo Chavarría,19,ar ARG,FW,31-353,22,2,2,100.0,7,1,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,18,2019-2020
Dani Rodríguez,14,es ESP,"FW,CM",31-198,90,25,32,78.1,332,122,16,16,100.0,4,7,57.1,3,5,60.0,0,0.0,0.0,0,3,1,0,3,18,2019-2020
Lago Junior,11,ci CIV,LM,28-355,90,19,26,73.1,205,69,15,17,88.2,3,4,75.0,0,0,,0,0.0,0.0,0,3,0,0,2,18,2019-2020
Salva Sevilla,8,es ESP,CM,35-278,56,24,32,75.0,418,168,11,14,78.6,9,10,90.0,3,6,50.0,0,0.0,0.0,1,2,0,0,7,18,2019-2020
   Cucho,29,co COL,FW,20-245,34,8,10,80.0,52,13,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,2,18,2019-2020
Iddrisu Baba,12,gh GHA,CM,23-333,77,18,22,81.8,319,62,9,10,90.0,7,9,77.8,2,3,66.7,0,0.0,0.0,0,0,0,0,3,18,2019-2020
   Aleix Febas,23,es ESP,CM,23-322,13,9,11,81.8,144,56,4,4,100.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,18,2019-2020
Takefusa Kubo,26,jp JPN,RM,18-200,90,20,36,55.6,230,73,6,10,60.0,8,13,61.5,0,4,0.0,0,0.6,0.7,3,1,1,0,3,18,2019-2020
Lumor Agbenyenu,3,gh GHA,LB,23-128,90,29,42,69.0,455,245,11,12,91.7,10,15,66.7,3,7,42.9,0,0.0,0.1,0,1,4,2,7,18,2019-2020
