player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Karim Benzema,9,fr FRA,FW,31-353,90,27,36,75.0,436,98,14,18,77.8,10,13,76.9,2,2,100.0,1,0.6,0.1,6,4,4,0,9,16,2019-2020
Vinicius Júnior,25,br BRA,LW,19-148,84,24,31,77.4,356,89,12,16,75.0,9,10,90.0,1,1,100.0,0,0.5,0.2,4,1,4,1,5,16,2019-2020
   Éder Militão,3,br BRA,LB,21-323,6,1,2,50.0,23,0,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,16,2019-2020
Rodrygo,27,br BRA,RW,18-332,84,33,39,84.6,488,199,21,22,95.5,10,12,83.3,2,4,50.0,0,0.0,0.1,0,4,1,0,2,16,2019-2020
   Brahim Díaz,21,es ESP,"LM,RW",20-126,6,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,16,2019-2020
Toni Kroos,8,de GER,LM,29-337,70,47,61,77.0,865,242,21,23,91.3,18,21,85.7,7,16,43.8,0,0.0,0.0,1,10,0,0,4,16,2019-2020
   Luka Modrić,10,hr CRO,"LM,AM",34-089,20,8,10,80.0,160,73,3,4,75.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,1,16,2019-2020
Casemiro,14,br BRA,"CM,DM",27-287,90,62,73,84.9,1121,288,26,31,83.9,31,33,93.9,5,7,71.4,0,0.0,0.0,0,8,0,0,8,16,2019-2020
Federico Valverde,15,uy URU,RM,21-138,90,46,53,86.8,638,186,29,32,90.6,14,17,82.4,1,2,50.0,1,1.0,0.6,2,6,0,0,8,16,2019-2020
Ferland Mendy,23,fr FRA,LB,24-182,82,32,42,76.2,498,185,17,20,85.0,14,16,87.5,1,3,33.3,0,0.0,0.0,1,1,1,0,2,16,2019-2020
Sergio Ramos,4,es ESP,CB,33-252,90,51,58,87.9,1043,403,16,16,100.0,25,27,92.6,9,13,69.2,0,0.0,0.0,0,9,0,0,6,16,2019-2020
Raphaël Varane,5,fr FRA,CB,26-226,90,41,50,82.0,812,189,12,12,100.0,26,29,89.7,3,9,33.3,0,0.0,0.0,0,3,0,0,3,16,2019-2020
Dani Carvajal,2,es ESP,RB,27-330,90,62,75,82.7,1088,345,27,33,81.8,28,30,93.3,6,8,75.0,0,0.0,0.1,0,4,1,0,6,16,2019-2020
Thibaut Courtois,13,be BEL,GK,27-210,90,28,39,71.8,639,424,6,6,100.0,18,18,100.0,4,15,26.7,0,0.0,0.0,0,0,0,0,0,16,2019-2020
Jonathan Calleri,12,ar ARG,FW,26-075,82,10,22,45.5,146,37,7,12,58.3,2,6,33.3,1,3,33.3,0,0.3,0.2,2,0,1,1,1,16,2019-2020
   Óscar Melendo,14,es ESP,FW,22-106,8,5,5,100.0,62,11,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,2,0,0,0,16,2019-2020
Wu Lei,7,cn CHN,FW,28-018,64,9,13,69.2,94,10,4,4,100.0,2,3,66.7,0,1,0.0,0,0.1,0.1,1,0,0,0,2,16,2019-2020
   Víctor Campuzano,31,es ESP,FW,22-190,26,2,4,50.0,26,0,1,3,33.3,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,16,2019-2020
Dídac Vilà,17,es ESP,LW,30-181,90,25,37,67.6,421,200,14,16,87.5,9,13,69.2,2,3,66.7,0,0.0,0.0,1,1,0,0,4,16,2019-2020
Victor Gomez,34,es ESP,RW,19-250,90,29,40,72.5,452,196,19,21,90.5,7,12,58.3,3,6,50.0,0,0.0,0.0,0,1,0,0,0,16,2019-2020
Sergi Darder,10,es ESP,CM,25-350,90,26,33,78.8,473,124,12,14,85.7,9,10,90.0,4,5,80.0,0,0.0,0.0,0,2,0,0,4,16,2019-2020
Esteban Granero,23,es ESP,CM,32-158,72,23,37,62.2,419,117,12,14,85.7,7,13,53.8,3,7,42.9,0,0.0,0.0,0,1,0,0,3,16,2019-2020
   Pol Lozano,26,es ESP,CM,20-062,18,6,7,85.7,98,35,1,1,100.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0,2,0,0,1,16,2019-2020
Marc Roca,21,es ESP,DM,23-011,90,29,38,76.3,484,174,11,14,78.6,15,18,83.3,2,4,50.0,0,0.0,0.0,0,3,0,0,4,16,2019-2020
Fernando Calero,24,es ESP,CB,24-084,90,30,33,90.9,555,167,12,13,92.3,13,14,92.9,4,4,100.0,0,0.0,0.0,0,0,1,0,2,16,2019-2020
Bernardo Espinosa,20,co COL,CB,30-149,90,26,32,81.3,504,137,6,8,75.0,19,21,90.5,1,2,50.0,0,0.1,0.1,1,2,1,0,3,16,2019-2020
David López,15,es ESP,CB,30-059,90,35,45,77.8,614,305,19,19,100.0,13,14,92.9,3,10,30.0,0,0.0,0.0,0,5,0,0,4,16,2019-2020
Diego López,13,es ESP,GK,38-034,90,22,37,59.5,1047,984,1,1,100.0,4,4,100.0,17,31,54.8,0,0.0,0.0,0,1,0,0,0,16,2019-2020
Roberto Soldado,9,es ESP,FW,34-194,70,7,9,77.8,73,8,6,6,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,16,2019-2020
   Yan Brice Eteki,8,cm CMR,AM,22-103,20,3,5,60.0,44,0,2,2,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,16,2019-2020
Álvaro Vadillo,7,es ESP,LW,25-086,81,21,35,60.0,390,161,12,15,80.0,6,11,54.5,3,7,42.9,0,0.1,0.2,1,2,2,0,5,16,2019-2020
   Darwin Machís,23,ve VEN,LW,26-303,9,2,3,66.7,40,20,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,16,2019-2020
Antonio Puertas,10,es ESP,RW,27-289,90,11,17,64.7,168,52,6,8,75.0,5,7,71.4,0,0,,0,0.1,0.1,1,0,1,1,2,16,2019-2020
Carlos Fernández,24,es ESP,"AM,FW",23-199,90,11,21,52.4,174,58,5,8,62.5,5,9,55.6,1,3,33.3,0,0.1,0.1,1,0,0,0,3,16,2019-2020
Yangel Herrera,21,ve VEN,DM,21-327,90,28,39,71.8,543,194,14,15,93.3,10,12,83.3,4,10,40.0,0,0.4,0.1,1,4,1,0,8,16,2019-2020
Maxime Gonalons,4,fr FRA,DM,30-272,90,33,41,80.5,670,168,12,12,100.0,15,18,83.3,6,8,75.0,0,0.0,0.0,0,2,0,0,1,16,2019-2020
Quini,17,es ESP,LB,30-074,36,10,16,62.5,174,67,6,7,85.7,3,6,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,16,2019-2020
   Carlos Neva,15,es ESP,LB,23-178,54,19,29,65.5,411,176,6,6,100.0,10,15,66.7,3,5,60.0,0,0.1,0.1,1,1,1,1,2,16,2019-2020
José Martínez,5,es ESP,CB,26-298,90,26,35,74.3,649,305,4,7,57.1,14,17,82.4,8,11,72.7,0,0.0,0.0,0,6,1,0,5,16,2019-2020
Domingos Duarte,22,pt POR,CB,24-272,90,34,43,79.1,780,271,7,8,87.5,23,26,88.5,4,9,44.4,0,0.0,0.0,0,2,0,0,2,16,2019-2020
Víctor Díaz,16,es ESP,RB,31-178,90,28,44,63.6,554,258,13,19,68.4,10,14,71.4,5,10,50.0,2,0.9,0.5,2,3,1,1,7,16,2019-2020
Rui Silva,1,pt POR,GK,25-303,90,18,29,62.1,606,453,1,1,100.0,9,9,100.0,8,19,42.1,0,0.0,0.0,0,0,0,0,0,16,2019-2020
Lucas Pérez,7,es ESP,FW,31-088,68,3,9,33.3,48,28,2,5,40.0,0,2,0.0,1,2,50.0,0,0.1,0.1,1,1,0,0,0,16,2019-2020
   Pere Pons,20,es ESP,FW,26-290,22,7,8,87.5,100,18,3,4,75.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,16,2019-2020
