player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Kévin Gameiro,9,fr FRA,FW,33-059,63,0,1,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.7,2,1,22,26,84.6,1,18,1,0,0,35,2019-2020
   Manu Vallejo,15,es ESP,FW,23-144,27,0,0,0,0,1,0,0,0,12,0,0,0,0.1,0.1,0.0,0,0,6,9,66.7,0,6,0,0,0,35,2019-2020
Maxi Gómez,22,uy URU,FW,23-328,90,1,0,0,0,3,2,0,0,30,0,0,0,0.8,0.8,0.0,1,0,20,26,76.9,1,20,1,0,0,35,2019-2020
Gonçalo Guedes,7,pt POR,LM,23-221,90,0,0,0,0,1,0,1,0,55,0,1,1,0.0,0.0,0.0,3,2,37,45,82.2,2,36,5,6,5,35,2019-2020
Geoffrey Kondogbia,6,cf CTA,CM,27-143,90,0,1,0,0,3,1,1,0,101,4,4,2,0.2,0.2,0.0,1,1,79,86,91.9,9,59,1,5,4,35,2019-2020
Daniel Parejo,10,es ESP,CM,31-082,63,0,0,0,0,1,0,0,0,104,2,0,0,0.0,0.0,0.2,5,0,89,101,88.1,16,68,4,1,1,35,2019-2020
   Francis Coquelin,17,fr FRA,CM,29-055,27,0,0,0,0,0,0,0,0,30,1,0,0,0.0,0.0,0.0,1,0,23,24,95.8,3,21,2,3,2,35,2019-2020
Carlos Soler,8,es ESP,RM,23-187,63,0,0,0,0,0,0,0,0,30,0,0,2,0.0,0.0,0.0,1,0,20,27,74.1,2,18,2,0,0,35,2019-2020
   Lee Kang-in,16,kr KOR,RM,19-139,27,1,0,0,0,1,1,0,0,16,0,0,0,0.0,0.0,0.0,0,0,11,14,78.6,0,12,1,0,0,35,2019-2020
Adrián Guerrero,31,es ESP,LB,22-161,81,0,0,0,0,0,0,1,0,75,0,2,0,0.0,0.0,0.0,2,0,51,66,77.3,2,48,1,4,1,35,2019-2020
   Denis Cheryshev,11,ru RUS,LB,29-194,9,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,4,0,2,0,35,2019-2020
