Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Iván Cuéllar,es ESP,34-194,90,2,1,1,50.0,0.4,11,22,50.0,29,4,55.2,43.2,10,60.0,50.8,9,0,0.0,0,9.0,15,2018-2019
David Soria,es ESP,25-247,90,5,1,4,80.0,1.5,9,22,40.9,14,1,78.6,49.4,12,91.7,56.8,18,0,0.0,0,10.0,15,2018-2019
Jan Oblak,si SVN,25-335,90,3,0,3,100.0,0.3,10,19,52.6,13,4,53.8,41.5,14,85.7,57.4,20,1,5.0,0,9.8,15,2018-2019
Fernando Pacheco,es ESP,26-204,90,5,3,2,40.0,2.7,10,20,50.0,23,1,60.9,42.4,7,85.7,55.9,14,0,0.0,0,4.0,15,2018-2019
Neto,br BRA,29-142,90,3,1,2,66.7,1.1,3,6,50.0,12,5,33.3,36.0,3,66.7,68.3,10,0,0.0,0,16.0,15,2018-2019
Tomáš Vaclík,cz CZE,29-254,90,6,1,5,83.3,1.5,8,24,33.3,23,7,60.9,44.9,11,90.9,64.5,28,0,0.0,0,10.3,15,2018-2019
Sergio Asenjo,es ESP,29-163,90,7,3,4,57.1,2.5,7,12,58.3,11,3,45.5,39.5,8,87.5,52.6,9,0,0.0,0,1.0,15,2018-2019
Rubén Blanco,es ESP,23-136,90,3,2,1,33.3,1.6,11,25,44.0,28,5,57.1,44.5,9,100.0,68.0,14,1,7.1,0,11.0,15,2018-2019
Diego López,es ESP,37-035,90,9,4,5,55.6,3.3,4,9,44.4,22,4,40.9,34.2,2,0.0,23.5,4,0,0.0,1,27.0,15,2018-2019
Marc-André ter Stegen,de GER,26-222,90,3,0,3,100.0,0.3,7,13,53.8,25,7,24.0,30.3,10,70.0,45.2,17,0,0.0,0,,15,2018-2019
Asier Riesgo,es ESP,35-064,90,4,4,1,0.0,2.8,7,14,50.0,15,4,53.3,41.7,7,85.7,59.7,13,0,0.0,5,24.4,15,2018-2019
Oier Olazábal,es ESP,29-086,90,7,4,3,57.1,3.0,3,11,27.3,10,5,20.0,33.6,19,47.4,42.6,37,1,2.7,0,8.2,15,2018-2019
Aleksandar Jovanović,rs SRB,26-003,90,4,1,3,75.0,1.3,3,13,23.1,23,0,56.5,44.3,1,0.0,20.0,10,0,0.0,1,17.5,15,2018-2019
Thibaut Courtois,be BEL,26-212,90,3,0,3,100.0,0.4,4,14,28.6,30,6,33.3,33.4,10,40.0,42.7,22,1,4.5,0,8.0,15,2018-2019
Miguel Ángel Moyá,es ESP,34-251,90,6,2,4,66.7,1.2,1,2,50.0,19,3,5.3,26.2,4,25.0,30.3,11,0,0.0,4,25.2,15,2018-2019
Jordi Masip,es ESP,29-340,90,5,1,4,80.0,1.4,11,36,30.6,20,1,80.0,52.7,20,100.0,63.4,29,0,0.0,0,10.0,15,2018-2019
Pau López,es ESP,23-361,90,5,0,5,100.0,0.9,9,12,75.0,34,9,26.5,30.0,9,33.3,34.0,17,1,5.9,0,5.0,15,2018-2019
Stole Dimitrievski,mk MKD,24-349,90,3,2,1,66.7,1.6,5,15,33.3,20,3,60.0,41.5,3,100.0,54.7,4,0,0.0,1,26.0,15,2018-2019
Iago Herrerín,es ESP,30-319,90,1,0,1,100.0,0.3,8,27,29.6,27,1,88.9,47.8,3,100.0,66.7,7,0,0.0,1,20.3,15,2018-2019
Gorka Iraizoz,es ESP,37-279,90,10,1,9,100.0,2.7,8,19,42.1,30,9,53.3,41.0,7,42.9,32.3,38,1,2.6,0,5.3,15,2018-2019
