player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Sergi Guardiola,12,es ESP,FW,27-255,90,9,17,52.9,150,28,5,8,62.5,3,5,60.0,1,2,50.0,0,0.0,0.0,1,1,0,0,0,23,2018-2019
Óscar Plano,10,es ESP,FW,27-362,90,20,27,74.1,270,81,13,17,76.5,4,5,80.0,2,4,50.0,0,0.1,0.0,2,3,0,0,4,23,2018-2019
Pablo Hervías,15,es ESP,LM,25-337,80,21,29,72.4,377,78,9,9,100.0,7,12,58.3,4,5,80.0,0,0.3,0.1,1,2,1,1,1,23,2018-2019
   Daniele Verde,11,it ITA,LM,22-233,10,2,6,33.3,34,5,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,23,2018-2019
Rubén Alcaraz,14,es ESP,CM,27-283,90,45,54,83.3,1168,216,8,9,88.9,20,23,87.0,16,20,80.0,0,0.0,0.0,0,9,0,0,10,23,2018-2019
Míchel,21,es ESP,CM,30-194,90,46,62,74.2,925,278,19,23,82.6,20,23,87.0,7,16,43.8,0,0.1,0.1,1,3,0,0,3,23,2018-2019
Keko,24,es ESP,RM,27-043,89,20,31,64.5,306,70,10,12,83.3,8,12,66.7,1,4,25.0,0,0.0,0.0,0,1,1,1,2,23,2018-2019
   Borja Fernández,8,es ESP,RM,38-025,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,23,2018-2019
Nacho,22,es ESP,LB,29-338,90,38,55,69.1,539,197,22,22,100.0,14,20,70.0,2,9,22.2,0,0.1,0.1,1,4,2,1,4,23,2018-2019
Joaquín Fernández,2,es ESP,CB,22-253,90,17,23,73.9,309,40,8,9,88.9,7,10,70.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0,23,2018-2019
Kiko Olivas,4,es ESP,CB,30-171,90,34,40,85.0,635,221,8,10,80.0,23,24,95.8,2,4,50.0,0,0.0,0.7,0,3,0,0,2,23,2018-2019
Javi Moyano,17,es ESP,RB,32-350,66,38,56,67.9,536,289,24,28,85.7,10,14,71.4,2,8,25.0,0,0.0,0.0,0,4,0,0,5,23,2018-2019
   Antoñito,18,es ESP,RB,31-046,24,13,15,86.7,218,103,6,6,100.0,3,5,60.0,2,2,100.0,0,0.0,0.0,0,2,0,0,2,23,2018-2019
Jordi Masip,1,es ESP,GK,30-036,90,17,29,58.6,680,605,1,1,100.0,5,5,100.0,11,23,47.8,0,0.0,0.0,0,0,0,0,0,23,2018-2019
Gerard Moreno,7,es ESP,"FW,RW,LW",26-307,90,27,36,75.0,565,113,11,13,84.6,9,13,69.2,7,8,87.5,0,0.0,0.2,0,2,1,0,6,23,2018-2019
Karl Toko Ekambi,17,cm CMR,FW,26-147,80,9,11,81.8,157,38,4,5,80.0,4,4,100.0,1,2,50.0,0,0.1,0.1,1,2,0,0,2,23,2018-2019
   Samuel Chukwueze,30,ng NGA,"RW,RM",19-262,10,0,2,0.0,0,0,0,1,0.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,23,2018-2019
Alfonso Pedraza,16,es ESP,"LW,LM",22-305,90,29,50,58.0,538,236,13,18,72.2,14,23,60.9,2,4,50.0,0,0.3,0.2,1,2,2,1,6,23,2018-2019
Miguel Juan Llambrich,15,es ESP,"RW,RM,RB",23-021,90,25,38,65.8,373,124,12,14,85.7,12,15,80.0,1,7,14.3,0,0.1,0.0,1,0,1,1,0,23,2018-2019
Santi Cazorla,19,es ESP,CM,34-057,90,48,60,80.0,900,233,20,21,95.2,22,25,88.0,5,12,41.7,0,0.0,0.0,0,7,0,0,6,23,2018-2019
Pablo Fornals,8,es ESP,CM,22-351,71,25,29,86.2,378,96,13,15,86.7,11,11,100.0,1,2,50.0,0,0.3,0.1,1,4,2,0,6,23,2018-2019
   Carlos Bacca,9,co COL,"FW,LW",32-153,19,1,4,25.0,23,0,0,3,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,23,2018-2019
Vicente Iborra,10,es ESP,"DM,CM",31-023,90,34,46,73.9,622,185,17,22,77.3,12,17,70.6,5,5,100.0,0,0.0,0.0,0,4,1,0,5,23,2018-2019
