Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Charles,19,br BRA,FW,34-317,90,2,0,1,1,2,2,0,0,49,0,0,0,1.3,0.5,0.0,4,0,27,41,65.9,5,31,0,0,0,24,2018-2019
Sergi Enrich,9,es ESP,FW,28-354,60,0,0,0,0,1,0,0,0,32,0,0,2,0.0,0.0,0.1,2,0,17,25,68.0,2,22,0,0,0,24,2018-2019
   Kiké,17,es ESP,FW,29-082,30,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0.0,0,0,4,8,50.0,0,7,1,2,1,24,2018-2019
Marc Cucurella,20,es ESP,"LM,LB",20-208,90,0,0,0,0,0,0,1,0,53,1,1,1,0.0,0.0,0.0,1,0,25,43,58.1,3,24,0,1,1,24,2018-2019
Papakouli Diop,8,sn SEN,CM,32-333,90,0,0,0,0,1,0,1,0,54,1,1,0,0.1,0.1,0.0,0,0,20,40,50.0,7,21,0,1,1,24,2018-2019
Joan Jordán,24,es ESP,CM,24-224,60,0,0,0,0,1,1,0,0,40,2,0,0,0.1,0.1,0.0,0,0,20,32,62.5,5,17,0,3,2,24,2018-2019
   Gonzalo Escalante,5,ar ARG,CM,25-325,30,0,0,0,0,0,0,0,0,26,0,1,0,0.0,0.0,0.0,1,0,13,21,61.9,3,6,0,0,0,24,2018-2019
Fabián Orellana,14,cl CHI,"RM,LM",33-019,90,0,0,0,0,3,1,0,0,54,0,0,0,0.1,0.1,0.0,5,1,25,37,67.6,3,35,1,7,4,24,2018-2019
José Ángel,15,es ESP,LB,29-163,81,0,0,0,0,1,1,0,0,59,1,1,0,0.0,0.0,0.1,1,0,30,48,62.5,9,28,1,1,0,24,2018-2019
   Marc Cardona,7,es ESP,RM,23-222,9,0,0,0,0,0,0,0,0,15,0,1,0,0.0,0.0,0.0,0,0,6,9,66.7,1,9,0,2,0,24,2018-2019
Anaitz Arbilla,23,es ESP,CB,31-276,90,0,0,0,0,0,0,0,0,48,3,2,1,0.0,0.0,0.0,0,0,15,28,53.6,2,17,0,0,0,24,2018-2019
Paulo Oliveira,12,pt POR,CB,27-038,90,0,0,0,0,0,0,0,0,51,2,0,0,0.0,0.0,0.0,0,0,24,44,54.5,7,17,0,0,0,24,2018-2019
Rubén Peña,11,es ESP,RB,27-212,90,0,0,0,0,0,0,0,0,104,6,2,0,0.0,0.0,0.1,2,0,44,83,53.0,4,41,2,4,2,24,2018-2019
