player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Willian José,12,br BRA,FW,26-310,90,0,0,0,1,0,0,0,0,30,0,0,0,0.8,0.0,0.0,3,0,22,27,81.5,2,17,0,1,1,7,2018-2019
David Zurutuza,17,es ESP,"LM,RM,FW",32-072,90,0,0,0,0,0,0,0,0,58,1,0,3,0.0,0.0,0.1,2,0,35,47,74.5,7,28,3,1,0,7,2018-2019
Mikel Merino,8,es ESP,LM,22-099,15,0,0,0,0,0,0,0,0,9,1,0,1,0.0,0.0,0.0,0,0,4,5,80.0,0,5,0,2,1,7,2018-2019
   Rubén Pardo,14,es ESP,"CM,FW",25-342,75,0,0,0,0,2,0,0,0,58,1,3,1,0.0,0.0,0.0,4,0,34,53,64.2,4,35,2,2,2,7,2018-2019
Asier Illarramendi,4,es ESP,CM,28-205,90,0,0,0,0,1,1,0,0,76,2,2,3,0.0,0.0,0.0,1,0,61,66,92.4,7,44,2,0,0,7,2018-2019
Igor Zubeldia,5,es ESP,"CB,CM",21-183,90,0,0,0,0,0,0,1,0,61,1,1,1,0.0,0.0,0.0,1,0,50,54,92.6,6,33,1,1,1,7,2018-2019
Mikel Oyarzabal,10,es ESP,RM,21-161,75,0,0,0,0,2,1,0,0,48,0,0,2,0.1,0.1,0.2,3,0,22,37,59.5,2,20,2,1,1,7,2018-2019
   Jon Bautista,21,es ESP,FW,23-088,15,0,0,0,0,1,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,4,4,100.0,1,1,0,0,0,7,2018-2019
Kévin Rodrigues,20,pt POR,LB,24-208,90,0,0,0,0,1,1,0,0,70,3,1,2,0.1,0.1,0.0,2,0,45,56,80.4,8,29,1,6,4,7,2018-2019
Raúl Navas,22,es ESP,CB,30-141,90,0,0,0,0,0,0,0,0,71,2,2,1,0.0,0.0,0.0,0,0,51,63,81.0,3,43,0,0,0,7,2018-2019
Aritz Elustondo,15,es ESP,"RB,CB",24-185,90,0,0,0,0,1,1,1,0,65,3,1,1,0.2,0.2,0.0,0,0,49,58,84.5,0,26,0,0,0,7,2018-2019
Joseba Zaldúa,2,es ESP,RB,26-097,45,0,0,0,0,0,0,0,0,44,0,1,1,0.0,0.0,0.0,0,0,34,41,82.9,2,21,0,1,1,7,2018-2019
   Sandro Ramírez,24,es ESP,"FW,LM",23-082,45,0,0,0,0,1,0,1,0,21,1,0,0,0.0,0.0,0.0,2,0,8,16,50.0,1,14,2,0,0,7,2018-2019
Miguel Ángel Moyá,13,es ESP,GK,34-180,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,26,31,83.9,0,15,0,0,0,7,2018-2019
Michy Batshuayi,23,be BEL,FW,24-362,67,0,0,0,0,1,1,0,0,21,0,0,0,0.0,0.0,0.0,1,0,8,14,57.1,1,20,2,1,0,7,2018-2019
   Rodrigo,19,es ESP,FW,27-207,23,0,0,0,0,2,0,0,0,16,0,0,0,0.1,0.1,0.0,0,0,11,13,84.6,4,13,4,1,1,7,2018-2019
Kévin Gameiro,9,fr FRA,FW,31-143,90,1,0,0,0,1,1,0,0,33,3,1,0,0.6,0.6,0.0,3,0,19,25,76.0,2,27,5,2,2,7,2018-2019
Denis Cheryshev,11,ru RUS,LM,27-277,59,0,1,0,0,0,0,1,0,32,0,2,1,0.0,0.0,0.6,2,1,17,27,63.0,2,20,0,0,0,7,2018-2019
   Gonçalo Guedes,7,pt POR,LM,21-304,31,0,0,0,0,1,0,0,0,22,1,0,0,0.0,0.0,0.1,2,0,12,18,66.7,2,20,3,0,0,7,2018-2019
Geoffrey Kondogbia,6,cf CTA,CM,25-226,75,0,0,0,0,1,0,0,0,48,2,1,0,0.0,0.0,0.0,1,0,36,41,87.8,5,35,0,2,2,7,2018-2019
   Francis Coquelin,17,fr FRA,CM,27-139,15,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,9,10,90.0,1,7,0,0,0,7,2018-2019
Daniel Parejo,10,es ESP,CM,29-166,90,0,0,0,0,1,0,0,0,86,3,2,1,0.0,0.0,0.1,5,1,64,76,84.2,8,59,1,0,0,7,2018-2019
Carlos Soler,8,es ESP,RM,21-270,90,0,0,0,0,2,0,0,0,60,3,1,4,0.1,0.1,0.0,1,0,35,44,79.5,5,37,2,1,0,7,2018-2019
Toni Lato,15,es ESP,LB,20-312,90,0,0,0,0,0,0,1,0,71,2,2,1,0.0,0.0,0.0,1,0,47,61,77.0,4,31,0,1,1,7,2018-2019
Mouctar Diakhaby,12,gn GUI,CB,21-284,90,0,0,0,0,0,0,0,0,41,0,1,0,0.0,0.0,0.0,1,0,31,37,83.8,2,26,0,1,0,7,2018-2019
Gabriel Paulista,5,br BRA,CB,27-307,90,0,0,0,0,0,0,1,0,42,4,2,1,0.0,0.0,0.0,0,0,27,32,84.4,0,19,0,0,0,7,2018-2019
Rúben Vezo,3,pt POR,RB,24-157,90,0,0,0,0,0,0,1,0,47,0,2,1,0.0,0.0,0.0,0,0,32,41,78.0,3,29,0,1,0,7,2018-2019
Neto,13,br BRA,GK,29-072,90,0,0,0,0,0,0,1,0,31,0,0,0,0.0,0.0,0.0,0,0,13,28,46.4,0,13,0,0,0,7,2018-2019
Luis Suárez,9,uy URU,FW,31-248,90,0,0,0,0,4,3,0,0,62,0,0,0,1.4,1.4,0.3,6,0,34,48,70.8,4,38,6,3,2,7,2018-2019
Philippe Coutinho,7,br BRA,"LW,LM",26-109,90,0,0,0,0,4,2,0,0,58,1,1,0,0.5,0.5,0.0,4,0,36,45,80.0,5,40,3,3,3,7,2018-2019
