player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Wu Lei,24,cn CHN,FW,27-145,62,11,0,3,5,4,1,11,0,0,,0,,6,46,12,1,0,0,0,0,7,2,32,2018-2019
   Sergio García,9,es ESP,"FW,RM",35-308,28,14,1,1,5,8,2,14,0,0,,0,,12,71,43,2,1,1,1,0,13,5,32,2018-2019
Borja Iglesias,7,es ESP,FW,26-086,90,39,2,4,19,17,4,39,3,0,0.0,3,100.0,22,171,81,1,2,0,2,2,28,11,32,2018-2019
Sergi Darder,10,es ESP,LM,25-112,90,45,1,5,25,17,1,45,5,5,100.0,0,0.0,33,184,76,1,1,0,0,1,36,8,32,2018-2019
Marc Roca,21,es ESP,CM,22-138,90,67,1,14,49,4,1,67,1,1,100.0,0,0.0,40,187,101,1,0,0,1,1,45,1,32,2018-2019
Víctor Sánchez,4,es ESP,CM,31-217,90,62,3,27,33,4,0,62,2,2,100.0,0,0.0,28,101,30,1,0,0,0,1,32,2,32,2018-2019
Óscar Melendo,14,es ESP,RM,21-233,84,47,0,11,26,11,0,47,3,3,100.0,0,0.0,38,296,130,3,2,0,2,2,37,3,32,2018-2019
   Óscar Duarte,6,cr CRC,CB,29-314,6,8,3,4,4,0,0,8,0,0,,0,,0,0,0,0,0,0,0,0,1,0,32,2018-2019
Adrià Pedrosa,28,es ESP,LB,20-335,90,60,3,15,27,18,2,60,5,3,60.0,2,40.0,26,176,77,1,2,0,3,1,29,6,32,2018-2019
Mario Hermoso,22,es ESP,CB,23-299,90,75,12,40,34,1,1,75,0,0,,0,,42,159,73,0,0,0,0,0,53,0,32,2018-2019
Naldo,5,br BRA,CB,30-231,90,68,8,39,29,0,0,68,0,0,,0,,37,259,127,0,0,0,0,0,41,0,32,2018-2019
Roberto Rosales,8,ve VEN,RB,30-144,27,19,2,6,11,3,0,19,0,0,,0,,7,32,21,0,0,0,0,0,8,2,32,2018-2019
   Javi López,16,es ESP,RB,33-082,63,48,1,17,27,7,0,48,2,1,50.0,1,50.0,25,140,47,0,1,0,2,0,26,2,32,2018-2019
Diego López,13,es ESP,GK,37-161,90,44,38,44,0,0,0,44,0,0,,0,,23,121,85,0,0,0,0,0,18,0,32,2018-2019
Jonathan Calleri,12,ar ARG,FW,25-202,90,31,1,2,11,18,5,31,0,0,,0,,20,81,30,1,1,0,3,2,23,8,32,2018-2019
Borja Bastón,18,es ESP,FW,26-231,67,20,0,1,12,7,0,20,1,1,100.0,0,0.0,10,42,4,0,1,0,2,0,12,0,32,2018-2019
   Diego Rolán,9,uy URU,FW,26-020,23,14,0,1,2,11,4,14,0,0,,0,,9,23,8,0,1,0,0,1,12,4,32,2018-2019
Jony,23,es ESP,LM,27-278,90,45,1,2,16,27,1,45,4,2,50.0,2,50.0,24,127,63,4,0,1,2,0,28,12,32,2018-2019
Manu García,19,es ESP,CM,32-352,90,58,2,11,38,10,2,58,0,0,,0,,34,121,48,0,1,0,1,3,32,1,32,2018-2019
Darko Brašanac,20,rs SRB,CM,27-060,78,39,1,8,26,6,0,39,0,0,,0,,23,156,79,2,0,0,0,0,22,0,32,2018-2019
   Wakaso,22,gh GHA,CM,28-262,12,18,1,4,8,6,0,18,0,0,,0,,11,85,49,0,1,0,0,0,7,1,32,2018-2019
Takashi Inui,11,jp JPN,RM,30-315,78,28,1,3,20,6,2,28,2,2,100.0,0,0.0,21,172,106,3,1,2,0,1,17,3,32,2018-2019
   Patrick Twumasi,24,gh GHA,RM,24-339,12,9,0,0,1,8,2,9,0,0,,0,,8,23,8,0,0,0,2,1,9,3,32,2018-2019
Rubén Duarte,3,es ESP,LB,23-177,90,65,2,18,31,16,0,65,0,0,,0,,29,117,70,1,2,0,2,0,31,3,32,2018-2019
Rodrigo Ely,4,br BRA,CB,25-161,90,57,9,34,22,2,2,57,0,0,,0,,25,103,56,0,0,0,1,0,23,1,32,2018-2019
Víctor Laguardia,5,es ESP,CB,29-159,90,54,7,35,18,2,2,54,0,0,,0,,30,118,74,0,0,0,0,0,29,1,32,2018-2019
Ximo Navarro,15,es ESP,RB,29-080,90,42,2,15,20,9,1,42,1,1,100.0,0,0.0,22,118,49,0,0,0,1,1,21,1,32,2018-2019
Fernando Pacheco,1,es ESP,GK,26-330,90,23,16,23,0,0,0,23,0,0,,0,,10,75,60,0,0,0,0,0,6,0,32,2018-2019
Enric Gallego,22,es ESP,FW,32-213,90,42,1,2,19,21,3,42,3,1,33.3,2,66.7,20,76,19,0,1,0,7,1,25,4,32,2018-2019
David Ferreiro,7,es ESP,LM,31-012,71,32,1,2,13,17,0,32,3,2,66.7,1,33.3,19,147,74,6,0,0,2,2,17,2,32,2018-2019
   Cucho,9,co COL,"LW,LM",19-358,19,10,0,0,4,6,3,10,3,1,33.3,2,66.7,6,46,12,0,0,1,0,1,6,2,32,2018-2019
Moi Gómez,6,es ESP,"CM,LM",24-294,90,33,2,12,15,6,0,33,1,0,0.0,1,100.0,12,68,32,1,1,0,1,1,15,0,32,2018-2019
Juanpi,20,ve VEN,CM,25-079,59,31,0,4,15,12,3,31,5,1,20.0,4,80.0,10,89,48,3,1,1,2,1,10,0,32,2018-2019
   Gonzalo Melero,8,es ESP,"RM,CM",25-101,31,15,1,5,5,5,1,15,0,0,,0,,7,26,20,0,0,0,0,0,8,1,32,2018-2019
Ezequiel Ávila,19,ar ARG,"RM,RW",25-066,87,27,0,3,13,11,3,27,3,1,33.3,2,66.7,11,56,26,1,0,0,1,0,15,2,32,2018-2019
   Álex Gallar,11,es ESP,RW,27-025,3,5,0,0,1,4,0,5,0,0,,0,,0,0,0,0,0,0,0,0,1,0,32,2018-2019
Cristian Rivera,17,es ESP,"DM,CM",21-278,90,33,3,16,16,1,0,33,1,1,100.0,0,0.0,16,164,77,2,0,0,1,1,8,0,32,2018-2019
Javi Galán,12,es ESP,LB,24-145,90,48,2,17,19,13,1,48,1,1,100.0,0,0.0,15,146,89,3,2,1,1,2,13,1,32,2018-2019
Jorge Pulido,14,es ESP,CB,28-005,90,26,2,19,6,1,1,26,0,0,,0,,5,32,14,0,0,0,0,1,12,0,32,2018-2019
Xabier Etxeita,3,es ESP,CB,31-164,90,20,9,13,7,0,0,20,0,0,,0,,6,31,28,0,0,0,0,0,4,0,32,2018-2019
Jorge Miramón,24,es ESP,RB,29-315,90,33,2,15,13,8,0,33,3,1,33.3,2,66.7,10,90,43,1,1,0,0,0,9,0,32,2018-2019
Roberto Santamaría,13,es ESP,GK,34-045,90,26,19,26,0,0,0,26,0,0,,0,,7,55,44,0,0,0,0,0,4,0,32,2018-2019
Kevin-Prince Boateng,19,gh GHA,FW,32-038,90,28,2,3,12,13,4,28,1,0,0.0,1,100.0,19,73,23,0,0,0,1,7,21,6,32,2018-2019
Ousmane Dembélé,11,fr FRA,FW,21-333,66,53,0,1,25,28,3,53,6,4,66.7,2,33.3,41,231,104,3,4,1,2,2,46,4,32,2018-2019
   Philippe Coutinho,7,br BRA,CM,26-305,24,25,0,3,14,9,1,25,1,0,0.0,1,100.0,20,124,52,0,1,1,0,1,21,3,32,2018-2019
Malcom,14,br BRA,"LW,FW",22-046,90,68,2,8,30,32,2,68,1,0,0.0,1,100.0,45,231,119,4,3,0,3,0,49,15,32,2018-2019
Moussa Wagué,40,sn SEN,RW,20-191,90,69,2,17,32,20,2,69,5,3,60.0,2,40.0,46,219,79,2,0,0,2,2,51,12,32,2018-2019
Riqui Puig,28,es ESP,CM,19-243,66,55,2,8,39,8,0,55,1,0,0.0,1,100.0,39,221,68,1,0,0,0,4,47,4,32,2018-2019
   Jordi Alba,18,es ESP,LW,30-023,24,22,0,4,12,6,0,22,0,0,,0,,13,51,27,0,0,0,0,0,15,7,32,2018-2019
Carles Aleñá,21,es ESP,CM,21-098,80,58,0,3,38,18,2,58,4,1,25.0,3,75.0,47,208,73,1,4,0,3,4,51,4,32,2018-2019
   Arthur Melo,8,br BRA,CM,22-244,10,17,1,4,13,2,0,17,0,0,,0,,13,56,38,0,0,0,1,0,13,0,32,2018-2019
Arturo Vidal,22,cl CHI,DM,31-326,90,97,3,31,57,10,1,97,0,0,,0,,62,181,91,0,0,0,0,2,68,4,32,2018-2019
Samuel Umtiti,23,fr FRA,CB,25-150,90,77,8,32,40,5,1,77,1,0,0.0,1,100.0,49,200,132,2,2,0,1,1,57,0,32,2018-2019
Jeison Murillo,17,co COL,CB,26-321,90,105,6,33,71,1,1,105,0,0,,0,,71,443,327,1,0,0,0,2,83,0,32,2018-2019
Jean-Clair Todibo,6,fr FRA,CB,19-104,90,86,3,38,48,0,0,86,2,2,100.0,0,0.0,49,252,148,0,0,0,1,3,60,0,32,2018-2019
Marc-André ter Stegen,1,de GER,GK,26-348,90,35,31,35,0,0,0,35,0,0,,0,,19,135,88,0,0,0,0,0,14,0,32,2018-2019
Antoine Griezmann,7,fr FRA,FW,28-023,89,70,0,11,19,41,6,70,6,1,16.7,5,83.3,41,299,139,8,4,4,2,2,53,4,32,2018-2019
   Victor Mollejo,40,es ESP,FW,18-082,1,2,0,0,1,1,0,2,0,0,,0,,2,11,4,0,0,0,0,1,2,0,32,2018-2019
Ángel Correa,10,ar ARG,"FW,RM",24-035,90,67,2,6,31,30,7,67,2,1,50.0,1,50.0,41,230,168,5,3,3,2,2,54,8,32,2018-2019
Vitolo,23,es ESP,LM,29-162,61,42,2,5,20,17,4,42,2,1,50.0,1,50.0,38,288,153,5,1,2,0,5,44,8,32,2018-2019
   Álvaro Morata,22,es ESP,FW,26-172,29,12,1,3,6,3,2,12,1,1,100.0,0,0.0,6,53,42,2,0,1,2,1,9,1,32,2018-2019
Saúl Ñíguez,8,es ESP,CM,24-143,90,85,3,21,51,14,1,85,1,0,0.0,1,100.0,41,156,88,2,3,0,1,0,59,4,32,2018-2019
Rodri,14,es ESP,CM,22-295,90,97,9,25,69,5,0,97,2,2,100.0,0,0.0,66,275,105,1,0,0,0,1,69,0,32,2018-2019
Koke,6,es ESP,"RM,LM",27-095,90,109,0,19,70,20,0,109,0,0,,0,,68,239,85,0,1,0,2,1,92,2,32,2018-2019
Filipe Luís,3,br BRA,LB,33-247,71,95,4,25,50,22,2,95,4,3,75.0,1,25.0,60,287,179,2,2,1,0,3,70,4,32,2018-2019
   Santiago Arias,4,co COL,RB,27-090,19,13,0,4,3,6,0,13,0,0,,0,,6,20,14,1,1,0,0,0,8,2,32,2018-2019
Francisco Montero,35,es ESP,CB,20-089,90,57,9,35,21,1,0,57,0,0,,0,,35,148,82,0,0,0,1,0,35,0,32,2018-2019
Toni Moya,43,es ESP,CB,21-024,90,53,3,30,23,0,0,53,0,0,,0,,34,151,77,0,0,0,0,0,39,0,32,2018-2019
Juanfran,20,es ESP,"RB,LB",34-094,90,56,5,12,22,22,3,56,2,1,50.0,1,50.0,30,197,121,5,5,0,1,1,37,10,32,2018-2019
Jan Oblak,13,si SVN,GK,26-096,90,18,17,18,0,0,0,18,0,0,,0,,7,46,43,0,0,0,0,0,6,0,32,2018-2019
Maxi Gómez,9,uy URU,FW,22-242,90,23,0,1,14,8,3,23,1,0,0.0,1,100.0,11,21,3,0,0,0,1,2,17,3,32,2018-2019
Sofiane Boufal,19,ma MAR,LW,25-208,85,49,0,4,19,27,5,49,13,12,92.3,1,7.7,33,374,222,7,6,2,2,3,41,4,32,2018-2019
   Mathias Jensen,18,dk DEN,RW,23-102,5,3,0,2,1,0,0,3,0,0,,0,,2,18,0,0,0,0,0,1,3,1,32,2018-2019
Emre Mor,7,tr TUR,RW,21-263,64,28,2,4,10,15,3,28,3,1,33.3,2,66.7,14,130,13,0,2,1,2,1,16,0,32,2018-2019
   Pione Sisto,11,dk DEN,"RW,LW",24-068,26,19,0,0,6,13,1,19,4,4,100.0,0,0.0,17,178,93,3,2,0,0,1,19,6,32,2018-2019
Ryad Boudebouz,24,dz ALG,AM,29-053,90,57,0,3,26,29,5,57,0,0,,0,,38,168,51,0,3,1,4,2,48,16,32,2018-2019
Okay Yokuşlu,5,tr TUR,DM,25-035,83,59,2,11,48,2,1,59,2,2,100.0,0,0.0,31,244,176,2,2,1,0,0,40,1,32,2018-2019
   Fran Beltrán,8,es ESP,DM,20-069,7,8,0,1,6,1,1,8,0,0,,0,,7,39,21,0,0,0,1,0,6,1,32,2018-2019
Stanislav Lobotka,14,sk SVK,DM,24-139,90,68,2,12,49,9,0,68,2,1,50.0,1,50.0,40,211,106,0,2,0,1,1,56,1,32,2018-2019
Lucas Olaza,15,uy URU,LB,24-266,90,61,5,25,29,7,1,61,0,0,,0,,25,92,51,0,2,0,0,1,44,3,32,2018-2019
Néstor Araujo,4,mx MEX,CB,27-227,90,67,8,39,28,1,0,67,0,0,,0,,27,99,59,0,0,0,0,0,49,1,32,2018-2019
Gustavo Cabral,22,ar ARG,CB,33-181,90,64,5,36,28,0,0,64,0,0,,0,,27,88,39,0,0,0,0,0,36,0,32,2018-2019
Hugo Mallo,2,es ESP,RB,27-295,90,72,4,16,32,25,1,72,3,1,33.3,2,66.7,30,164,97,2,2,0,0,0,39,7,32,2018-2019
Rubén Blanco,13,es ESP,GK,23-262,90,37,31,36,1,0,0,37,0,0,,0,,20,147,83,0,0,0,0,0,12,0,32,2018-2019
Munir El Haddadi,19,ma MAR,"FW,LW",23-224,68,30,1,4,10,16,2,30,0,0,,0,,13,55,36,1,1,0,2,1,18,3,32,2018-2019
   Quincy Promes,21,nl NED,LW,27-099,22,9,2,3,2,4,2,9,0,0,,0,,5,57,36,1,0,1,0,0,5,3,32,2018-2019
Wissam Ben Yedder,9,fr FRA,FW,28-244,90,29,0,4,12,16,8,29,3,1,33.3,2,66.7,20,135,92,3,3,1,3,3,23,13,32,2018-2019
Franco Vázquez,22,ar ARG,"LM,AM",30-050,68,22,2,5,5,12,1,22,0,0,,0,,15,49,23,1,0,0,1,3,15,3,32,2018-2019
   Aleix Vidal,11,es ESP,RW,29-235,22,9,1,6,2,1,0,9,1,1,100.0,0,0.0,4,21,13,0,0,0,0,0,4,2,32,2018-2019
Roque Mesa,7,es ESP,"DM,CM",29-310,90,48,2,12,23,15,1,48,1,1,100.0,0,0.0,29,274,159,3,2,1,5,2,31,0,32,2018-2019
Éver Banega,10,ar ARG,"CM,DM",30-288,73,48,2,12,28,9,0,48,1,1,100.0,0,0.0,28,158,66,1,1,0,0,0,34,0,32,2018-2019
   Marko Rog,20,hr CRO,DM,23-268,17,8,2,4,4,1,0,8,1,1,100.0,0,0.0,4,43,38,0,0,0,0,0,2,0,32,2018-2019
Pablo Sarabia,17,es ESP,"RM,AM,RW",26-337,90,46,2,5,11,30,5,46,0,0,,0,,23,74,32,1,0,0,1,1,28,6,32,2018-2019
Sergio Escudero,18,es ESP,LB,29-223,90,54,3,20,20,15,0,54,2,2,100.0,0,0.0,28,90,59,1,0,0,1,0,24,2,32,2018-2019
Daniel Carriço,6,pt POR,CB,30-252,90,38,4,21,17,0,0,38,0,0,,0,,15,57,29,0,0,0,0,0,18,0,32,2018-2019
Gabriel Mercado,25,ar ARG,CB,32-026,90,38,10,25,13,0,0,38,0,0,,0,,11,25,13,0,0,0,0,1,13,0,32,2018-2019
Jesús Navas,16,es ESP,RB,33-143,90,62,10,27,17,18,2,62,0,0,,0,,26,159,99,2,1,0,0,0,34,6,32,2018-2019
Tomáš Vaclík,1,cz CZE,GK,30-015,90,35,31,34,1,0,0,35,0,0,,0,,12,56,27,0,0,0,0,0,14,0,32,2018-2019
Jesé,10,es ESP,FW,26-046,73,24,0,1,11,12,8,24,2,0,0.0,2,100.0,12,90,35,1,2,2,1,1,14,6,32,2018-2019
   Loren Morón,16,es ESP,FW,25-104,17,6,0,0,2,4,0,6,0,0,,0,,5,30,15,1,1,0,1,0,5,1,32,2018-2019
Giovani Lo Celso,21,ar ARG,FW,23-004,90,57,0,5,26,27,5,57,2,1,50.0,1,50.0,35,189,54,1,2,0,4,3,43,7,32,2018-2019
Junior Firpo,20,es ESP,"LW,CB",22-234,90,61,6,16,29,16,1,61,0,0,,0,,30,129,76,1,0,1,0,1,35,4,32,2018-2019
Emerson,24,br BRA,RW,20-089,67,61,2,19,20,22,1,61,2,0,0.0,2,100.0,40,186,83,2,4,1,4,0,40,4,32,2018-2019
   Joaquín,17,es ESP,RW,37-266,23,23,0,3,8,12,0,23,0,0,,0,,18,128,92,2,1,0,0,0,18,1,32,2018-2019
Andrés Guardado,18,mx MEX,CM,32-197,90,72,1,9,41,23,1,72,0,0,,0,,48,215,113,4,1,0,1,1,59,4,32,2018-2019
Sergio Canales,6,es ESP,CM,28-056,90,74,0,14,32,30,0,74,1,1,100.0,0,0.0,42,196,85,2,2,0,3,2,59,8,32,2018-2019
William Carvalho,14,pt POR,DM,27-006,90,65,4,15,40,10,0,65,2,1,50.0,1,50.0,43,145,79,2,1,0,1,0,51,0,32,2018-2019
Sidnei,12,br BRA,CB,29-233,76,45,2,18,23,5,0,45,0,0,,0,,29,97,37,1,2,0,0,0,30,0,32,2018-2019
   Cristian Tello,11,es ESP,LW,27-245,14,18,0,3,0,15,1,18,0,0,,0,,6,35,15,1,0,0,0,0,7,0,32,2018-2019
Zouhair Feddal,4,ma MAR,CB,30-102,90,74,8,37,35,2,1,74,0,0,,0,,46,298,152,0,1,0,1,1,46,0,32,2018-2019
Aïssa Mandi,23,dz ALG,CB,27-173,90,75,8,35,33,7,0,75,0,0,,0,,45,142,94,0,0,0,1,2,55,1,32,2018-2019
Pau López,13,es ESP,GK,24-121,90,36,30,35,1,0,0,36,0,0,,0,,22,85,67,0,0,0,0,0,20,0,32,2018-2019
Enes Ünal,9,tr TUR,FW,21-339,76,29,2,4,15,10,3,28,2,1,50.0,1,50.0,12,34,13,1,0,1,1,1,21,1,32,2018-2019
   Míchel,21,es ESP,"CM,DM",30-259,14,9,0,3,6,0,0,9,0,0,,0,,3,13,4,0,0,0,1,0,4,1,32,2018-2019
Sergi Guardiola,12,es ESP,FW,27-320,90,48,0,1,23,24,3,48,1,0,0.0,1,100.0,18,76,42,2,1,1,4,0,34,9,32,2018-2019
Óscar Plano,10,es ESP,"LM,RW,RM",28-062,90,49,2,10,22,19,0,49,2,1,50.0,1,50.0,25,108,45,1,1,0,4,0,29,2,32,2018-2019
Rubén Alcaraz,14,es ESP,"CM,DM",27-348,90,66,1,14,40,13,2,66,0,0,,0,,32,126,42,1,1,0,1,1,35,1,32,2018-2019
Anuar,23,ma MAR,"CM,AM",24-089,81,53,4,15,34,4,2,53,0,0,,0,,23,124,42,0,0,0,1,2,30,1,32,2018-2019
   Joaquín Fernández,2,es ESP,CB,22-318,9,6,0,1,5,0,0,6,0,0,,0,,4,17,7,0,0,0,0,0,4,0,32,2018-2019
Keko,24,es ESP,RM,27-108,61,33,1,5,10,19,4,33,2,1,50.0,1,50.0,20,145,61,2,1,1,2,1,21,4,32,2018-2019
   Waldo Rubio,7,es ESP,"LW,LM",23-240,29,13,0,3,4,6,2,13,2,2,100.0,0,0.0,7,115,92,3,1,2,0,0,8,0,32,2018-2019
Nacho,22,es ESP,"LB,LM",30-038,90,58,3,22,17,19,2,58,0,0,,0,,19,38,15,0,1,0,0,0,25,7,32,2018-2019
Fernando Calero,5,es ESP,CB,23-212,90,62,4,34,28,1,1,62,1,1,100.0,0,0.0,34,128,74,0,0,0,0,0,29,0,32,2018-2019
Kiko Olivas,4,es ESP,CB,30-236,90,39,7,21,17,2,0,39,2,2,100.0,0,0.0,17,129,87,0,2,0,0,0,18,0,32,2018-2019
Javi Moyano,17,es ESP,"RB,RM",33-050,90,38,0,14,20,5,1,38,0,0,,0,,12,54,28,0,0,0,2,0,17,1,32,2018-2019
Yoel,13,es ESP,GK,30-229,90,39,29,39,0,0,0,39,0,0,,0,,19,134,95,0,0,0,0,0,13,0,32,2018-2019
Jaime Mata,7,es ESP,"FW,RM",30-172,90,40,1,5,15,20,4,40,0,0,,0,,19,100,38,3,0,0,1,1,36,5,32,2018-2019
Ángel Rodríguez,9,es ESP,FW,31-353,65,18,1,2,3,13,2,18,0,0,,0,,7,37,5,1,0,0,2,0,12,5,32,2018-2019
   Bruno González,4,es ESP,CB,28-325,25,8,1,5,3,0,0,8,0,0,,0,,3,14,12,0,0,0,0,0,2,0,32,2018-2019
Mathías Olivera,17,uy URU,"LM,LB",21-165,61,29,4,14,9,6,1,29,2,1,50.0,1,50.0,14,52,27,0,0,0,1,0,10,2,32,2018-2019
Mauro Arambarri,18,uy URU,CM,23-196,90,29,3,5,16,9,0,29,3,3,100.0,0,0.0,8,38,28,1,1,0,1,0,9,0,32,2018-2019
Nemanja Maksimović,20,rs SRB,CM,24-078,90,23,1,4,16,4,0,23,1,1,100.0,0,0.0,7,51,18,0,0,0,0,1,5,1,32,2018-2019
Francisco Portillo,8,es ESP,RM,28-305,71,18,0,3,7,9,0,18,2,0,0.0,2,100.0,13,60,8,0,0,0,1,3,13,3,32,2018-2019
   Jorge Molina,19,es ESP,FW,36-357,19,9,0,0,0,9,1,8,0,0,,0,,2,8,0,0,0,0,0,0,4,1,32,2018-2019
Vitorino Antunes,3,pt POR,LB,32-013,37,18,3,6,8,4,0,18,1,1,100.0,0,0.0,4,20,2,0,0,0,1,0,5,0,32,2018-2019
   Hugo Duro,27,es ESP,LM,19-155,53,13,1,1,8,4,0,13,3,1,33.3,2,66.7,7,35,15,1,0,0,0,0,7,0,32,2018-2019
Leandro Cabrera,6,uy URU,"CB,LB",27-301,90,44,9,23,16,5,2,44,1,1,100.0,0,0.0,13,83,46,0,0,0,0,0,9,0,32,2018-2019
Djené,2,tg TOG,CB,27-104,90,48,12,34,13,1,0,48,1,1,100.0,0,0.0,14,77,22,0,0,0,0,1,7,0,32,2018-2019
Damián Suárez,22,uy URU,RB,30-352,90,66,2,20,32,16,1,66,1,1,100.0,0,0.0,17,154,96,4,2,0,1,3,22,3,32,2018-2019
David Soria,13,es ESP,GK,26-010,90,43,26,43,0,0,0,43,0,0,,0,,15,137,104,0,0,0,0,0,14,0,32,2018-2019
Iñaki Williams,9,gh GHA,FW,24-303,90,32,2,3,7,22,10,32,6,4,66.7,2,33.3,21,182,91,5,2,3,3,0,23,9,32,2018-2019
Iñigo Córdoba,11,es ESP,LW,22-032,90,46,1,8,17,21,2,46,5,2,40.0,3,60.0,31,152,52,3,0,1,3,1,23,6,32,2018-2019
Iker Muniain,10,es ESP,RW,26-116,88,45,1,6,20,21,4,45,2,1,50.0,1,50.0,35,162,89,1,1,0,0,1,32,6,32,2018-2019
   Kenan Kodro,2,ba BIH,AM,25-238,2,3,0,0,3,0,0,3,0,0,,0,,2,7,3,0,0,0,1,0,2,0,32,2018-2019
Raúl García,22,es ESP,"AM,RW",32-277,90,57,4,9,19,29,8,56,3,1,33.3,2,66.7,30,86,15,1,0,0,2,5,34,10,32,2018-2019
Beñat Etxebarria,7,es ESP,DM,32-054,90,49,0,5,26,20,1,49,1,0,0.0,1,100.0,22,97,47,2,3,1,1,0,23,1,32,2018-2019
Dani García,16,es ESP,DM,28-325,57,33,1,5,23,5,0,33,0,0,,0,,15,40,8,0,0,0,0,0,14,2,32,2018-2019
   Unai López,23,es ESP,DM,23-166,33,13,0,2,4,7,4,13,3,2,66.7,1,33.3,8,64,24,2,0,1,0,0,8,1,32,2018-2019
Yuri Berchiche,12,es ESP,LB,29-063,60,31,1,7,16,8,0,31,1,0,0.0,1,100.0,10,40,8,0,0,0,3,0,7,1,32,2018-2019
   Iñigo Lekue,15,es ESP,LB,25-345,30,15,1,5,6,5,0,15,2,2,100.0,0,0.0,9,137,88,3,3,0,0,1,6,2,32,2018-2019
Iñigo Martínez,4,es ESP,CB,27-332,90,46,4,27,19,1,0,46,0,0,,0,,19,110,79,0,0,0,0,0,19,1,32,2018-2019
Yeray Álvarez,5,es ESP,CB,24-080,90,34,3,19,13,2,2,34,1,0,0.0,1,100.0,13,89,55,0,0,0,0,0,12,0,32,2018-2019
Óscar de Marcos,18,es ESP,RB,30-000,90,48,0,14,20,14,2,48,0,0,,0,,18,58,30,1,0,0,0,1,22,2,32,2018-2019
Iago Herrerín,13,es ESP,GK,31-079,90,32,25,31,1,0,0,32,0,0,,0,,16,86,60,0,0,0,1,0,16,0,32,2018-2019
Raúl de Tomás,9,es ESP,FW,24-179,90,17,0,0,6,11,1,17,6,5,83.3,1,16.7,15,82,16,0,4,0,3,4,14,5,32,2018-2019
Álex Moreno,7,es ESP,"LW,WB",25-310,72,31,2,8,12,13,2,31,1,1,100.0,0,0.0,22,166,101,2,2,0,2,1,20,5,32,2018-2019
   Álvaro García,18,es ESP,WB,26-169,18,9,1,4,3,2,1,9,0,0,,0,,6,34,12,0,0,0,1,1,6,0,32,2018-2019
Bebé,14,cv CPV,"RW,WB",28-276,90,52,1,10,25,18,0,52,6,1,16.7,5,83.3,31,140,52,2,2,0,1,4,32,4,32,2018-2019
José Pozo,22,es ESP,AM,23-030,78,48,0,10,29,11,1,48,8,6,75.0,2,25.0,38,175,86,1,1,0,3,5,42,1,32,2018-2019
