Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Andriy Lunin,ua UKR,19-285,90,2,0,2,100.0,0.3,3,14,21.4,24,4,45.8,39.9,6,50.0,49.7,13,1,7.7,0,13.0,13,2018-2019
Fernando Pacheco,es ESP,26-189,90,6,1,5,83.3,1.8,5,17,29.4,25,6,44.0,38.6,10,60.0,46.3,18,2,11.1,1,19.0,13,2018-2019
Asier Riesgo,es ESP,35-049,90,2,0,2,100.0,0.7,17,33,51.5,34,1,82.4,50.5,5,100.0,63.0,8,1,12.5,1,14.0,13,2018-2019
Thibaut Courtois,be BEL,26-197,90,7,3,4,57.1,3.9,6,14,42.9,31,9,35.5,34.5,12,25.0,35.3,18,1,5.6,0,13.5,13,2018-2019
Neto,br BRA,29-128,90,3,0,3,100.0,0.6,0,9,0.0,15,5,33.3,31.2,6,66.7,49.0,16,0,0.0,0,15.5,13,2018-2019
Stole Dimitrievski,mk MKD,24-334,90,10,3,7,70.0,3.3,7,13,53.8,30,11,33.3,31.8,6,50.0,42.3,15,0,0.0,0,0.0,13,2018-2019
Aleksandar Jovanović,rs SRB,25-353,90,3,2,1,33.3,0.7,3,18,16.7,19,2,73.7,48.2,4,100.0,62.8,6,0,0.0,1,23.0,13,2018-2019
Oier Olazábal,es ESP,29-071,90,12,2,10,83.3,3.3,7,17,41.2,26,9,38.5,35.1,10,70.0,46.5,19,2,10.5,2,19.2,13,2018-2019
Jan Oblak,si SVN,25-321,90,2,1,1,50.0,0.5,3,11,27.3,10,2,60.0,46.9,5,100.0,62.0,13,0,0.0,0,5.0,13,2018-2019
Marc-André ter Stegen,de GER,26-208,90,1,1,0,0.0,0.3,2,2,100.0,25,3,8.0,24.2,4,0.0,21.3,10,1,10.0,0,6.5,13,2018-2019
Iago Herrerín,es ESP,30-304,90,2,1,1,50.0,1.5,7,24,29.2,29,6,55.2,40.7,10,80.0,58.7,11,1,9.1,5,22.1,13,2018-2019
David Soria,es ESP,25-235,90,4,1,3,75.0,0.4,7,22,31.8,20,1,85.0,49.8,5,100.0,57.2,20,0,0.0,0,10.3,13,2018-2019
Tomáš Vaclík,cz CZE,29-241,90,5,0,5,100.0,0.7,6,12,50.0,24,6,37.5,32.1,3,100.0,66.0,14,2,14.3,0,8.0,13,2018-2019
Jordi Masip,es ESP,29-326,90,9,1,8,88.9,1.7,7,20,35.0,25,9,44.0,35.7,10,90.0,57.4,10,0,0.0,0,11.0,13,2018-2019
Diego López,es ESP,37-022,90,10,3,7,70.0,3.1,4,9,44.4,25,4,28.0,29.4,3,66.7,42.7,12,2,16.7,2,14.5,13,2018-2019
Yassine Bounou,ma MAR,27-234,90,10,1,9,90.0,2.1,6,24,25.0,33,9,57.6,45.6,9,55.6,52.0,18,1,5.6,0,9.5,13,2018-2019
Sergio Asenjo,es ESP,29-150,90,6,1,5,83.3,1.3,2,6,33.3,18,4,22.2,32.3,6,33.3,36.0,10,0,0.0,2,21.0,13,2018-2019
Pau López,es ESP,23-347,90,8,2,6,75.0,1.6,0,0,,34,11,0.0,21.8,6,0.0,24.0,8,0,0.0,2,24.0,13,2018-2019
Miguel Ángel Moyá,es ESP,34-238,90,2,1,1,50.0,0.9,7,10,70.0,28,4,21.4,30.2,4,100.0,46.8,10,0,0.0,3,30.7,13,2018-2019
Sergio Álvarez,es ESP,32-115,90,7,2,5,71.4,1.4,6,11,54.5,34,5,23.5,28.1,9,33.3,38.1,10,0,0.0,1,17.4,13,2018-2019
