player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Raúl de Tomás,9,es ESP,FW,24-135,90,30,0,1,20,10,1,30,4,2,50.0,2,50.0,23,146,51,2,2,1,6,1,21,4,26,2018-2019
Álvaro García,18,es ESP,LW,26-125,90,33,3,5,10,19,2,33,2,1,50.0,1,50.0,19,177,110,5,2,1,1,0,24,7,26,2018-2019
Adri Embarba,11,es ESP,RW,26-298,77,60,0,6,15,39,4,60,7,3,42.9,4,57.1,37,281,95,7,2,1,3,2,36,8,26,2018-2019
   Franco Di Santo,25,ar ARG,RW,29-328,13,1,0,1,0,0,0,1,0,0,,0,,3,17,6,0,0,0,0,0,3,1,26,2018-2019
Óscar Trejo,8,ar ARG,AM,30-309,50,26,0,1,12,13,0,26,2,1,50.0,1,50.0,19,94,67,1,3,0,1,0,20,2,26,2018-2019
   Gaël Kakuta,10,cd COD,AM,27-253,40,16,0,1,8,7,1,16,3,1,33.3,2,66.7,11,69,39,2,0,0,1,0,11,2,26,2018-2019
Santi Comesaña,27,es ESP,DM,22-147,90,66,4,10,48,10,0,66,3,3,100.0,0,0.0,44,338,189,3,3,0,1,0,51,2,26,2018-2019
Mario Suárez,15,es ESP,DM,32-005,65,43,2,6,29,9,3,43,2,1,50.0,1,50.0,27,149,92,2,2,0,0,1,30,1,26,2018-2019
   Emiliano Velázquez,20,uy URU,CB,24-305,25,19,2,8,10,2,0,19,0,0,,0,,13,104,82,1,1,0,1,0,11,0,26,2018-2019
Álex Moreno,7,es ESP,LB,25-266,90,51,4,16,17,19,1,51,2,1,50.0,1,50.0,17,157,109,5,1,0,1,0,18,4,26,2018-2019
Jordi Amat,16,id IDN,CB,26-345,90,65,3,26,39,0,0,65,3,1,33.3,2,66.7,37,235,166,2,0,0,0,0,43,0,26,2018-2019
Abdoulaye Ba,21,sn SEN,CB,28-059,59,55,2,36,18,1,1,55,0,0,,0,,36,161,56,0,0,0,1,0,39,0,26,2018-2019
Luis Advíncula,17,pe PER,RB,28-364,90,65,2,20,34,13,0,65,4,3,75.0,1,25.0,31,206,95,3,0,0,2,1,35,7,26,2018-2019
