player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Jorge Molina,19,es ESP,FW,36-271,75,25,25,0,0,2,0,1,0,0,0,0,0,18,0,0,20,2018-2019
   Ángel Rodríguez,9,es ESP,FW,31-267,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20,2018-2019
Jaime Mata,7,es ESP,"FW,RM",30-086,90,17,17,0,0,1,0,3,0,0,0,0,0,5,0,2,20,2018-2019
Vitorino Antunes,3,pt POR,LM,31-292,80,29,21,8,3,0,1,6,1,4,1,0,0,17,0,0,20,2018-2019
   Hugo Duro,27,es ESP,LM,19-069,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,20,2018-2019
Sebastián Cristóforo,15,uy URU,CM,25-148,90,25,24,1,1,0,2,1,0,0,0,0,0,20,0,1,20,2018-2019
Nemanja Maksimović,20,rs SRB,CM,23-357,90,28,26,1,0,0,0,0,0,0,0,0,0,19,1,1,20,2018-2019
Francisco Portillo,8,es ESP,RM,28-219,85,27,26,1,0,1,1,3,1,0,0,0,0,18,0,2,20,2018-2019
   Samuel Sáiz,11,es ESP,FW,27-361,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2018-2019
Leandro Cabrera,6,uy URU,LB,27-215,90,46,27,19,1,0,3,0,18,0,0,0,0,25,0,1,20,2018-2019
Bruno González,4,es ESP,CB,28-239,90,19,17,2,2,0,0,0,0,0,0,0,0,11,0,1,20,2018-2019
Djené,2,tg TOG,CB,27-018,90,26,26,0,0,0,0,0,0,0,0,0,0,18,0,1,20,2018-2019
Damián Suárez,22,uy URU,RB,30-266,90,59,33,26,7,0,3,2,19,0,0,0,0,41,0,1,20,2018-2019
David Soria,13,es ESP,GK,25-289,90,23,15,8,3,0,0,0,0,0,0,0,0,11,0,0,20,2018-2019
Borja Bastón,18,es ESP,FW,26-146,90,26,24,2,0,0,0,0,0,0,0,0,0,14,0,0,20,2018-2019
Jonathan Calleri,12,ar ARG,FW,25-117,72,23,21,2,0,0,0,0,0,0,0,0,0,15,0,1,20,2018-2019
   John Guidetti,10,se SWE,FW,26-278,18,8,7,1,0,0,0,1,1,0,0,0,0,6,0,0,20,2018-2019
