Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Cucho,9,co COL,FW,19-287,76,0,2,0,0,1,1,1,0,29,0,0,1,0.0,0.0,1.2,3,1,13,19,68.4,1,12,1,2,1,22,2018-2019
   Ezequiel Ávila,19,ar ARG,FW,24-360,14,1,0,0,0,2,1,0,0,9,0,1,1,0.4,0.4,0.0,0,0,0,4,0.0,0,6,0,0,0,22,2018-2019
Enric Gallego,22,es ESP,FW,32-142,88,1,0,0,0,4,2,0,0,41,1,1,2,1.0,1.0,0.0,3,1,11,18,61.1,1,17,2,3,2,22,2018-2019
   David Ferreiro,7,es ESP,FW,30-306,2,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,2,2,22,2018-2019
Moi Gómez,6,es ESP,CM,24-223,90,1,1,0,0,1,1,1,0,57,1,3,0,0.4,0.4,0.1,3,1,33,51,64.7,1,35,3,0,0,22,2018-2019
Cristian Rivera,17,es ESP,CM,21-207,90,0,0,0,0,0,0,0,0,39,2,0,1,0.0,0.0,0.0,1,0,25,33,75.8,2,17,0,0,0,22,2018-2019
Yangel Herrera,21,ve VEN,CM,21-018,71,0,0,0,0,2,1,0,0,36,0,1,0,0.1,0.1,0.0,2,1,20,24,83.3,2,23,1,3,1,22,2018-2019
   Damián Musto,23,ar ARG,CM,31-237,19,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,1,0,5,6,83.3,0,3,0,0,0,22,2018-2019
Javi Galán,12,es ESP,LB,24-074,90,0,1,0,0,0,0,1,0,41,2,0,0,0.0,0.0,0.3,1,1,15,27,55.6,1,21,3,4,1,22,2018-2019
Jorge Pulido,14,es ESP,CB,27-299,90,1,0,0,0,1,1,1,0,46,3,3,0,0.1,0.1,0.0,1,1,25,36,69.4,3,17,0,0,0,22,2018-2019
Pablo Insua,18,es ESP,CB,25-145,90,0,0,0,0,0,0,1,0,35,1,2,0,0.0,0.0,0.0,0,0,22,28,78.6,3,16,0,0,0,22,2018-2019
Xabier Etxeita,3,es ESP,CB,31-093,90,0,0,0,0,0,0,0,0,48,1,2,1,0.0,0.0,0.0,0,0,21,29,72.4,1,18,3,0,0,22,2018-2019
Jorge Miramón,24,es ESP,RB,29-244,90,0,0,0,0,0,0,0,0,43,3,0,0,0.0,0.0,0.1,2,0,23,34,67.6,3,17,3,1,1,22,2018-2019
Roberto Santamaría,13,es ESP,GK,33-339,90,0,0,0,0,0,0,0,0,32,0,1,0,0.0,0.0,0.0,0,0,17,28,60.7,0,16,0,0,0,22,2018-2019
Cucho,9,co COL,FW,19-287,76,0,2,0,0,1,1,1,0,29,0,0,1,0.0,0.0,1.2,3,1,13,19,68.4,1,12,1,2,1,22,2018-2019
   Ezequiel Ávila,19,ar ARG,FW,24-360,14,1,0,0,0,2,1,0,0,9,0,1,1,0.4,0.4,0.0,0,0,0,4,0.0,0,6,0,0,0,22,2018-2019
Enric Gallego,22,es ESP,FW,32-142,88,1,0,0,0,4,2,0,0,41,1,1,2,1.0,1.0,0.0,3,1,11,18,61.1,1,17,2,3,2,22,2018-2019
   David Ferreiro,7,es ESP,FW,30-306,2,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,2,2,22,2018-2019
Moi Gómez,6,es ESP,CM,24-223,90,1,1,0,0,1,1,1,0,57,1,3,0,0.4,0.4,0.1,3,1,33,51,64.7,1,35,3,0,0,22,2018-2019
Cristian Rivera,17,es ESP,CM,21-207,90,0,0,0,0,0,0,0,0,39,2,0,1,0.0,0.0,0.0,1,0,25,33,75.8,2,17,0,0,0,22,2018-2019
Yangel Herrera,21,ve VEN,CM,21-018,71,0,0,0,0,2,1,0,0,36,0,1,0,0.1,0.1,0.0,2,1,20,24,83.3,2,23,1,3,1,22,2018-2019
   Damián Musto,23,ar ARG,CM,31-237,19,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,1,0,5,6,83.3,0,3,0,0,0,22,2018-2019
Javi Galán,12,es ESP,LB,24-074,90,0,1,0,0,0,0,1,0,41,2,0,0,0.0,0.0,0.3,1,1,15,27,55.6,1,21,3,4,1,22,2018-2019
Jorge Pulido,14,es ESP,CB,27-299,90,1,0,0,0,1,1,1,0,46,3,3,0,0.1,0.1,0.0,1,1,25,36,69.4,3,17,0,0,0,22,2018-2019
Pablo Insua,18,es ESP,CB,25-145,90,0,0,0,0,0,0,1,0,35,1,2,0,0.0,0.0,0.0,0,0,22,28,78.6,3,16,0,0,0,22,2018-2019
Xabier Etxeita,3,es ESP,CB,31-093,90,0,0,0,0,0,0,0,0,48,1,2,1,0.0,0.0,0.0,0,0,21,29,72.4,1,18,3,0,0,22,2018-2019
Jorge Miramón,24,es ESP,RB,29-244,90,0,0,0,0,0,0,0,0,43,3,0,0,0.0,0.0,0.1,2,0,23,34,67.6,3,17,3,1,1,22,2018-2019
Roberto Santamaría,13,es ESP,GK,33-339,90,0,0,0,0,0,0,0,0,32,0,1,0,0.0,0.0,0.0,0,0,17,28,60.7,0,16,0,0,0,22,2018-2019
José Luis Morales,11,es ESP,FW,31-194,90,0,0,0,0,1,1,0,0,33,1,0,2,0.1,0.1,0.1,1,0,10,22,45.5,1,19,3,2,0,22,2018-2019
