Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Wu Lei,24,cn CHN,FW,27-145,62,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,0,8,9,88.9,1,6,1,0,0,32,2018-2019
   Sergio García,9,es ESP,"FW,RM",35-308,28,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0.0,0,0,9,11,81.8,2,12,2,0,0,32,2018-2019
Borja Iglesias,7,es ESP,FW,26-086,90,0,0,0,0,1,0,0,0,39,1,1,1,0.0,0.0,0.0,1,0,15,25,60.0,3,22,1,3,0,32,2018-2019
Sergi Darder,10,es ESP,LM,25-112,90,0,0,0,0,1,1,1,0,45,1,0,1,0.0,0.0,0.0,1,0,24,41,58.5,2,33,1,5,5,32,2018-2019
Marc Roca,21,es ESP,CM,22-138,90,0,0,0,0,1,0,1,0,67,0,0,0,0.0,0.0,0.0,1,0,55,64,85.9,15,40,1,1,1,32,2018-2019
Víctor Sánchez,4,es ESP,CM,31-217,90,0,0,0,0,1,0,0,0,62,1,3,1,0.0,0.0,0.0,0,0,35,48,72.9,1,28,1,2,2,32,2018-2019
Óscar Melendo,14,es ESP,RM,21-233,84,0,0,0,0,0,0,0,0,47,1,0,1,0.0,0.0,0.0,1,0,30,37,81.1,5,38,3,3,3,32,2018-2019
   Óscar Duarte,6,cr CRC,CB,29-314,6,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,2,0,0,0,0,32,2018-2019
Adrià Pedrosa,28,es ESP,LB,20-335,90,1,0,0,0,1,1,0,0,60,3,0,0,0.3,0.3,0.0,2,0,35,43,81.4,4,26,1,5,3,32,2018-2019
Mario Hermoso,22,es ESP,CB,23-299,90,0,0,0,0,0,0,0,0,75,0,2,1,0.0,0.0,0.0,0,0,52,64,81.3,1,42,0,0,0,32,2018-2019
Naldo,5,br BRA,CB,30-231,90,0,0,0,0,0,0,1,0,68,0,1,1,0.0,0.0,0.0,0,0,49,59,83.1,2,37,0,0,0,32,2018-2019
Roberto Rosales,8,ve VEN,RB,30-144,27,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.0,0,0,10,15,66.7,3,7,0,0,0,32,2018-2019
   Javi López,16,es ESP,RB,33-082,63,0,0,0,0,0,0,0,0,48,2,1,1,0.0,0.0,0.0,0,0,28,42,66.7,2,25,0,2,1,32,2018-2019
Diego López,13,es ESP,GK,37-161,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,24,42,57.1,0,23,0,0,0,32,2018-2019
Wu Lei,24,cn CHN,FW,27-145,62,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,0,8,9,88.9,1,6,1,0,0,32,2018-2019
   Sergio García,9,es ESP,"FW,RM",35-308,28,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0.0,0,0,9,11,81.8,2,12,2,0,0,32,2018-2019
Borja Iglesias,7,es ESP,FW,26-086,90,0,0,0,0,1,0,0,0,39,1,1,1,0.0,0.0,0.0,1,0,15,25,60.0,3,22,1,3,0,32,2018-2019
Sergi Darder,10,es ESP,LM,25-112,90,0,0,0,0,1,1,1,0,45,1,0,1,0.0,0.0,0.0,1,0,24,41,58.5,2,33,1,5,5,32,2018-2019
Marc Roca,21,es ESP,CM,22-138,90,0,0,0,0,1,0,1,0,67,0,0,0,0.0,0.0,0.0,1,0,55,64,85.9,15,40,1,1,1,32,2018-2019
Víctor Sánchez,4,es ESP,CM,31-217,90,0,0,0,0,1,0,0,0,62,1,3,1,0.0,0.0,0.0,0,0,35,48,72.9,1,28,1,2,2,32,2018-2019
Óscar Melendo,14,es ESP,RM,21-233,84,0,0,0,0,0,0,0,0,47,1,0,1,0.0,0.0,0.0,1,0,30,37,81.1,5,38,3,3,3,32,2018-2019
   Óscar Duarte,6,cr CRC,CB,29-314,6,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,2,0,0,0,0,32,2018-2019
Adrià Pedrosa,28,es ESP,LB,20-335,90,1,0,0,0,1,1,0,0,60,3,0,0,0.3,0.3,0.0,2,0,35,43,81.4,4,26,1,5,3,32,2018-2019
Mario Hermoso,22,es ESP,CB,23-299,90,0,0,0,0,0,0,0,0,75,0,2,1,0.0,0.0,0.0,0,0,52,64,81.3,1,42,0,0,0,32,2018-2019
Naldo,5,br BRA,CB,30-231,90,0,0,0,0,0,0,1,0,68,0,1,1,0.0,0.0,0.0,0,0,49,59,83.1,2,37,0,0,0,32,2018-2019
Roberto Rosales,8,ve VEN,RB,30-144,27,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.0,0,0,10,15,66.7,3,7,0,0,0,32,2018-2019
   Javi López,16,es ESP,RB,33-082,63,0,0,0,0,0,0,0,0,48,2,1,1,0.0,0.0,0.0,0,0,28,42,66.7,2,25,0,2,1,32,2018-2019
Diego López,13,es ESP,GK,37-161,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,24,42,57.1,0,23,0,0,0,32,2018-2019
Enric Gallego,22,es ESP,FW,32-213,90,0,0,0,0,3,1,0,0,42,4,0,1,0.1,0.1,0.0,1,0,10,19,52.6,1,20,0,3,1,32,2018-2019
David Ferreiro,7,es ESP,LM,31-012,71,0,0,0,0,0,0,0,0,32,1,0,1,0.0,0.0,0.0,3,0,13,24,54.2,1,19,6,3,2,32,2018-2019
   Cucho,9,co COL,"LW,LM",19-358,19,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,6,0,3,1,32,2018-2019
Moi Gómez,6,es ESP,"CM,LM",24-294,90,0,0,0,0,1,0,0,0,33,2,1,1,0.0,0.0,0.0,0,0,17,23,73.9,2,12,1,1,0,32,2018-2019
Juanpi,20,ve VEN,CM,25-079,59,0,0,0,0,0,0,0,0,31,4,2,3,0.0,0.0,0.0,1,0,8,17,47.1,0,10,3,5,1,32,2018-2019
   Gonzalo Melero,8,es ESP,"RM,CM",25-101,31,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,8,11,72.7,0,7,0,0,0,32,2018-2019
Ezequiel Ávila,19,ar ARG,"RM,RW",25-066,87,0,0,0,0,2,0,0,0,27,2,0,0,0.1,0.1,0.0,0,0,7,19,36.8,0,11,1,3,1,32,2018-2019
   Álex Gallar,11,es ESP,RW,27-025,3,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,0,0,0,0,32,2018-2019
Cristian Rivera,17,es ESP,"DM,CM",21-278,90,0,0,0,0,0,0,0,0,33,7,2,0,0.0,0.0,0.0,1,0,18,24,75.0,2,16,2,1,1,32,2018-2019
Javi Galán,12,es ESP,LB,24-145,90,0,0,0,0,0,0,0,0,48,6,3,2,0.0,0.0,0.0,0,0,21,34,61.8,1,15,3,1,1,32,2018-2019
Jorge Pulido,14,es ESP,CB,28-005,90,0,0,0,0,0,0,1,0,26,4,1,0,0.0,0.0,0.0,0,0,12,21,57.1,1,5,0,0,0,32,2018-2019
Xabier Etxeita,3,es ESP,CB,31-164,90,0,0,0,0,0,0,0,0,20,4,0,2,0.0,0.0,0.0,0,0,6,8,75.0,2,6,0,0,0,32,2018-2019
Jorge Miramón,24,es ESP,RB,29-315,90,0,0,0,0,0,0,0,0,33,3,1,1,0.0,0.0,0.0,0,0,13,21,61.9,2,10,1,3,1,32,2018-2019
Roberto Santamaría,13,es ESP,GK,34-045,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,2,0,15,24,62.5,0,7,0,0,0,32,2018-2019
Enric Gallego,22,es ESP,FW,32-213,90,0,0,0,0,3,1,0,0,42,4,0,1,0.1,0.1,0.0,1,0,10,19,52.6,1,20,0,3,1,32,2018-2019
David Ferreiro,7,es ESP,LM,31-012,71,0,0,0,0,0,0,0,0,32,1,0,1,0.0,0.0,0.0,3,0,13,24,54.2,1,19,6,3,2,32,2018-2019
   Cucho,9,co COL,"LW,LM",19-358,19,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,6,0,3,1,32,2018-2019
Moi Gómez,6,es ESP,"CM,LM",24-294,90,0,0,0,0,1,0,0,0,33,2,1,1,0.0,0.0,0.0,0,0,17,23,73.9,2,12,1,1,0,32,2018-2019
Juanpi,20,ve VEN,CM,25-079,59,0,0,0,0,0,0,0,0,31,4,2,3,0.0,0.0,0.0,1,0,8,17,47.1,0,10,3,5,1,32,2018-2019
   Gonzalo Melero,8,es ESP,"RM,CM",25-101,31,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,8,11,72.7,0,7,0,0,0,32,2018-2019
