Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Jordi Masip,es ESP,29-296,90,3,1,2,66.7,0.6,3,8,37.5,27,7,18.5,28.5,7,42.9,37.0,9,1,11.1,0,9.3,10,2018-2019
Diego López,es ESP,36-357,90,2,1,1,50.0,0.1,6,19,31.6,17,1,52.9,41.3,14,71.4,50.4,19,0,0.0,0,6.5,10,2018-2019
Yassine Bounou,ma MAR,27-205,90,5,1,4,80.0,2.0,12,22,54.5,25,1,56.0,38.5,9,88.9,56.0,17,0,0.0,1,34.0,10,2018-2019
Alberto García,es ESP,33-260,90,6,2,4,83.3,2.5,6,19,31.6,26,2,46.2,38.8,10,70.0,45.8,11,0,0.0,1,15.3,10,2018-2019
Iago Herrerín,es ESP,30-275,90,3,0,3,100.0,0.4,8,19,42.1,22,2,68.2,45.0,5,80.0,60.0,8,0,0.0,0,,10,2018-2019
Neto,br BRA,29-100,90,2,0,2,100.0,0.1,11,21,52.4,21,6,47.6,38.9,12,91.7,62.2,21,1,4.8,0,5.0,10,2018-2019
Oier Olazábal,es ESP,29-043,90,6,0,6,100.0,0.6,9,25,36.0,23,6,52.2,43.7,14,92.9,52.1,19,1,5.3,0,10.0,10,2018-2019
Iván Cuéllar,es ESP,34-153,90,4,2,2,50.0,1.4,15,21,71.4,31,5,41.9,39.9,8,100.0,57.0,7,1,14.3,0,8.3,10,2018-2019
Sergio Álvarez,es ESP,32-085,90,5,0,5,100.0,1.2,7,34,20.6,29,3,75.9,47.3,16,75.0,50.9,33,0,0.0,0,10.0,10,2018-2019
Asier Riesgo,es ESP,35-021,90,6,4,2,33.3,1.4,7,17,41.2,21,3,52.4,38.2,6,100.0,60.7,5,0,0.0,2,20.0,10,2018-2019
Jan Oblak,si SVN,25-293,90,0,0,0,,0.0,4,13,30.8,12,0,50.0,36.8,7,100.0,61.0,3,0,0.0,0,,10,2018-2019
Miguel Ángel Moyá,es ESP,34-208,90,4,2,2,50.0,2.3,12,21,57.1,32,4,50.0,33.6,10,50.0,34.4,22,1,4.5,2,12.8,10,2018-2019
David Soria,es ESP,25-207,90,3,0,3,100.0,0.1,5,16,31.3,14,1,78.6,48.8,6,83.3,57.8,15,0,0.0,0,,10,2018-2019
Joel Robles,es ESP,28-133,90,5,2,3,60.0,1.5,9,15,60.0,37,4,32.4,31.4,8,37.5,33.3,16,1,6.3,0,9.5,10,2018-2019
Marc-André ter Stegen,de GER,26-181,90,4,1,3,75.0,0.8,3,4,75.0,26,11,7.7,26.7,8,25.0,33.8,11,0,0.0,0,10.5,10,2018-2019
Thibaut Courtois,be BEL,26-170,90,8,5,3,50.0,3.8,5,11,45.5,27,12,33.3,31.8,3,66.7,48.0,9,2,22.2,1,11.7,10,2018-2019
Fernando Pacheco,es ESP,26-163,90,2,1,1,50.0,1.0,13,27,48.1,28,1,64.3,40.9,11,81.8,50.8,10,0,0.0,2,24.5,10,2018-2019
Sergio Asenjo,es ESP,29-122,90,6,2,4,66.7,1.8,5,19,26.3,26,4,53.8,40.2,9,55.6,41.9,32,2,6.3,0,11.8,10,2018-2019
Tomáš Vaclík,cz CZE,29-213,90,2,1,1,50.0,1.1,2,13,15.4,25,4,44.0,33.0,6,33.3,42.0,12,0,0.0,1,16.0,10,2018-2019
Aleksandar Jovanović,rs SRB,25-326,90,4,2,2,50.0,1.9,5,23,21.7,13,1,61.5,44.7,15,100.0,61.5,8,0,0.0,0,5.0,10,2018-2019
