Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Miguel Ángel Moyá,es ESP,34-180,90,2,1,1,50.0,0.9,3,8,37.5,24,2,16.7,25.4,7,57.1,41.3,6,0,0.0,2,33.0,7,2018-2019
Neto,br BRA,29-072,90,5,0,4,100.0,1.8,5,20,25.0,17,4,64.7,47.6,11,81.8,54.5,19,0,0.0,0,8.3,7,2018-2019
Marc-André ter Stegen,de GER,26-152,90,2,1,1,50.0,1.0,5,10,50.0,25,4,16.0,24.4,9,66.7,45.9,5,0,0.0,0,10.0,7,2018-2019
Unai Simón,es ESP,21-110,90,8,1,7,87.5,3.7,6,24,25.0,20,2,75.0,49.1,9,100.0,65.0,7,0,0.0,0,13.0,7,2018-2019
Marko Dmitrović,rs SRB,26-248,90,5,3,2,60.0,3.0,8,11,72.7,23,6,34.8,40.7,6,50.0,44.3,4,0,0.0,1,22.7,7,2018-2019
Tomáš Vaclík,cz CZE,29-184,90,2,1,1,50.0,0.3,8,35,22.9,24,1,79.2,52.3,18,88.9,58.6,40,1,2.5,1,13.2,7,2018-2019
Thibaut Courtois,be BEL,26-141,90,3,0,3,100.0,1.6,0,2,0.0,30,7,6.7,25.4,3,0.0,23.7,15,3,20.0,1,9.3,7,2018-2019
Jan Oblak,si SVN,25-265,90,6,0,6,100.0,1.0,10,19,52.6,16,2,68.8,42.9,9,88.9,56.2,21,0,0.0,0,,7,2018-2019
Aleksandar Jovanović,rs SRB,25-298,90,3,1,2,100.0,1.3,7,20,35.0,27,4,51.9,40.6,7,85.7,56.1,11,1,9.1,0,4.5,7,2018-2019
Yassine Bounou,ma MAR,27-178,90,6,1,5,100.0,1.4,2,14,14.3,22,7,40.9,37.1,10,50.0,43.8,9,1,11.1,2,16.8,7,2018-2019
Sergio Asenjo,es ESP,29-094,90,3,1,2,66.7,0.9,4,9,44.4,19,1,31.6,32.6,5,60.0,45.6,4,0,0.0,1,16.5,7,2018-2019
Jordi Masip,es ESP,29-270,90,7,0,6,100.0,1.2,7,23,30.4,22,4,59.1,45.8,10,100.0,63.3,29,0,0.0,0,3.0,7,2018-2019
Oier Olazábal,es ESP,29-016,90,2,1,1,50.0,0.1,1,16,6.3,13,1,69.2,47.8,8,87.5,60.0,16,1,6.3,0,5.0,7,2018-2019
Fernando Pacheco,es ESP,26-135,90,3,2,1,33.3,0.8,15,29,51.7,20,3,80.0,47.6,13,100.0,61.5,15,0,0.0,2,20.3,7,2018-2019
Joel Robles,es ESP,28-105,90,5,0,5,100.0,0.8,6,12,50.0,27,6,29.6,31.1,5,80.0,49.6,4,0,0.0,4,25.4,7,2018-2019
Iván Cuéllar,es ESP,34-126,90,4,1,3,75.0,1.6,7,21,33.3,15,2,80.0,52.8,9,100.0,69.1,23,0,0.0,0,8.5,7,2018-2019
Sergio Álvarez,es ESP,32-059,90,4,1,3,75.0,0.3,12,30,40.0,29,2,69.0,45.9,10,100.0,62.9,19,1,5.3,1,13.0,7,2018-2019
David Soria,es ESP,25-180,90,2,1,1,50.0,0.4,10,29,34.5,23,0,78.3,49.8,12,91.7,53.5,12,0,0.0,4,20.8,7,2018-2019
Unai Simón,es ESP,21-116,90,3,3,0,66.7,2.8,5,9,55.6,16,3,25.0,28.5,5,100.0,69.4,5,0,0.0,1,21.3,8,2018-2019
Miguel Ángel Moyá,es ESP,34-186,90,5,1,4,80.0,1.4,8,24,33.3,24,0,66.7,45.1,13,61.5,44.5,29,2,6.9,0,7.1,8,2018-2019
