Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Stole Dimitrievski,mk MKD,25-017,90,4,2,2,75.0,1.8,12,24,50.0,16,2,87.5,51.4,10,100.0,57.7,16,0,0.0,0,,19,2018-2019
Rubén Blanco,es ESP,23-170,90,8,4,4,50.0,3.5,4,12,33.3,20,4,35.0,32.6,5,100.0,68.2,14,0,0.0,0,10.8,19,2018-2019
Iván Cuéllar,es ESP,34-230,90,2,0,2,100.0,0.1,8,25,32.0,24,2,83.3,54.6,5,100.0,61.2,15,2,13.3,2,11.4,19,2018-2019
Roberto Santamaría,es ESP,33-319,90,7,1,6,85.7,2.2,7,23,30.4,23,3,78.3,50.8,5,100.0,64.4,17,0,0.0,1,22.0,19,2018-2019
Neto,br BRA,29-177,90,1,1,0,0.0,0.6,6,10,60.0,17,1,29.4,32.0,6,83.3,54.3,5,0,0.0,2,18.7,19,2018-2019
Jordi Masip,es ESP,30-009,90,5,1,3,80.0,1.8,10,34,29.4,30,5,70.0,44.7,13,100.0,63.3,26,1,3.8,0,4.0,19,2018-2019
Yassine Bounou,ma MAR,27-282,90,3,1,2,66.7,0.7,5,11,45.5,25,3,32.0,31.9,6,50.0,46.7,14,1,7.1,1,15.0,19,2018-2019
Fernando Pacheco,es ESP,26-239,90,4,1,3,75.0,1.2,9,23,39.1,25,1,76.0,45.2,5,80.0,52.6,17,1,5.9,4,22.4,19,2018-2019
Sergio Asenjo,es ESP,29-198,90,4,2,2,50.0,1.7,7,12,58.3,14,3,57.1,39.8,5,80.0,53.0,10,0,0.0,0,12.5,19,2018-2019
David Soria,es ESP,25-283,90,7,1,7,85.7,1.2,16,31,51.6,24,0,95.8,58.0,8,100.0,61.1,19,1,5.3,0,8.0,19,2018-2019
Jan Oblak,si SVN,26-006,90,2,0,2,100.0,0.5,9,19,47.4,21,2,71.4,44.2,4,100.0,56.5,8,0,0.0,0,13.0,19,2018-2019
Oier Olazábal,es ESP,29-121,90,5,1,4,100.0,1.4,9,18,50.0,24,5,54.2,39.5,12,41.7,38.5,5,0,0.0,2,17.5,19,2018-2019
Iago Herrerín,es ESP,30-353,90,4,0,4,100.0,0.2,11,21,52.4,18,1,83.3,51.7,6,100.0,63.2,14,1,7.1,0,11.0,19,2018-2019
Tomáš Vaclík,cz CZE,29-290,90,3,2,1,33.3,0.9,8,16,50.0,21,4,47.6,35.4,8,75.0,52.5,17,0,0.0,3,20.2,19,2018-2019
Marc-André ter Stegen,de GER,26-258,90,2,0,2,100.0,1.1,4,6,66.7,33,2,6.1,24.1,10,40.0,33.7,26,0,0.0,0,11.8,19,2018-2019
Asier Riesgo,es ESP,35-099,90,6,3,3,50.0,1.7,6,16,37.5,22,4,63.6,43.2,2,100.0,61.0,4,0,0.0,0,13.0,19,2018-2019
Pau López,es ESP,24-031,90,5,2,3,60.0,0.7,0,3,0.0,36,8,5.6,22.1,5,20.0,34.0,9,1,11.1,0,8.0,19,2018-2019
Keylor Navas,cr CRC,32-029,90,2,1,1,50.0,0.8,4,15,26.7,13,3,61.5,46.4,8,87.5,64.9,15,2,13.3,0,8.3,19,2018-2019
Gerónimo Rulli,ar ARG,26-239,90,2,2,1,0.0,0.6,6,21,28.6,23,1,34.8,34.1,15,86.7,56.9,13,0,0.0,0,12.0,19,2018-2019
Diego López,es ESP,37-072,90,4,3,1,50.0,3.8,3,6,50.0,19,1,21.1,28.2,5,40.0,30.6,11,1,9.1,0,10.3,19,2018-2019
