Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Iván Cuéllar,es ESP,34-160,90,4,1,3,75.0,0.5,15,31,48.4,33,5,69.7,48.2,9,88.9,60.3,14,0,0.0,2,17.3,11,2018-2019
Jan Oblak,si SVN,25-300,90,3,1,2,66.7,1.6,3,16,18.8,23,4,52.2,39.5,5,80.0,55.6,12,1,8.3,0,9.0,11,2018-2019
Thibaut Courtois,be BEL,26-176,90,2,0,2,100.0,0.2,3,8,37.5,13,6,15.4,27.8,6,100.0,69.8,15,0,0.0,2,29.0,11,2018-2019
Jordi Masip,es ESP,29-304,90,7,2,5,85.7,1.9,12,28,42.9,36,11,50.0,38.0,14,71.4,51.5,28,0,0.0,0,,11,2018-2019
Neto,br BRA,29-107,90,3,1,2,66.7,0.9,6,8,75.0,12,2,33.3,23.5,4,100.0,61.8,5,0,0.0,2,22.5,11,2018-2019
Yassine Bounou,ma MAR,27-212,90,9,0,9,100.0,3.0,4,20,20.0,21,3,33.3,37.1,17,76.5,55.5,31,1,3.2,3,16.0,11,2018-2019
Alberto García,es ESP,33-267,90,5,3,2,40.0,2.6,6,15,40.0,14,1,78.6,49.7,8,50.0,44.9,15,1,6.7,0,9.5,11,2018-2019
Marc-André ter Stegen,de GER,26-187,90,5,2,3,60.0,1.7,2,5,40.0,21,1,19.0,30.6,8,12.5,30.3,13,1,7.7,1,17.5,11,2018-2019
Marko Dmitrović,rs SRB,26-284,90,3,1,2,66.7,0.2,4,10,40.0,27,8,25.9,30.9,7,42.9,49.7,11,2,18.2,2,17.2,11,2018-2019
Antonio Sivera,es ESP,22-085,90,7,2,5,71.4,1.3,9,26,34.6,18,5,66.7,45.1,14,100.0,66.1,39,0,0.0,2,10.8,11,2018-2019
Sergio Asenjo,es ESP,29-129,90,2,1,2,50.0,0.1,8,21,38.1,21,4,61.9,39.9,9,88.9,56.4,11,1,9.1,0,11.5,11,2018-2019
Oier Olazábal,es ESP,29-051,90,4,1,3,75.0,1.0,5,17,29.4,15,1,53.3,42.3,18,50.0,42.9,22,0,0.0,1,26.0,11,2018-2019
Aleksandar Jovanović,rs SRB,25-333,90,2,1,1,50.0,0.7,6,26,23.1,25,2,76.0,47.5,7,100.0,60.7,12,0,0.0,0,13.0,11,2018-2019
David Soria,es ESP,25-214,90,7,1,6,85.7,1.2,7,28,25.0,24,0,95.8,57.8,5,100.0,66.0,24,2,8.3,0,9.5,11,2018-2019
Miguel Ángel Moyá,es ESP,34-216,90,1,0,1,100.0,0.1,5,8,62.5,22,1,18.2,28.3,6,66.7,46.5,14,0,0.0,0,9.5,11,2018-2019
Tomáš Vaclík,cz CZE,29-220,90,1,0,1,100.0,0.1,10,16,62.5,24,8,41.7,35.5,8,75.0,53.9,17,2,11.8,1,9.7,11,2018-2019
Pau López,es ESP,23-326,90,8,3,5,62.5,2.8,5,9,55.6,30,5,23.3,28.4,5,40.0,44.2,8,1,12.5,0,15.0,11,2018-2019
Sergio Álvarez,es ESP,32-093,90,6,3,3,50.0,2.7,5,14,35.7,23,3,30.4,30.8,8,87.5,54.1,14,1,7.1,0,12.3,11,2018-2019
Diego López,es ESP,37-002,90,2,0,2,100.0,0.1,7,15,46.7,30,5,30.0,32.1,9,66.7,50.4,17,2,11.8,1,17.0,11,2018-2019
Iago Herrerín,es ESP,30-284,90,3,1,2,66.7,0.5,9,17,52.9,24,6,54.2,38.9,7,57.1,50.0,8,0,0.0,2,16.5,11,2018-2019
