Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
André Silva,12,pt POR,FW,23-081,90,1,0,0,0,6,1,0,0,30,0,0,0,1.1,1.1,0.0,3,0,11,16,68.8,1,19,3,5,2,21,2018-2019
Wissam Ben Yedder,9,fr FRA,FW,28-167,90,1,0,0,0,2,2,0,0,40,0,1,0,0.6,0.6,0.0,4,0,23,27,85.2,6,25,2,7,5,21,2018-2019
Franco Vázquez,22,ar ARG,CM,29-338,90,1,0,0,0,3,1,0,0,53,1,0,0,0.4,0.4,0.2,4,0,32,41,78.0,3,21,3,6,3,21,2018-2019
Éver Banega,10,ar ARG,CM,30-211,73,0,0,0,0,1,0,1,0,73,4,1,1,0.1,0.1,0.0,5,1,45,60,75.0,5,40,2,5,3,21,2018-2019
   Ibrahim Amadou,5,fr FRA,CM,25-295,17,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,12,13,92.3,1,6,0,0,0,21,2018-2019
Roque Mesa,7,es ESP,CM,29-233,90,0,1,0,0,4,1,0,0,51,1,1,2,0.2,0.2,0.3,7,2,37,39,94.9,5,35,6,1,1,21,2018-2019
Quincy Promes,21,nl NED,WB,27-022,90,1,1,0,1,2,1,0,0,70,2,0,2,0.9,0.0,1.1,8,4,44,53,83.0,4,38,7,8,6,21,2018-2019
Aleix Vidal,11,es ESP,WB,29-158,52,0,0,0,0,1,1,0,0,41,2,0,0,0.0,0.0,0.3,3,1,24,37,64.9,6,19,2,1,1,21,2018-2019
   Pablo Sarabia,17,es ESP,WB,26-260,38,1,1,1,1,1,0,0,0,23,1,1,1,1.4,0.6,0.4,3,1,14,16,87.5,1,6,0,1,0,21,2018-2019
Maximilian Wöber,14,at AUT,CB,20-356,90,0,0,0,0,1,0,0,0,49,1,1,1,0.0,0.0,0.1,2,0,40,42,95.2,2,23,0,0,0,21,2018-2019
