Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Yassine Bounou,ma MAR,27-184,90,4,3,1,50.0,1.9,8,12,66.7,30,8,30.0,33.8,10,30.0,37.1,20,0,0.0,1,12.7,8,2018-2019
Marko Dmitrović,rs SRB,26-255,90,3,2,1,33.3,1.6,10,27,37.0,22,1,86.4,51.6,8,100.0,70.9,14,2,14.3,1,14.0,8,2018-2019
David Soria,es ESP,25-185,90,3,1,2,66.7,0.6,9,25,36.0,23,2,73.9,47.9,9,88.9,61.2,4,2,50.0,1,13.5,8,2018-2019
Oier Olazábal,es ESP,29-022,90,4,0,4,100.0,0.8,9,18,50.0,15,1,80.0,61.9,8,75.0,51.5,26,1,3.8,0,6.3,8,2018-2019
Fernando Pacheco,es ESP,26-141,90,5,0,5,100.0,0.9,11,20,55.0,24,4,58.3,43.2,7,85.7,52.0,19,0,0.0,0,16.0,8,2018-2019
Thibaut Courtois,be BEL,26-148,90,4,1,3,75.0,1.4,3,6,50.0,32,11,12.5,28.2,3,66.7,42.3,10,1,10.0,2,17.2,8,2018-2019
Iván Cuéllar,es ESP,34-132,90,2,0,2,100.0,0.5,13,21,61.9,23,3,69.6,49.8,5,100.0,68.6,26,2,7.7,1,10.2,8,2018-2019
Alberto García,es ESP,33-239,90,4,1,3,75.0,1.6,5,10,50.0,30,8,16.7,25.4,9,55.6,44.1,15,0,0.0,0,14.0,8,2018-2019
Jordi Masip,es ESP,29-277,90,1,0,1,100.0,0.1,2,24,8.3,22,2,68.2,48.8,9,100.0,68.1,16,3,18.8,0,8.6,8,2018-2019
Aleksandar Jovanović,rs SRB,25-305,90,3,1,2,66.7,0.7,3,14,21.4,19,6,47.4,38.6,6,83.3,58.5,7,0,0.0,1,37.0,8,2018-2019
Jan Oblak,si SVN,25-273,90,0,0,0,,0.0,0,6,0.0,6,0,33.3,35.0,4,100.0,68.3,12,0,0.0,0,4.0,8,2018-2019
Pau López,es ESP,23-298,90,4,1,3,75.0,1.2,5,13,38.5,34,7,23.5,27.3,12,41.7,37.6,13,1,7.7,0,6.4,8,2018-2019
Tomáš Vaclík,cz CZE,29-192,90,5,1,4,80.0,1.4,5,10,50.0,19,7,26.3,30.2,5,100.0,68.8,21,0,0.0,0,9.5,8,2018-2019
Sergio Álvarez,es ESP,32-065,90,3,2,1,33.3,1.6,6,16,37.5,30,2,40.0,35.4,11,36.4,38.5,24,1,4.2,1,13.3,8,2018-2019
Diego López,es ESP,36-338,90,5,1,4,80.0,1.7,2,7,28.6,13,3,38.5,37.2,4,50.0,39.8,17,1,5.9,0,8.3,8,2018-2019
Sergio Asenjo,es ESP,29-101,90,12,3,9,75.0,3.3,2,8,25.0,10,7,10.0,23.9,13,53.8,47.1,20,0,0.0,0,3.0,8,2018-2019
Neto,br BRA,29-080,90,5,1,4,80.0,0.7,6,17,35.3,19,4,63.2,45.9,6,83.3,60.3,9,1,11.1,0,7.5,8,2018-2019
Marc-André ter Stegen,de GER,26-160,90,3,1,2,66.7,1.8,3,3,100.0,17,5,5.9,21.4,7,28.6,31.4,13,0,0.0,1,17.5,8,2018-2019
Sergio Álvarez,es ESP,32-077,90,2,1,1,50.0,1.1,3,8,37.5,23,6,21.7,25.9,8,37.5,37.8,11,1,9.1,1,16.0,9,2018-2019
Fernando Pacheco,es ESP,26-154,90,9,0,9,100.0,1.3,5,14,35.7,17,4,47.1,41.4,6,100.0,54.7,18,1,5.6,0,3.0,9,2018-2019
