player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Munir El Haddadi,19,ma MAR,FW,23-244,90,0,0,0,0,1,0,0,0,30,0,1,0,0.0,0.0,0.0,0,0,15,21,71.4,0,19,3,4,2,36,2018-2019
Wissam Ben Yedder,9,fr FRA,FW,28-264,90,0,0,0,0,0,0,0,0,37,1,0,0,0.0,0.0,0.2,3,0,22,30,73.3,5,24,3,4,4,36,2018-2019
Quincy Promes,21,nl NED,LM,27-119,45,0,0,0,0,0,0,0,0,22,1,3,0,0.0,0.0,0.0,0,0,10,18,55.6,0,11,3,1,1,36,2018-2019
   Franco Vázquez,22,ar ARG,AM,30-070,45,0,0,0,0,0,0,0,0,24,2,0,0,0.0,0.0,0.0,3,0,14,20,70.0,5,17,0,1,1,36,2018-2019
Marko Rog,20,hr CRO,"CM,DM",23-288,69,0,0,0,0,0,0,0,0,53,3,1,0,0.0,0.0,0.0,2,0,35,41,85.4,4,28,2,4,3,36,2018-2019
   Bryan Gil,41,es ESP,LM,18-081,21,0,0,0,0,1,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,7,0,0,0,36,2018-2019
Roque Mesa,7,es ESP,CM,29-330,37,0,0,0,0,1,1,0,0,33,3,0,1,0.0,0.0,0.0,0,0,23,29,79.3,3,20,2,0,0,36,2018-2019
   Maxime Gonalons,15,fr FRA,"DM,CM",30-054,53,0,0,0,0,0,0,0,0,46,2,2,2,0.0,0.0,0.0,0,0,31,35,88.6,9,29,3,1,1,36,2018-2019
Pablo Sarabia,17,es ESP,"RM,AM",26-357,90,0,0,0,0,3,2,1,0,75,1,1,0,0.2,0.2,0.0,0,0,36,60,60.0,4,46,4,7,5,36,2018-2019
Sergio Escudero,18,es ESP,LB,29-243,90,0,0,0,0,0,0,0,0,79,1,3,1,0.0,0.0,0.0,2,0,53,70,75.7,6,46,2,0,0,36,2018-2019
Sergi Gómez,3,es ESP,CB,27-036,90,0,0,0,0,0,0,0,0,68,1,2,1,0.0,0.0,0.0,0,0,55,60,91.7,0,38,0,0,0,36,2018-2019
Gabriel Mercado,25,ar ARG,CB,32-046,90,0,0,0,0,1,0,0,0,63,1,2,0,0.0,0.0,0.0,0,0,48,55,87.3,4,34,0,0,0,36,2018-2019
Jesús Navas,16,es ESP,RB,33-163,90,0,0,0,0,0,0,0,0,92,0,1,0,0.0,0.0,0.0,3,0,63,89,70.8,4,55,10,4,4,36,2018-2019
Tomáš Vaclík,1,cz CZE,GK,30-035,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,20,25,80.0,0,12,0,0,0,36,2018-2019
Martin Braithwaite,25,dk DEN,FW,27-332,82,1,2,0,0,1,1,0,0,17,0,1,1,0.1,0.1,0.6,5,4,11,13,84.6,3,11,2,2,1,36,2018-2019
   José Arnaiz,16,es ESP,LM,24-018,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,2,0,0,0,36,2018-2019
Youssef En-Nesyri,26,ma MAR,FW,21-336,85,1,0,0,0,3,1,0,0,33,1,0,1,0.2,0.2,0.0,2,0,8,19,42.1,0,19,1,3,1,36,2018-2019
   Guido Carrillo,9,ar ARG,FW,27-343,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,36,2018-2019
Jonathan Silva,5,ar ARG,"LW,LB",24-308,90,0,0,0,0,0,0,0,0,45,4,2,1,0.0,0.0,0.0,2,1,20,34,58.8,0,22,1,1,0,36,2018-2019
Juanfran,2,es ESP,RW,30-234,75,0,0,0,0,1,1,0,0,33,0,1,2,0.1,0.1,0.0,1,0,14,23,60.9,2,20,0,0,0,36,2018-2019
   Allan Nyom,12,cm CMR,"RB,RW",30-358,15,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,3,0,0,0,36,2018-2019
Mikel Vesga,23,es ESP,CM,25-347,90,0,0,0,0,0,0,0,0,47,2,2,2,0.0,0.0,0.0,0,0,26,34,76.5,4,27,0,0,0,36,2018-2019
Óscar Rodríguez Arnaiz,27,es ESP,"CM,RM",20-309,90,1,0,0,0,3,2,0,0,41,3,0,0,0.4,0.4,0.1,2,0,18,27,66.7,3,28,0,6,3,36,2018-2019
Recio,8,es ESP,"DM,CM",28-112,90,0,0,0,0,0,0,1,0,55,2,0,0,0.0,0.0,0.0,1,0,38,47,80.9,3,37,0,2,0,36,2018-2019
Dimitris Siovas,22,gr GRE,CB,30-229,90,0,0,0,0,1,0,0,0,51,2,2,2,0.0,0.0,0.0,1,0,18,34,52.9,0,16,0,2,1,36,2018-2019
Kenneth Omeruo,24,ng NGA,CB,25-198,90,0,0,0,0,0,0,0,0,32,3,1,1,0.0,0.0,0.0,0,0,11,14,78.6,1,9,0,1,1,36,2018-2019
Unai Bustinza,3,es ESP,CB,27-090,90,0,0,0,0,0,0,0,0,57,1,1,0,0.0,0.0,0.0,2,1,27,43,62.8,4,18,0,0,0,36,2018-2019
Iván Cuéllar,1,es ESP,GK,34-341,90,0,0,0,0,0,0,0,0,29,0,1,0,0.0,0.0,0.0,0,0,12,27,44.4,0,12,0,0,0,36,2018-2019
Borja Mayoral,2,es ESP,FW,22-029,78,0,0,0,0,1,0,0,0,22,0,0,1,0.5,0.5,0.1,3,1,14,19,73.7,2,19,5,1,1,36,2018-2019
   Moses Simon,7,ng NGA,"RW,FW",23-296,12,0,1,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.4,1,1,2,5,40.0,1,5,2,2,0,36,2018-2019
José Luis Morales,11,es ESP,"LW,FW",31-285,87,0,0,0,1,2,1,0,0,19,0,0,0,0.9,0.1,0.0,4,1,8,14,57.1,1,10,3,1,1,36,2018-2019
   Sergio Postigo,15,es ESP,FW,30-181,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,36,2018-2019
Jason,23,es ESP,"RW,LW",24-302,90,1,0,0,0,2,2,0,0,22,6,0,1,0.3,0.3,0.0,0,0,7,13,53.8,1,12,1,1,1,36,2018-2019
Enis Bardhi,10,mk MKD,LM,23-306,90,1,0,0,0,2,1,0,0,38,4,1,0,0.4,0.4,0.5,2,1,19,26,73.1,8,22,1,0,0,36,2018-2019
Nikola Vukčević,17,me MNE,CM,27-142,65,0,0,0,0,0,0,0,0,23,2,2,1,0.0,0.0,0.0,0,0,15,19,78.9,2,8,0,0,0,36,2018-2019
   Rubén Rochina,16,es ESP,CM,28-042,25,0,0,0,0,0,0,0,0,9,1,1,1,0.0,0.0,0.0,1,1,2,5,40.0,0,4,1,1,1,36,2018-2019
José Campaña,24,es ESP,RM,25-338,90,1,2,0,0,1,1,1,0,39,3,1,0,0.5,0.5,0.5,5,2,20,33,60.6,2,15,1,0,0,36,2018-2019
Toño,3,es ESP,LB,29-178,90,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,0,0,24,31,77.4,1,13,0,2,1,36,2018-2019
Rober,4,es ESP,CB,24-077,90,0,0,0,0,0,0,0,0,34,1,3,2,0.0,0.0,0.0,1,0,14,23,60.9,1,11,0,0,0,36,2018-2019
Rúben Vezo,14,pt POR,CB,25-009,90,1,0,0,0,1,1,0,0,25,0,1,5,0.1,0.1,0.0,1,0,9,11,81.8,2,5,0,0,0,36,2018-2019
Coke,12,es ESP,RB,32-008,90,0,0,0,0,1,0,0,0,37,5,1,0,0.1,0.1,0.0,0,0,13,20,65.0,3,10,2,1,0,36,2018-2019
Aitor Fernández,25,es ESP,GK,28-001,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,1,0,18,34,52.9,0,16,0,0,0,36,2018-2019
Raúl de Tomás,9,es ESP,"FW,AM",24-199,90,0,0,0,0,6,1,0,0,23,0,0,0,0.6,0.6,0.0,4,0,12,13,92.3,1,13,3,3,3,36,2018-2019
Bebé,14,cv CPV,"LW,WB",28-296,63,0,0,0,0,5,0,0,0,29,1,0,0,0.1,0.1,0.4,5,0,11,19,57.9,3,17,5,4,2,36,2018-2019
   Álvaro García,18,es ESP,WB,26-189,27,1,0,0,0,1,1,0,0,10,0,0,0,0.5,0.5,0.0,0,0,3,5,60.0,0,6,2,0,0,36,2018-2019
Adri Embarba,11,es ESP,"RW,WB",26-362,81,0,0,0,0,1,1,2,1,52,2,1,2,0.0,0.0,0.3,6,0,20,38,52.6,1,28,8,5,3,36,2018-2019
José Pozo,22,es ESP,"AM,CM",23-050,90,0,0,0,0,1,0,0,0,52,0,0,1,0.1,0.1,0.2,7,0,37,43,86.0,9,32,4,5,3,36,2018-2019
