Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
David Soria,es ESP,25-289,90,0,0,0,,0.0,7,19,36.8,18,1,83.3,53.6,5,80.0,56.6,9,0,0.0,1,12.7,20,2018-2019
Fernando Pacheco,es ESP,26-245,90,8,4,4,62.5,2.5,9,16,56.3,15,4,73.3,45.9,5,100.0,59.2,13,2,15.4,2,13.8,20,2018-2019
Thibaut Courtois,be BEL,26-253,90,1,0,1,100.0,0.2,2,10,20.0,28,5,32.1,35.2,3,33.3,43.3,9,0,0.0,2,26.5,20,2018-2019
Tomáš Vaclík,cz CZE,29-296,90,6,2,4,66.7,1.7,3,22,13.6,18,4,66.7,43.9,10,100.0,63.4,15,2,13.3,0,7.5,20,2018-2019
Roberto Santamaría,es ESP,33-326,90,8,3,5,62.5,3.8,13,21,61.9,22,2,77.3,46.8,5,80.0,59.2,7,0,0.0,0,14.0,20,2018-2019
Jan Oblak,si SVN,26-012,90,3,0,3,100.0,1.1,5,21,23.8,15,1,86.7,51.0,9,88.9,53.9,26,1,3.8,0,4.7,20,2018-2019
Rubén Blanco,es ESP,23-178,90,8,2,6,75.0,1.7,4,13,30.8,30,5,23.3,30.3,10,60.0,51.6,18,0,0.0,2,20.0,20,2018-2019
Neto,br BRA,29-184,90,4,1,3,75.0,0.9,4,14,28.6,13,4,61.5,39.7,6,100.0,67.8,9,0,0.0,0,2.0,20,2018-2019
Pau López,es ESP,24-038,90,5,2,3,60.0,0.9,3,10,30.0,34,6,23.5,28.6,4,50.0,37.8,6,1,16.7,4,17.7,20,2018-2019
Yassine Bounou,ma MAR,27-290,90,5,3,2,60.0,1.9,5,15,33.3,26,2,30.8,33.6,9,77.8,47.2,16,0,0.0,0,9.2,20,2018-2019
Sergio Asenjo,es ESP,29-206,90,2,1,2,50.0,0.1,7,16,43.8,21,6,42.9,39.0,8,87.5,62.1,13,0,0.0,2,18.4,20,2018-2019
Iago Herrerín,es ESP,30-360,90,1,1,0,0.0,1.0,9,27,33.3,29,2,72.4,48.9,6,100.0,63.2,16,0,0.0,0,10.7,20,2018-2019
Oier Olazábal,es ESP,29-128,90,3,0,3,100.0,0.3,4,12,33.3,11,4,45.5,40.2,9,77.8,55.7,16,2,12.5,1,11.5,20,2018-2019
Jordi Masip,es ESP,30-017,90,4,2,2,50.0,0.8,9,29,31.0,26,4,57.7,42.4,14,100.0,61.5,15,1,6.7,0,12.7,20,2018-2019
Stole Dimitrievski,mk MKD,25-026,90,4,2,2,50.0,1.0,10,26,38.5,23,4,65.2,44.7,12,91.7,57.3,17,1,5.9,0,10.3,20,2018-2019
Gerónimo Rulli,ar ARG,26-245,90,4,2,2,50.0,1.0,3,7,42.9,32,4,18.8,25.8,7,14.3,29.0,10,0,0.0,1,21.0,20,2018-2019
Marc-André ter Stegen,de GER,26-265,90,2,1,1,50.0,1.1,2,3,66.7,26,4,11.5,25.4,3,0.0,27.0,6,0,0.0,0,15.0,20,2018-2019
Iván Cuéllar,es ESP,34-238,90,7,3,4,57.1,2.5,9,30,30.0,26,2,69.2,47.8,12,100.0,61.0,10,0,0.0,0,13.5,20,2018-2019
Asier Riesgo,es ESP,35-107,90,0,0,0,,0.0,11,19,57.9,25,3,64.0,43.5,4,75.0,59.3,5,1,20.0,4,19.6,20,2018-2019
Diego López,es ESP,37-079,90,9,3,6,66.7,1.9,6,14,42.9,39,9,30.8,30.8,6,33.3,38.5,20,0,0.0,0,14.0,20,2018-2019
