Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Gerónimo Rulli,ar ARG,26-128,90,5,2,3,80.0,2.7,6,9,66.7,33,3,18.2,27.4,6,50.0,41.5,11,1,9.1,1,9.0,6,2018-2019
Alberto García,es ESP,33-228,90,6,2,4,66.7,2.3,13,22,59.1,28,6,60.7,42.1,8,62.5,44.9,19,0,0.0,0,,6,2018-2019
Jan Oblak,si SVN,25-261,90,1,0,1,100.0,0.5,2,6,33.3,17,5,17.6,27.0,4,75.0,57.5,13,0,0.0,1,17.5,6,2018-2019
Axel Werner,ar ARG,22-209,90,5,3,2,40.0,1.5,6,12,50.0,9,4,33.3,28.9,13,69.2,49.7,7,0,0.0,0,,6,2018-2019
Iván Cuéllar,es ESP,34-122,90,5,1,4,80.0,1.0,8,21,38.1,23,3,69.6,46.9,6,83.3,49.2,11,1,9.1,1,14.0,6,2018-2019
Marc-André ter Stegen,de GER,26-149,90,6,2,4,66.7,2.0,3,6,50.0,34,8,17.6,27.5,3,0.0,28.0,10,0,0.0,0,10.5,6,2018-2019
Unai Simón,es ESP,21-107,90,6,3,3,50.0,2.5,7,12,58.3,24,5,25.0,31.3,9,66.7,53.1,9,0,0.0,1,16.5,6,2018-2019
Sergio Asenjo,es ESP,29-090,90,2,0,2,100.0,0.6,5,17,29.4,26,6,46.2,39.9,9,55.6,45.7,24,1,4.2,0,11.1,6,2018-2019
Tomáš Vaclík,cz CZE,29-181,90,3,0,3,100.0,1.3,11,20,55.0,19,5,47.4,37.7,11,100.0,63.3,17,3,17.6,0,8.4,6,2018-2019
Thibaut Courtois,be BEL,26-138,90,7,3,4,57.1,1.7,3,3,100.0,12,5,8.3,27.1,6,33.3,38.5,9,0,0.0,1,15.0,6,2018-2019
Neto,br BRA,29-069,90,3,1,2,66.7,0.5,6,17,35.3,13,4,69.2,50.4,8,100.0,67.1,16,0,0.0,0,11.0,6,2018-2019
Sergio Álvarez,es ESP,32-054,90,5,1,4,80.0,1.0,3,18,16.7,31,4,29.0,30.2,10,90.0,63.8,10,0,0.0,1,13.3,6,2018-2019
Fernando Pacheco,es ESP,26-132,90,5,1,4,80.0,1.6,7,22,31.8,22,1,72.7,51.1,7,85.7,55.0,13,2,15.4,2,11.2,6,2018-2019
David Soria,es ESP,25-176,90,2,1,0,50.0,1.2,18,31,58.1,27,0,85.2,55.6,8,100.0,62.3,15,0,0.0,1,16.2,6,2018-2019
Jordi Masip,es ESP,29-267,90,4,1,3,75.0,1.0,5,15,33.3,15,2,66.7,46.0,5,100.0,69.4,19,1,5.3,0,12.0,6,2018-2019
Oier Olazábal,es ESP,29-013,90,6,2,4,66.7,0.9,10,23,43.5,20,3,50.0,41.6,14,92.9,60.6,24,0,0.0,2,11.6,6,2018-2019
Yassine Bounou,ma MAR,27-175,90,5,1,5,80.0,1.3,9,20,45.0,21,0,61.9,45.1,7,100.0,63.6,5,0,0.0,1,15.7,6,2018-2019
Patrick Roberts,eng ENG,21-234,18,1,0,0,100.0,0.3,1,1,100.0,11,0,9.1,19.7,0,,,2,0,0.0,5,49.0,6,2018-2019
Pau López,es ESP,23-288,90,2,0,2,100.0,0.4,4,14,28.6,35,4,25.7,29.9,6,83.3,52.5,17,2,11.8,1,13.3,6,2018-2019
Alberto García,es ESP,33-231,90,5,2,3,60.0,1.9,3,11,27.3,24,8,25.0,35.2,9,55.6,44.9,12,0,0.0,0,6.3,7,2018-2019
Diego López,es ESP,36-329,90,4,2,2,75.0,1.8,5,9,55.6,18,2,38.9,34.1,4,50.0,44.0,18,0,0.0,1,11.7,7,2018-2019
