player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Sandro Ramírez,24,es ESP,FW,23-249,65,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,28,2018-2019
   Jon Bautista,21,es ESP,FW,23-255,25,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,28,2018-2019
Mikel Oyarzabal,10,es ESP,LW,21-328,90,1,0,0,0,1,0,0,,0,1,0,1,0,1,1,0,28,2018-2019
Adnan Januzaj,11,be BEL,RW,24-038,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,28,2018-2019
David Zurutuza,17,es ESP,LM,32-239,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,28,2018-2019
Ander Guevara,26,es ESP,CM,21-251,90,3,1,0,3,0,2,6,33.3,4,1,0,1,1,4,0,0,28,2018-2019
Mikel Merino,8,es ESP,RM,22-266,90,3,2,0,3,0,1,2,50.0,1,0,0,0,1,4,0,0,28,2018-2019
Theo Hernández,19,fr FRA,LB,21-160,90,3,2,2,1,0,3,3,100.0,0,3,2,1,1,4,4,0,28,2018-2019
Raúl Navas,22,es ESP,CB,30-308,90,0,0,0,0,0,0,0,,0,3,1,2,1,1,0,0,28,2018-2019
Aritz Elustondo,15,es ESP,CB,24-352,90,2,1,2,0,0,2,3,66.7,1,1,1,0,2,4,2,0,28,2018-2019
Joseba Zaldúa,2,es ESP,RB,26-264,90,1,0,1,0,0,0,0,,0,1,0,1,1,2,1,0,28,2018-2019
Gerónimo Rulli,1,ar ARG,GK,26-299,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,2018-2019
José Luis Morales,11,es ESP,FW,31-235,90,1,1,0,1,0,0,3,0.0,3,1,0,1,0,1,1,0,28,2018-2019
Borja Mayoral,2,es ESP,FW,21-344,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,28,2018-2019
Enis Bardhi,10,mk MKD,CM,23-256,90,2,1,1,1,0,0,1,0.0,1,1,0,1,0,2,2,0,28,2018-2019
José Campaña,24,es ESP,CM,25-288,90,3,2,0,3,0,1,1,100.0,0,2,0,2,0,3,0,0,28,2018-2019
Rubén Rochina,16,es ESP,CM,27-357,73,1,0,0,1,0,0,3,0.0,3,0,0,0,0,1,1,0,28,2018-2019
   Roger Martí,9,es ESP,CM,28-071,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,2018-2019
Antonio Luna,22,es ESP,LB,27-363,90,2,2,1,0,1,2,4,50.0,2,0,0,0,2,4,3,0,28,2018-2019
Chema,6,es ESP,CB,27-012,80,3,3,2,1,0,1,1,100.0,0,2,0,2,3,6,3,0,28,2018-2019
   Sergio Postigo,15,es ESP,CB,30-131,10,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,28,2018-2019
Rober,4,es ESP,CB,24-027,90,3,3,3,0,0,2,4,50.0,2,0,0,0,2,5,1,0,28,2018-2019
Rúben Vezo,14,pt POR,CB,24-324,90,0,0,0,0,0,0,0,,0,2,2,0,0,0,4,0,28,2018-2019
Coke,12,es ESP,RB,31-323,60,1,0,0,1,0,0,0,,0,0,0,0,0,1,2,0,28,2018-2019
   Moses Simon,7,ng NGA,RB,23-246,30,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,28,2018-2019
Aitor Fernández,25,es ESP,GK,27-316,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,2018-2019
Enric Gallego,22,es ESP,FW,32-185,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,28,2018-2019
Ezequiel Ávila,19,ar ARG,"FW,AM",25-038,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,28,2018-2019
Moi Gómez,6,es ESP,CM,24-266,81,0,0,0,0,0,0,2,0.0,2,1,1,0,1,1,2,0,28,2018-2019
   Juanpi,20,ve VEN,CM,25-051,9,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,28,2018-2019
Yangel Herrera,21,ve VEN,"RB,WB,CM",21-061,90,4,2,2,2,0,3,4,75.0,1,1,0,1,1,5,1,0,28,2018-2019
