Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Fernando Pacheco,es ESP,26-336,90,7,2,5,85.7,3.0,4,15,26.7,13,2,69.2,47.5,7,85.7,53.7,17,2,11.8,0,10.3,33,2018-2019
Yoel,es ESP,30-234,90,3,2,1,33.3,1.1,9,26,34.6,29,3,69.0,46.8,6,100.0,68.2,11,0,0.0,1,18.0,33,2018-2019
Rubén Blanco,es ESP,23-269,90,1,1,0,0.0,0.5,10,20,50.0,18,4,55.6,37.1,11,90.9,59.4,14,3,21.4,0,6.7,33,2018-2019
Yassine Bounou,ma MAR,28-015,90,8,2,6,75.0,2.6,4,9,44.4,14,4,42.9,39.9,6,50.0,40.8,25,0,0.0,0,3.5,33,2018-2019
Marko Dmitrović,rs SRB,27-086,90,4,1,3,75.0,1.3,15,29,51.7,28,4,85.7,56.5,5,100.0,72.0,10,0,0.0,0,8.0,33,2018-2019
Jan Oblak,si SVN,26-103,90,2,0,2,100.0,0.2,11,27,40.7,19,3,73.7,45.2,15,86.7,55.1,25,0,0.0,1,15.0,33,2018-2019
Alberto García,es ESP,34-070,90,3,0,3,100.0,0.3,9,24,37.5,35,8,54.3,40.8,9,55.6,43.9,17,0,0.0,1,18.5,33,2018-2019
Roberto Santamaría,es ESP,34-052,90,3,0,3,100.0,0.2,14,33,42.4,21,1,90.5,60.0,14,100.0,70.5,21,0,0.0,0,,33,2018-2019
Marc-André ter Stegen,de GER,26-355,90,2,1,1,50.0,1.3,9,15,60.0,28,4,35.7,34.4,8,62.5,37.3,10,0,0.0,3,24.3,33,2018-2019
Gerónimo Rulli,ar ARG,26-335,90,4,2,2,50.0,0.9,4,8,50.0,55,6,10.9,25.4,9,22.2,30.0,9,0,0.0,3,19.4,33,2018-2019
Aitor Fernández,es ESP,27-353,90,7,2,5,71.4,2.0,1,6,16.7,21,12,19.0,31.6,3,66.7,51.7,12,1,8.3,2,19.4,33,2018-2019
Diego López,es ESP,37-169,90,5,2,3,60.0,1.7,6,24,25.0,26,1,53.8,43.9,13,76.9,56.2,26,0,0.0,1,12.7,33,2018-2019
David Soria,es ESP,26-017,90,2,0,2,100.0,0.2,13,29,44.8,22,2,81.8,47.6,11,100.0,61.1,16,3,18.8,0,7.0,33,2018-2019
Tomáš Vaclík,cz CZE,30-023,90,3,3,0,66.7,2.8,8,17,47.1,23,2,56.5,39.3,6,66.7,51.3,8,1,12.5,1,16.8,33,2018-2019
Keylor Navas,cr CRC,32-127,90,3,0,3,100.0,0.5,2,11,18.2,27,8,33.3,34.3,4,50.0,44.8,9,0,0.0,3,20.8,33,2018-2019
Iago Herrerín,es ESP,31-086,90,4,3,1,25.0,1.6,9,22,40.9,22,2,72.7,48.4,6,100.0,66.3,15,0,0.0,3,20.0,33,2018-2019
Andrés Fernández,es ESP,32-125,90,2,1,1,100.0,1.3,1,8,12.5,19,7,26.3,32.1,4,75.0,49.5,14,0,0.0,2,26.5,33,2018-2019
Iván Cuéllar,es ESP,34-329,90,5,2,3,60.0,0.9,10,24,41.7,23,1,73.9,49.6,8,87.5,59.5,16,1,6.3,3,15.7,33,2018-2019
Pau López,es ESP,24-129,90,3,2,1,33.3,0.5,1,3,33.3,29,7,6.9,19.0,5,20.0,24.8,7,0,0.0,0,10.5,33,2018-2019
Neto,br BRA,29-276,90,7,1,6,100.0,1.8,2,21,9.5,21,6,52.4,43.8,11,90.9,58.8,22,1,4.5,0,12.0,33,2018-2019
