player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Youssef En-Nesyri,26,ma MAR,FW,21-155,76,37,0,1,15,21,5,37,3,0,0.0,3,100.0,16,67,28,2,0,1,8,2,30,6,11,2018-2019
   Michael Santos,20,uy URU,FW,25-235,14,9,0,0,4,5,0,9,0,0,,0,,5,16,0,0,0,0,3,0,8,1,11,2018-2019
Óscar Rodríguez Arnaiz,27,es ESP,"AM,LM",20-128,90,56,1,7,33,17,0,56,4,3,75.0,1,25.0,25,90,42,0,1,0,1,4,36,6,11,2018-2019
Nabil El Zhar,10,ma MAR,AM,32-068,66,19,0,1,9,10,0,19,4,3,75.0,1,25.0,12,71,32,1,2,0,0,2,15,0,11,2018-2019
   Dani Ojeda,7,es ESP,"RM,AM",23-335,24,11,0,2,7,3,0,11,1,1,100.0,0,0.0,4,42,13,1,1,0,1,1,8,1,11,2018-2019
Recio,8,es ESP,CM,27-296,90,47,1,10,29,8,0,47,1,1,100.0,0,0.0,19,84,36,0,0,0,1,3,30,1,11,2018-2019
Rubén Pérez,21,es ESP,CM,29-191,90,48,1,10,36,2,0,48,0,0,,0,,19,55,16,0,0,0,0,0,20,0,11,2018-2019
Jonathan Silva,5,ar ARG,"WB,LB",24-127,90,57,2,20,24,13,0,57,2,1,50.0,1,50.0,27,110,64,3,0,0,1,1,31,2,11,2018-2019
Juanfran,2,es ESP,WB,30-053,71,38,2,10,15,13,0,38,2,1,50.0,1,50.0,13,108,63,2,2,0,0,2,18,4,11,2018-2019
   Guido Carrillo,9,ar ARG,FW,27-162,19,10,1,1,4,5,2,10,0,0,,0,,5,18,2,0,0,0,0,0,10,1,11,2018-2019
Dimitris Siovas,22,gr GRE,CB,30-048,90,42,4,23,18,1,1,42,0,0,,0,,16,42,11,0,0,0,0,1,22,0,11,2018-2019
Kenneth Omeruo,24,ng NGA,CB,25-017,90,55,8,34,21,0,0,55,0,0,,0,,18,80,6,0,0,0,2,0,21,0,11,2018-2019
Rodrigo Tarín,28,es ESP,"CB,RB",22-121,90,55,7,28,24,4,1,55,0,0,,0,,18,45,18,0,0,0,1,0,22,0,11,2018-2019
Iván Cuéllar,1,es ESP,GK,34-160,90,43,31,42,1,0,0,43,0,0,,0,,21,195,117,0,0,0,0,0,16,0,11,2018-2019
