player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
John Guidetti,10,se SWE,FW,27-004,73,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,,33,2018-2019
   Wakaso,22,gh GHA,RM,28-268,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,33,2018-2019
Jonathan Calleri,12,ar ARG,FW,25-208,90,1,0,0,4,3,1,0,0,0,0,0,0,3,6,12,33.3,33,2018-2019
Jony,23,es ESP,LM,27-284,90,0,0,0,1,2,0,7,0,0,0,0,0,8,1,1,50.0,33,2018-2019
Tomás Pina Isla,8,es ESP,CM,31-187,90,0,0,0,2,1,0,0,1,1,0,0,0,6,4,5,44.4,33,2018-2019
Manu García,19,es ESP,CM,32-358,90,0,0,0,0,2,0,1,0,1,0,0,0,12,4,7,36.4,33,2018-2019
Takashi Inui,11,jp JPN,RM,30-321,58,0,0,0,1,3,0,1,0,0,0,0,0,3,1,1,50.0,33,2018-2019
   Diego Rolán,9,uy URU,"FW,RM",26-026,32,0,0,0,1,2,0,2,1,2,0,0,0,2,1,1,50.0,33,2018-2019
Adrián Marín,17,es ESP,LB,22-100,90,1,0,0,3,0,0,1,1,4,0,0,0,6,1,0,100.0,33,2018-2019
Guillermo Maripán,6,cl CHI,CB,24-348,90,0,0,0,1,0,0,0,1,0,0,0,0,4,6,3,66.7,33,2018-2019
Rodrigo Ely,4,br BRA,CB,25-167,90,0,0,0,1,0,0,0,2,1,0,1,0,3,8,1,88.9,33,2018-2019
Martin Agirregabiria,21,es ESP,RB,22-344,90,0,0,0,1,2,0,0,0,2,0,0,0,4,2,1,66.7,33,2018-2019
Fernando Pacheco,1,es ESP,GK,26-336,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0,33,2018-2019
Sergi Guardiola,12,es ESP,FW,27-325,90,0,0,0,2,1,1,2,0,0,1,0,0,4,1,7,12.5,33,2018-2019
Enes Ünal,9,tr TUR,FW,21-344,90,1,0,0,3,3,0,0,0,0,0,0,0,0,10,16,38.5,33,2018-2019
Óscar Plano,10,es ESP,"RM,LM",28-067,90,0,0,0,3,3,0,8,2,1,0,0,0,2,0,1,0.0,33,2018-2019
Borja Fernández,8,es ESP,CM,38-095,30,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,100.0,33,2018-2019
   Míchel,21,es ESP,CM,30-264,60,1,0,0,2,1,0,3,0,1,0,0,0,11,2,1,66.7,33,2018-2019
Joaquín Fernández,2,es ESP,CM,22-323,90,1,0,0,1,2,0,0,4,0,0,0,0,7,8,3,72.7,33,2018-2019
Keko,24,es ESP,RM,27-113,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33,2018-2019
   Waldo Rubio,7,es ESP,"LM,RM",23-245,70,0,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0.0,33,2018-2019
Nacho,22,es ESP,LB,30-043,90,0,0,0,0,1,0,2,1,1,0,0,0,6,3,1,75.0,33,2018-2019
Fernando Calero,5,es ESP,CB,23-217,90,1,0,0,0,0,0,1,2,0,0,0,0,4,2,4,33.3,33,2018-2019
Kiko Olivas,4,es ESP,CB,30-241,90,0,0,0,0,3,0,0,0,1,0,0,0,4,4,2,66.7,33,2018-2019
Antoñito,18,es ESP,RB,31-116,90,1,0,0,3,1,0,6,3,2,0,0,0,6,1,0,100.0,33,2018-2019
Yoel,13,es ESP,GK,30-234,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,33,2018-2019
Maxi Gómez,9,uy URU,FW,22-249,90,0,0,0,0,3,0,1,0,0,0,0,0,1,4,2,66.7,33,2018-2019
Iago Aspas,10,es ESP,FW,31-262,89,0,0,0,1,1,1,1,0,0,0,0,0,4,0,0,,33,2018-2019
   David Costas,3,es ESP,CB,24-025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,33,2018-2019
Sofiane Boufal,19,ma MAR,LM,25-215,79,1,0,0,1,2,0,1,0,1,0,0,0,4,1,0,100.0,33,2018-2019
   Andrew Hjulsager,16,dk DEN,RM,24-095,11,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0.0,33,2018-2019
Okay Yokuşlu,5,tr TUR,CM,25-042,90,1,0,0,1,1,0,0,1,1,0,0,0,12,3,2,60.0,33,2018-2019
Stanislav Lobotka,14,sk SVK,CM,24-146,90,0,0,0,2,1,0,1,1,1,0,0,0,6,0,2,0.0,33,2018-2019
Ryad Boudebouz,24,dz ALG,"RM,LM",29-060,87,0,0,0,0,1,0,9,0,0,0,0,0,3,0,2,0.0,33,2018-2019
   Jozabed,21,es ESP,LM,28-043,3,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,,33,2018-2019
Lucas Olaza,15,uy URU,LB,24-273,90,0,0,0,0,0,0,7,2,3,0,0,0,3,2,0,100.0,33,2018-2019
Néstor Araujo,4,mx MEX,CB,27-234,90,0,0,0,0,1,0,1,0,0,0,0,0,3,1,3,25.0,33,2018-2019
Gustavo Cabral,22,ar ARG,CB,33-188,90,0,0,0,1,0,0,0,0,3,0,0,0,2,1,4,20.0,33,2018-2019
Hugo Mallo,2,es ESP,RB,27-302,90,0,0,0,1,0,0,3,1,2,0,0,0,7,2,2,50.0,33,2018-2019
Rubén Blanco,13,es ESP,GK,23-269,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33,2018-2019
Cristhian Stuani,7,uy URU,FW,32-190,90,0,0,0,2,3,0,0,0,0,0,0,0,2,6,3,66.7,33,2018-2019
Portu,9,es ESP,"AM,LW",26-334,90,0,0,0,0,1,0,0,0,2,0,0,0,4,2,3,40.0,33,2018-2019
Patrick Roberts,17,eng ENG,RW,22-074,45,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,,33,2018-2019
   Juanpe,15,es ESP,CB,27-355,45,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0.0,33,2018-2019
Pere Pons,8,es ESP,AM,26-059,90,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,,33,2018-2019
Aleix García,23,es ESP,DM,21-296,45,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,50.0,33,2018-2019
   Borja García,10,es ESP,CM,28-169,45,0,0,0,0,1,0,1,1,1,0,0,0,7,1,0,100.0,33,2018-2019
Douglas Luiz,12,br BRA,"CM,DM",20-346,90,1,0,0,4,0,0,1,1,1,0,0,0,6,2,1,66.7,33,2018-2019
Raúl García,14,es ESP,"LB,WB",29-355,84,0,0,0,0,0,0,5,0,1,0,0,0,4,2,0,100.0,33,2018-2019
   Kévin Soni,27,cm CMR,WB,21-003,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,33,2018-2019
Bernardo Espinosa,2,co COL,CB,29-283,90,0,0,0,1,1,0,0,1,0,0,0,0,4,2,2,50.0,33,2018-2019
Pedro Alcalá,5,es ESP,CB,30-032,90,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,100.0,33,2018-2019
Pedro Porro,24,es ESP,"WB,RB",19-219,90,0,0,0,0,0,0,9,3,0,0,0,0,4,0,2,0.0,33,2018-2019
Yassine Bounou,13,ma MAR,GK,28-015,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33,2018-2019
Marc Cardona,7,es ESP,FW,23-286,62,0,0,0,1,2,0,0,0,0,0,0,0,3,1,3,25.0,33,2018-2019
   Kiké,17,es ESP,FW,29-146,28,0,0,0,0,0,0,2,0,0,0,0,0,2,5,3,62.5,33,2018-2019
Sergi Enrich,9,es ESP,FW,29-053,82,1,0,0,2,2,1,0,1,0,0,0,0,7,6,10,37.5,33,2018-2019
   Charles,19,br BRA,FW,35-016,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,33,2018-2019
Marc Cucurella,20,es ESP,LM,20-272,90,0,0,0,3,1,0,6,0,0,0,0,0,7,2,0,100.0,33,2018-2019
Joan Jordán,24,es ESP,CM,24-288,90,1,0,0,2,3,0,3,0,2,0,0,0,12,2,1,66.7,33,2018-2019
Gonzalo Escalante,5,ar ARG,CM,26-024,90,0,0,0,0,2,0,0,0,0,0,0,0,4,3,5,37.5,33,2018-2019
Fabián Orellana,14,cl CHI,RM,33-083,76,0,0,0,1,1,0,1,1,1,0,0,0,5,0,0,,33,2018-2019
   Pedro León,21,es ESP,RM,32-147,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,33,2018-2019
José Ángel,15,es ESP,LB,29-227,90,1,0,0,1,0,0,11,0,1,0,0,0,7,1,1,50.0,33,2018-2019
Sergio Álvarez,6,es ESP,CB,27-087,90,0,0,0,1,0,0,0,2,2,0,0,0,4,2,2,50.0,33,2018-2019
Paulo Oliveira,12,pt POR,CB,27-102,90,0,0,0,0,0,0,0,1,4,0,0,0,3,1,2,33.3,33,2018-2019
Pablo de Blasis,16,ar ARG,RB,31-075,90,0,0,0,0,0,0,7,0,0,0,0,0,2,1,1,50.0,33,2018-2019
Marko Dmitrović,1,rs SRB,GK,27-086,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,33,2018-2019
Álvaro Morata,22,es ESP,FW,26-179,90,1,0,0,2,2,4,1,0,0,0,0,0,0,5,3,62.5,33,2018-2019
Koke,6,es ESP,"LW,CM",27-102,90,0,0,0,0,1,0,6,1,3,0,0,0,11,1,2,33.3,33,2018-2019
Ángel Correa,10,ar ARG,RW,24-042,54,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,,33,2018-2019
   Thomas Lemar,11,fr FRA,"RM,RW",23-159,36,0,0,0,1,0,0,3,0,1,0,0,0,1,0,1,0.0,33,2018-2019
Vitolo,23,es ESP,AM,29-169,60,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0.0,33,2018-2019
   Filipe Luís,3,br BRA,LB,33-254,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,33,2018-2019
Rodri,14,es ESP,"DM,CM",22-302,90,0,0,0,2,1,0,0,0,1,0,0,0,8,2,1,66.7,33,2018-2019
Thomas Partey,5,gh GHA,"DM,RB,AM",25-311,90,0,0,0,1,0,0,1,3,1,0,0,0,4,1,1,50.0,33,2018-2019
