Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Gerónimo Rulli,ar ARG,26-299,90,3,1,2,66.7,1.3,6,19,31.6,40,2,42.5,36.7,2,100.0,72.0,8,2,25.0,1,17.8,28,2018-2019
Aitor Fernández,es ESP,27-316,90,7,1,6,85.7,2.6,4,15,26.7,13,3,53.8,40.6,13,61.5,44.0,11,0,0.0,1,12.7,28,2018-2019
Roberto Santamaría,es ESP,34-017,90,5,3,2,60.0,2.2,15,29,51.7,26,3,80.8,49.5,8,100.0,66.9,14,1,7.1,0,11.0,28,2018-2019
Fernando Pacheco,es ESP,26-302,90,1,1,0,100.0,1.0,9,24,37.5,23,3,69.6,47.2,9,88.9,57.8,18,1,5.6,1,17.0,28,2018-2019
Keylor Navas,cr CRC,32-091,90,1,0,1,100.0,0.3,2,5,40.0,14,6,21.4,30.1,6,33.3,37.7,9,1,11.1,0,3.0,28,2018-2019
Rubén Blanco,es ESP,23-234,90,7,2,5,71.4,2.8,5,15,33.3,30,4,33.3,35.1,11,45.5,44.5,18,0,0.0,3,20.2,28,2018-2019
Iago Herrerín,es ESP,31-050,90,2,0,2,100.0,0.3,8,27,29.6,25,4,72.0,48.6,9,100.0,60.8,15,0,0.0,2,15.7,28,2018-2019
Jan Oblak,si SVN,26-068,90,5,2,3,60.0,1.6,5,12,41.7,17,3,47.1,32.6,6,66.7,46.0,10,0,0.0,3,19.3,28,2018-2019
Iván Cuéllar,es ESP,34-293,90,4,2,2,50.0,2.0,8,18,44.4,16,2,62.5,41.9,8,100.0,63.1,5,0,0.0,0,19.0,28,2018-2019
Yassine Bounou,ma MAR,27-345,90,3,0,3,100.0,0.9,7,25,28.0,30,5,60.0,48.1,11,63.6,52.1,17,0,0.0,0,7.0,28,2018-2019
Marko Dmitrović,rs SRB,27-052,90,3,2,1,66.7,1.8,10,26,38.5,21,0,81.0,53.2,9,100.0,67.8,9,0,0.0,1,20.5,28,2018-2019
Jordi Masip,es ESP,30-073,90,3,1,2,66.7,2.0,10,31,32.3,28,3,75.0,51.0,11,90.9,59.9,27,0,0.0,0,,28,2018-2019
Diego López,es ESP,37-134,90,3,1,2,100.0,1.4,4,11,36.4,21,2,38.1,37.3,6,50.0,41.7,9,0,0.0,0,17.0,28,2018-2019
Juan Soriano,es ESP,21-206,89,3,,3,,0.4,7,30,23.3,37,11,54.1,39.5,12,83.3,57.3,23,,,,15.3,28,2018-2019
Sergio Asenjo,es ESP,29-262,90,3,1,2,66.7,0.8,5,9,55.6,6,2,66.7,43.3,5,100.0,60.0,10,0,0.0,1,22.0,28,2018-2019
Stole Dimitrievski,mk MKD,25-082,90,4,3,1,25.0,3.5,4,11,36.4,11,2,45.5,36.7,8,75.0,49.6,12,0,0.0,1,26.0,28,2018-2019
Jaume Doménech,es ESP,28-132,90,1,0,1,100.0,0.2,3,11,27.3,18,6,33.3,35.3,6,83.3,53.0,11,1,9.1,0,13.0,28,2018-2019
David Soria,es ESP,25-347,90,2,0,2,100.0,0.3,10,31,32.3,24,1,91.7,54.6,9,100.0,62.2,10,1,10.0,0,4.0,28,2018-2019
Pau López,es ESP,24-094,90,9,4,5,55.6,3.3,2,5,40.0,32,7,12.5,24.4,5,20.0,33.4,8,0,0.0,3,20.3,28,2018-2019
Marc-André ter Stegen,de GER,26-321,90,3,1,2,66.7,0.7,5,9,55.6,25,3,32.0,35.2,4,25.0,37.8,9,0,0.0,0,6.0,28,2018-2019
