Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Yassine Bounou,ma MAR,27-134,90,1,0,1,100.0,0.2,3,5,60.0,14,4,21.4,30.2,5,40.0,37.4,11,1,9.1,0,8.8,1,2018-2019
Jordi Masip,es ESP,29-226,90,1,0,1,100.0,0.0,7,35,20.0,29,3,79.3,50.0,12,100.0,64.3,20,1,5.0,0,8.0,1,2018-2019
Pau López,es ESP,23-247,90,4,3,1,25.0,3.1,2,4,50.0,20,2,20.0,25.8,2,0.0,23.0,6,0,0.0,2,25.0,1,2018-2019
Oier Olazábal,es ESP,28-337,90,8,0,8,100.0,0.9,4,24,16.7,18,2,77.8,51.1,13,76.9,50.6,20,0,0.0,0,5.0,1,2018-2019
Sergio Álvarez,es ESP,32-015,90,5,1,4,80.0,1.1,8,21,38.1,20,1,70.0,48.4,9,77.8,59.8,15,0,0.0,0,10.0,1,2018-2019
Diego López,es ESP,36-288,90,2,1,2,50.0,0.4,4,12,33.3,15,4,46.7,39.2,8,62.5,46.1,22,2,9.1,0,8.5,1,2018-2019
Sergio Asenjo,es ESP,29-051,90,4,2,2,50.0,0.6,5,13,38.5,20,2,50.0,38.4,4,75.0,48.0,9,0,0.0,1,21.0,1,2018-2019
Gerónimo Rulli,ar ARG,26-090,90,7,1,6,85.7,1.0,10,30,33.3,38,4,60.5,44.5,7,100.0,64.3,12,2,16.7,0,7.0,1,2018-2019
Marc-André ter Stegen,de GER,26-110,90,0,0,0,,0.0,3,3,100.0,23,4,8.7,23.0,5,20.0,27.4,4,0,0.0,5,31.2,1,2018-2019
Fernando Pacheco,es ESP,26-092,90,9,3,6,66.7,2.8,6,20,30.0,17,3,64.7,44.2,10,90.0,59.8,7,0,0.0,0,,1,2018-2019
Marko Dmitrović,rs SRB,26-207,90,6,2,4,66.7,1.9,7,11,63.6,20,3,45.0,33.3,3,66.7,60.3,4,0,0.0,1,11.3,1,2018-2019
Axel Werner,ar ARG,22-172,90,6,1,5,83.3,0.8,12,38,31.6,28,1,89.3,52.0,13,100.0,61.5,34,0,0.0,0,7.0,1,2018-2019
Alberto García,es ESP,33-191,90,7,4,3,42.9,3.2,5,14,35.7,20,8,40.0,36.8,11,54.5,44.7,16,1,6.3,0,6.0,1,2018-2019
Tomáš Vaclík,cz CZE,29-143,90,2,1,1,100.0,1.7,7,28,25.0,31,3,67.7,48.2,10,70.0,60.4,13,2,15.4,1,9.0,1,2018-2019
Keylor Navas,cr CRC,31-247,90,1,0,1,100.0,0.0,5,9,55.6,38,8,18.4,30.4,6,33.3,38.5,3,0,0.0,1,13.8,1,2018-2019
David Soria,es ESP,25-137,90,3,2,1,33.3,1.2,9,28,32.1,22,2,90.9,54.0,8,100.0,65.0,14,0,0.0,0,9.3,1,2018-2019
Neto,br BRA,29-032,90,3,1,2,66.7,1.5,5,15,33.3,21,5,42.9,40.9,6,100.0,61.7,16,0,0.0,0,4.0,1,2018-2019
Jan Oblak,si SVN,25-225,90,4,1,3,75.0,1.5,5,21,23.8,13,5,61.5,42.7,13,100.0,60.0,7,1,14.3,0,12.0,1,2018-2019
Unai Simón,es ESP,21-070,90,2,1,1,50.0,0.5,5,7,71.4,12,7,16.7,29.5,7,71.4,51.3,13,0,0.0,0,19.0,1,2018-2019
Iván Cuéllar,es ESP,34-085,90,5,2,3,60.0,2.2,9,25,36.0,18,0,72.2,47.5,13,92.3,61.2,23,0,0.0,0,,1,2018-2019
