player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Borja Iglesias,7,es ESP,FW,26-036,90,0,0,0,1,3,3,0,0,2,0,0,0,2,2,5,28.6,25,2018-2019
Wu Lei,24,cn CHN,LM,27-095,90,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,50.0,25,2018-2019
Sergi Darder,10,es ESP,CM,25-062,90,0,0,0,0,2,0,1,1,1,0,0,0,6,0,1,0.0,25,2018-2019
Esteban Granero,23,es ESP,CM,31-235,63,1,0,0,1,0,0,5,2,2,0,0,0,4,0,0,,25,2018-2019
   Facundo Ferreyra,11,ar ARG,FW,27-345,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,25,2018-2019
Óscar Melendo,14,es ESP,RM,21-183,90,0,0,0,0,6,0,0,1,0,0,0,0,4,0,0,,25,2018-2019
Marc Roca,21,es ESP,"DM,CM",22-088,77,0,0,0,1,0,0,1,1,1,0,0,0,4,1,0,100.0,25,2018-2019
   Alfa Semedo,2,gw GNB,CM,21-176,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,25.0,25,2018-2019
Dídac Vilà,12,es ESP,LB,29-258,63,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2,50.0,25,2018-2019
   Adrià Pedrosa,28,es ESP,LB,20-285,27,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,,25,2018-2019
Mario Hermoso,22,es ESP,CB,23-249,90,0,0,0,2,0,1,0,1,0,0,0,0,6,5,2,71.4,25,2018-2019
David López,15,es ESP,CB,29-136,90,0,0,0,1,2,0,0,2,1,0,0,0,5,1,1,50.0,25,2018-2019
Roberto Rosales,8,ve VEN,RB,30-094,90,0,0,0,2,1,0,5,0,3,0,0,0,4,2,0,100.0,25,2018-2019
Diego López,13,es ESP,GK,37-111,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,25,2018-2019
Enric Gallego,22,es ESP,FW,32-163,90,0,0,0,0,3,1,0,1,1,0,0,0,3,4,5,44.4,25,2018-2019
Ezequiel Ávila,19,ar ARG,FW,25-016,70,1,0,0,1,2,1,0,0,0,0,0,0,1,0,2,0.0,25,2018-2019
   David Ferreiro,7,es ESP,"RW,FW",30-327,20,0,0,0,1,0,3,3,0,0,0,0,0,4,0,0,,25,2018-2019
Moi Gómez,6,es ESP,CM,24-244,90,0,0,0,2,0,0,3,2,0,0,0,0,10,0,0,,25,2018-2019
Cristian Rivera,17,es ESP,CM,21-228,67,0,0,0,1,0,0,0,2,0,0,0,0,6,0,1,0.0,25,2018-2019
   Yangel Herrera,21,ve VEN,CM,21-039,23,0,0,0,2,0,0,2,0,3,0,0,0,2,2,0,100.0,25,2018-2019
Juanpi,20,ve VEN,CM,25-029,81,1,0,0,1,0,0,1,1,2,0,0,0,4,2,0,100.0,25,2018-2019
   Cucho,9,co COL,LW,19-308,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,25,2018-2019
Javi Galán,12,es ESP,"WB,LM",24-095,90,1,0,0,1,2,0,5,1,3,0,0,0,7,0,1,0.0,25,2018-2019
Carlos Akapo,15,gq EQG,"WB,RM",25-347,90,0,0,0,1,0,0,1,0,0,0,0,0,3,2,3,40.0,25,2018-2019
Jorge Pulido,14,es ESP,CB,27-320,90,0,0,0,3,2,0,0,1,1,0,0,0,1,1,1,50.0,25,2018-2019
Adrián Diéguez,4,es ESP,CB,23-018,90,0,0,0,1,0,0,0,2,1,0,0,0,3,1,3,25.0,25,2018-2019
Xabier Etxeita,3,es ESP,CB,31-114,90,1,0,0,2,0,0,1,1,2,0,0,0,5,3,0,100.0,25,2018-2019
Roberto Santamaría,13,es ESP,GK,33-360,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,2018-2019
Jorge Molina,19,es ESP,FW,36-307,83,0,0,0,1,1,2,0,0,0,0,0,0,2,1,5,16.7,25,2018-2019
   Sebastián Cristóforo,15,uy URU,FW,25-184,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.0,25,2018-2019
Jaime Mata,7,es ESP,FW,30-122,89,0,0,0,1,4,1,4,0,0,0,0,0,4,4,0,100.0,25,2018-2019
   Ángel Rodríguez,9,es ESP,FW,31-303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,25,2018-2019
Francisco Portillo,8,es ESP,LM,28-255,72,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0.0,25,2018-2019
