Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Gorka Iraizoz,es ESP,38-023,90,5,2,3,60.0,1.3,4,17,23.5,34,7,35.3,36.8,7,71.4,46.3,13,0,0.0,0,,29,2018-2019
Iago Herrerín,es ESP,31-063,90,2,1,1,50.0,0.3,18,33,54.5,31,4,80.6,50.8,8,100.0,67.8,11,1,9.1,1,14.3,29,2018-2019
David Soria,es ESP,25-360,90,3,2,0,33.3,2.0,5,22,22.7,25,4,76.0,49.5,4,75.0,55.5,12,0,0.0,2,18.3,29,2018-2019
Iván Cuéllar,es ESP,34-307,90,2,0,2,100.0,0.2,9,26,34.6,19,2,89.5,56.5,10,90.0,63.6,17,1,5.9,0,8.5,29,2018-2019
Marc-André ter Stegen,de GER,26-334,90,2,0,2,100.0,0.3,1,3,33.3,24,6,8.3,25.8,2,50.0,39.5,3,0,0.0,0,7.0,29,2018-2019
Diego López,es ESP,37-147,90,3,2,1,33.3,0.8,12,22,54.5,16,2,62.5,41.3,14,85.7,53.3,12,0,0.0,0,20.0,29,2018-2019
Rubén Blanco,es ESP,23-248,90,5,2,3,60.0,2.7,0,5,0.0,8,3,25.0,26.5,6,50.0,45.3,12,0,0.0,1,21.3,29,2018-2019
Sergio Asenjo,es ESP,29-275,90,6,3,3,66.7,2.7,6,17,35.3,17,3,52.9,44.8,10,80.0,55.3,32,3,9.4,0,6.1,29,2018-2019
Fernando Pacheco,es ESP,26-316,90,7,4,3,42.9,3.2,8,14,57.1,21,3,57.1,40.3,2,100.0,58.0,3,1,33.3,3,18.4,29,2018-2019
Jan Oblak,si SVN,26-082,90,3,0,3,100.0,0.7,9,24,37.5,17,6,58.8,42.6,14,100.0,59.4,29,1,3.4,0,5.0,29,2018-2019
Aitor Fernández,es ESP,27-332,90,3,2,1,33.3,0.8,2,22,9.1,20,2,75.0,51.6,9,77.8,52.8,28,0,0.0,0,,29,2018-2019
Marko Dmitrović,rs SRB,27-066,90,2,2,0,0.0,1.2,9,20,45.0,24,5,58.3,46.1,6,100.0,71.2,16,0,0.0,8,25.0,29,2018-2019
Stole Dimitrievski,mk MKD,25-096,90,2,1,1,50.0,0.5,3,13,23.1,26,7,46.2,37.4,4,25.0,32.5,7,0,0.0,5,27.2,29,2018-2019
Pau López,es ESP,24-108,90,5,1,4,80.0,1.8,8,20,40.0,33,5,24.2,28.0,15,80.0,50.5,18,2,11.1,1,11.3,29,2018-2019
Javier Díaz,es ESP,21-320,90,2,1,1,100.0,1.2,3,11,27.3,18,2,38.9,35.3,5,80.0,53.6,9,0,0.0,0,8.5,29,2018-2019
Neto,br BRA,29-255,90,5,0,5,100.0,0.3,6,24,25.0,20,3,70.0,45.5,10,100.0,65.6,25,0,0.0,0,,29,2018-2019
Jordi Masip,es ESP,30-087,90,1,1,0,0.0,0.7,11,26,42.3,24,4,66.7,47.5,12,83.3,61.0,25,1,4.0,0,9.8,29,2018-2019
Gerónimo Rulli,ar ARG,26-315,90,3,1,2,66.7,1.2,2,4,50.0,25,8,12.0,30.1,5,20.0,29.8,18,2,11.1,1,12.8,29,2018-2019
Luca Zidane,fr FRA,20-322,90,3,2,1,33.3,1.7,3,8,37.5,29,2,17.2,27.6,11,27.3,34.5,11,0,0.0,2,23.3,29,2018-2019
Roberto Santamaría,es ESP,34-032,90,8,3,5,62.5,3.3,12,19,63.2,16,3,68.8,47.4,9,88.9,57.3,15,0,0.0,0,2.5,29,2018-2019
